"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.072281129E1,1.239015069E-2,-3.927534074E-2,-1.010185108E-2,4.240419341E-2
1.073275129E1,1.826869324E-2,-3.905492648E-2,-1.300983224E-2,4.503652041E-2
1.074269229E1,1.779411733E-2,-3.808260709E-2,-1.484688092E-2,4.457965284E-2
1.075263329E1,8.047625422E-3,-3.325325251E-2,-2.433666959E-2,4.198590911E-2
1.076257429E1,3.791894065E-3,-2.768777870E-2,-3.683621436E-2,4.623741167E-2
1.077251529E1,-2.236572467E-2,-2.786117978E-2,-5.138142407E-2,6.258211980E-2
1.078245529E1,-4.469153658E-2,-2.899435535E-2,-6.390201300E-2,8.319539260E-2
1.079239629E1,-6.825073063E-2,-1.781111769E-2,-6.585156918E-2,9.649780986E-2
1.080233729E1,-8.022910357E-2,-4.890259355E-3,-6.715545058E-2,1.047400508E-1
1.081227829E1,-9.665745497E-2,7.970086881E-4,-5.667086318E-2,1.120485857E-1
1.082221929E1,-1.074661613E-1,-6.273417734E-3,-4.123997688E-2,1.152782168E-1
1.083216029E1,-1.041110903E-1,-1.174856909E-2,-2.650133707E-2,1.080715914E-1
1.084210029E1,-8.726207167E-2,-1.117599010E-2,-5.070081912E-3,8.812081274E-2
1.085204129E1,-6.115546450E-2,-1.803438179E-2,1.581119560E-2,6.569036209E-2
1.086198229E1,-4.177990183E-2,-1.467054337E-2,3.633378074E-2,5.727939125E-2
1.087192329E1,-2.711808495E-2,-6.310318131E-3,4.641420022E-2,5.412475061E-2
1.088186429E1,-2.129348554E-2,-1.461234060E-3,5.257995054E-2,5.674679665E-2
1.089180529E1,-1.851535030E-2,7.055350579E-6,5.144691095E-2,5.467726120E-2
1.090174529E1,-1.733317226E-2,-1.070604194E-2,4.533841833E-2,4.970543604E-2
1.091168629E1,-8.948911913E-3,-1.267025247E-2,4.777052253E-2,5.022590114E-2
1.092162729E1,1.588186808E-2,-1.721839793E-2,5.607079715E-2,6.076710667E-2
1.093156829E1,5.481253937E-2,-2.040058002E-2,7.203173637E-2,9.278560870E-2
1.094150929E1,9.005388618E-2,-3.599471971E-2,9.500975907E-2,1.357651523E-1
1.095144929E1,1.199853495E-1,-4.367233813E-2,1.137266532E-1,1.709897916E-1
1.096139029E1,1.443015933E-1,-5.065461248E-2,1.288912296E-1,2.000044716E-1
1.097133129E1,1.530158967E-1,-4.953188449E-2,1.379181147E-1,2.118694848E-1
1.098127229E1,1.415765584E-1,-4.543727264E-2,1.388757825E-1,2.034574908E-1
1.099121329E1,1.096396372E-1,-3.253733367E-2,1.360235065E-1,1.777130340E-1
1.100115429E1,6.483301520E-2,-1.852271520E-2,1.315853447E-1,1.478550431E-1
1.101109429E1,1.870552450E-2,-1.339458209E-2,1.226817444E-1,1.248203585E-1
1.102103529E1,-1.525084488E-2,-1.283957995E-2,1.175082847E-1,1.191874157E-1
1.103097629E1,-3.465507552E-2,-5.646963604E-3,1.128251553E-1,1.181625072E-1
1.104091729E1,-4.258223996E-2,-5.614739377E-3,9.540116042E-2,1.046238685E-1
1.105085829E1,-4.459159449E-2,-1.064172201E-2,7.380372286E-2,8.688294455E-2
1.106079829E1,-4.412101582E-2,-2.325045876E-2,4.780407995E-2,6.908312333E-2
1.107073929E1,-5.067570880E-2,-3.244804963E-2,2.398681641E-2,6.477862880E-2
1.108068029E1,-5.280916393E-2,-3.417910635E-2,8.491747081E-3,6.347541945E-2
1.109062129E1,-4.765376821E-2,-2.193838730E-2,-1.048501581E-4,5.246127577E-2
1.110056229E1,-3.719660267E-2,-1.321147382E-2,-9.066653438E-3,4.050104314E-2
1.111050329E1,-2.388164587E-2,-1.623171568E-2,-1.351029240E-2,3.187992478E-2
1.112044329E1,-8.055810817E-3,-1.438215002E-2,-1.403839700E-2,2.165222662E-2
1.113038429E1,9.867744520E-3,-1.385673694E-2,-1.505234744E-2,2.271463634E-2
1.114032529E1,2.187220939E-2,-1.147599425E-3,-1.745851338E-2,2.800910954E-2
1.115026629E1,3.030726686E-2,7.525930181E-3,-1.876821369E-2,3.643371920E-2
1.116020729E1,4.124619812E-2,7.588248234E-3,-2.885759994E-2,5.090767570E-2
1.117014729E1,4.644205421E-2,1.359914988E-2,-3.829420358E-2,6.171099825E-2
1.118008829E1,5.357399955E-2,2.643745020E-2,-4.858838394E-2,7.700612479E-2
1.119002929E1,4.774007946E-2,2.979995683E-2,-5.815179646E-2,8.092455774E-2
1.119997029E1,3.770049289E-2,2.515114285E-2,-7.023802400E-2,8.358999441E-2
1.120991129E1,3.243651241E-2,8.921188302E-3,-8.045226336E-2,8.720253217E-2
1.121985229E1,3.453721479E-2,6.733668037E-3,-8.398707956E-2,9.106037021E-2
1.122979229E1,3.180674836E-2,8.329078555E-3,-8.415207267E-2,9.034718659E-2
1.123973329E1,3.018994629E-2,7.097747875E-4,-7.731919736E-2,8.300719799E-2
1.124967429E1,2.555770427E-2,-1.207404211E-2,-7.590033114E-2,8.099283306E-2
1.125961529E1,2.978174388E-2,-3.214735538E-2,-7.675015181E-2,8.837980838E-2
1.126955629E1,3.352908790E-2,-2.711725794E-2,-7.228582352E-2,8.417116903E-2
1.127949729E1,3.825140372E-2,-1.944495738E-2,-6.003608927E-2,7.379436475E-2
1.128943729E1,3.296054900E-2,-2.224782482E-2,-4.952536896E-2,6.351476734E-2
1.129937829E1,3.164148331E-2,-2.661514282E-2,-3.494349867E-2,5.413499231E-2
1.130931929E1,3.758478910E-2,-2.536850795E-2,-2.540464699E-2,5.197666453E-2
1.131926029E1,5.348172784E-2,-1.865947247E-2,-8.951905183E-3,5.734638377E-2
1.132920129E1,6.360767037E-2,-3.421406262E-3,-2.948813140E-3,6.376783867E-2
1.133914129E1,6.370514631E-2,-9.289539885E-4,-2.493146341E-3,6.376068068E-2
1.134908229E1,4.766368866E-2,5.058284150E-4,-8.942686021E-3,4.849798668E-2
1.135902329E1,3.059415892E-2,1.347062923E-2,-1.599553600E-2,3.705829979E-2
1.136896429E1,1.110679563E-2,2.070992813E-2,-1.853557490E-2,2.993041211E-2
1.137890529E1,-7.711689686E-4,1.656045578E-2,-2.689150907E-2,3.159108509E-2
1.138884629E1,-6.613633595E-3,2.892353339E-3,-3.529695049E-2,3.602749743E-2
1.139878629E1,-7.017901167E-3,-8.461235091E-3,-3.476671502E-2,3.646324052E-2
1.140872729E1,-5.382529460E-3,-9.936003014E-3,-3.183364123E-2,3.377982376E-2
1.141866829E1,4.463443067E-3,-8.807621896E-3,-3.205521405E-2,3.354151569E-2
1.142860929E1,4.357863218E-3,-6.016463041E-3,-3.175515682E-2,3.261255561E-2
1.143855029E1,2.065947047E-3,2.417768352E-3,-2.843233012E-2,2.860963364E-2
1.144849029E1,-5.761789158E-3,1.565869153E-2,-2.700430714E-2,3.174311640E-2
1.145843129E1,-8.842268027E-3,2.033919655E-2,-2.269930579E-2,3.173526592E-2
1.146837229E1,-6.739635719E-4,1.746699587E-2,-1.714513823E-2,2.448481032E-2
1.147831329E1,5.122939125E-3,1.497774012E-2,-1.486973371E-2,2.171833753E-2
1.148825429E1,1.251318585E-2,1.477838866E-2,-1.724945614E-3,1.944109125E-2
1.149819529E1,1.652097702E-2,1.045368146E-2,9.870990179E-3,2.190110922E-2
1.150813529E1,2.017899789E-2,6.287027616E-3,1.988037862E-2,2.901634240E-2
1.151807629E1,2.012866363E-2,1.211082842E-2,2.526821941E-2,3.450098806E-2
1.152801729E1,1.367260236E-2,1.184143685E-2,2.253204584E-2,2.889381892E-2
1.153795829E1,5.229849368E-3,1.253252663E-2,2.231499925E-2,2.612230349E-2
1.154789929E1,-5.181941669E-4,1.368915569E-2,2.195561491E-2,2.587876610E-2
1.155783929E1,-4.907616414E-3,1.370247081E-2,1.923173480E-2,2.411849971E-2
1.156778029E1,-5.596264265E-3,1.840063138E-3,2.042591386E-2,2.125845627E-2
1.157772129E1,7.609676104E-4,6.961321924E-3,2.442172170E-2,2.540589627E-2
1.158766229E1,8.871189319E-3,1.709238999E-2,2.718592063E-2,3.331549303E-2
1.159760329E1,1.463400386E-2,2.877301537E-2,3.286138177E-2,4.606420404E-2
1.160754429E1,2.188886888E-2,3.007999435E-2,2.995845675E-2,4.776439859E-2
1.161748429E1,2.959073149E-2,2.447989769E-2,2.560658567E-2,4.615814132E-2
1.162742529E1,3.191867471E-2,1.781186648E-2,1.741929166E-2,4.049069158E-2
1.163736629E1,2.861076035E-2,3.407360753E-3,9.868430905E-3,3.045606086E-2
1.164730729E1,1.999981701E-2,-2.330134856E-3,5.749730859E-3,2.093995258E-2
1.165724829E1,1.233523991E-2,5.788245238E-3,6.604339462E-3,1.514196904E-2
1.166718929E1,8.869903162E-3,1.751274802E-2,5.067053717E-3,2.027428318E-2
1.167712929E1,5.619514734E-3,2.166994289E-2,4.835358821E-3,2.290297067E-2
1.168707029E1,-4.058299237E-4,3.212279454E-2,6.383685395E-4,3.213169994E-2
1.169701129E1,-9.001980536E-3,3.448155895E-2,-3.169419244E-3,3.577790910E-2
1.170695229E1,-1.583476178E-2,3.592547774E-2,-3.110794118E-3,3.938345683E-2
1.171689329E1,-1.590746641E-2,3.344900161E-2,-4.366740584E-3,3.729546380E-2
1.172683329E1,-1.122471225E-2,2.745832317E-2,-3.953605425E-3,2.992632072E-2
1.173677429E1,-4.299695138E-3,1.709623076E-2,-4.446243402E-4,1.763423305E-2
1.174671529E1,-4.705553874E-3,1.215598267E-2,1.311679091E-2,1.849217012E-2
1.175665629E1,-5.407829769E-3,8.911719546E-3,3.040576540E-2,3.214302316E-2
1.176659729E1,1.631937106E-3,-6.823799340E-4,4.580672085E-2,4.584086099E-2
1.177653729E1,6.926035043E-3,-7.572243456E-3,5.734619871E-2,5.825714839E-2
1.178647829E1,1.691218838E-2,-1.048400719E-2,6.526121497E-2,6.822728708E-2
1.179641929E1,1.701924764E-2,-1.096310932E-2,6.701170653E-2,7.000295257E-2
1.180636029E1,1.002201904E-2,-6.898521446E-3,6.632492691E-2,6.743164238E-2
1.181630129E1,-3.707908560E-3,5.538023543E-4,5.902786553E-2,5.914680204E-2
1.182624229E1,-1.850554720E-2,5.433750805E-3,5.120554566E-2,5.471735403E-2
1.183618229E1,-2.985513955E-2,-2.006989671E-4,3.776137531E-2,4.813824990E-2
1.184612329E1,-3.654006496E-2,-3.847916145E-3,3.453960642E-2,5.042784169E-2
1.185606429E1,-3.769401088E-2,-4.224487115E-3,3.268604353E-2,5.007057209E-2
1.186600529E1,-3.303777054E-2,7.876237854E-3,3.895348683E-2,5.168078503E-2
1.187594629E1,-2.800279669E-2,7.514846977E-3,4.356661439E-2,5.233239376E-2
1.188588629E1,-2.101913653E-2,-7.486937102E-5,4.884960875E-2,5.317982682E-2
1.189582729E1,-1.053001080E-2,-1.387323905E-2,5.024643615E-2,5.317943432E-2
1.190576829E1,3.541845595E-3,-2.162007056E-2,5.361616239E-2,5.791946988E-2
1.191570929E1,1.177873649E-2,-2.596927993E-2,5.429446697E-2,6.132724743E-2
1.192565029E1,2.114143781E-2,-2.402788214E-2,4.994955286E-2,5.932332884E-2
1.193559129E1,2.515695244E-2,-1.997694746E-2,4.704164714E-2,5.696373628E-2
1.194553129E1,1.870510541E-2,-4.827546421E-3,4.438375309E-2,4.840561653E-2
1.195547229E1,7.081473712E-3,9.887750261E-3,3.182801604E-2,3.407253264E-2
1.196541329E1,-2.031428274E-3,1.568851061E-2,2.342963405E-2,2.827019310E-2
1.197535429E1,-1.661196910E-2,2.121030726E-2,1.403666474E-2,3.037865382E-2
1.198529529E1,-2.400809899E-2,2.567856014E-2,6.183535326E-3,3.569332398E-2
1.199523529E1,-2.287572250E-2,3.203765675E-2,4.375515506E-3,3.960877764E-2
1.200517629E1,-2.124633826E-2,3.607641533E-2,1.112129912E-2,4.331971753E-2
1.201511729E1,-1.234072819E-2,2.439472824E-2,2.145649493E-2,3.475309357E-2
1.202505829E1,-2.949907212E-3,1.983756013E-2,2.969154343E-2,3.583041300E-2
1.203499929E1,9.699308313E-3,3.998941742E-3,3.970689327E-2,4.106952020E-2
1.204494029E1,2.189501934E-2,-6.632599980E-3,4.525703192E-2,5.071076998E-2
1.205488029E1,3.113858588E-2,-6.232326385E-3,4.730606824E-2,5.697646457E-2
1.206482129E1,2.131495811E-2,-4.147218540E-3,6.545120478E-2,6.895931458E-2
1.207476229E1,4.332145676E-2,9.576849639E-3,5.093884096E-2,6.755168527E-2
1.208470329E1,6.377322227E-2,4.680141434E-2,5.873335898E-2,9.852412760E-2
1.209464429E1,6.064108014E-2,5.334000662E-2,7.115274668E-2,1.076346146E-1
1.210458429E1,5.193039402E-2,6.702176481E-2,8.183177561E-2,1.178351488E-1
1.211452529E1,4.764669761E-2,5.242444575E-2,9.494970739E-2,1.184650887E-1
1.212446629E1,5.019403249E-2,2.995185740E-2,1.060060635E-1,1.210530469E-1
1.213440729E1,6.427309662E-2,6.815646775E-3,1.087086424E-1,1.264715499E-1
1.214434829E1,7.584186643E-2,-1.735112071E-2,1.122694835E-1,1.365924120E-1
1.215428929E1,8.436823636E-2,-3.407577425E-2,1.125366017E-1,1.447191916E-1
1.216422929E1,8.473772556E-2,-3.725766391E-2,1.138688847E-1,1.467471927E-1
1.217417029E1,7.993391156E-2,-3.535164148E-2,1.167967618E-1,1.458788961E-1
1.218411129E1,7.423689961E-2,-3.769392893E-2,1.091002002E-1,1.372399477E-1
1.219405229E1,6.637471169E-2,-4.149932042E-2,1.049925387E-1,1.309627013E-1
1.220399329E1,5.932625756E-2,-3.737415001E-2,1.025048271E-1,1.241920750E-1
1.221393329E1,5.270484090E-2,-3.797735646E-2,1.009652540E-1,1.200585789E-1
1.222387429E1,5.049356446E-2,-4.234309867E-2,1.012953967E-1,1.208440956E-1
1.223381529E1,4.539494216E-2,-6.393734366E-2,9.952200204E-2,1.267016716E-1
1.224375629E1,4.647907242E-2,-7.077724487E-2,1.038874388E-1,1.340235893E-1
1.225369729E1,2.976400591E-2,-8.473300934E-2,1.017358676E-1,1.357047002E-1
1.226363729E1,2.493898198E-2,-8.290693164E-2,1.101195365E-1,1.400779228E-1
1.227357829E1,2.384602092E-2,-8.806893229E-2,1.213415638E-1,1.518174715E-1
1.228351929E1,8.703170344E-3,-1.061713398E-1,1.254757792E-1,1.645972956E-1
1.229346029E1,4.930003546E-3,-1.260544956E-1,1.257575452E-1,1.781263624E-1
1.230340129E1,4.988851771E-2,-1.825245619E-1,8.533325791E-2,2.075713005E-1
1.231334229E1,1.013288051E-1,-1.174648702E-1,8.378223330E-2,1.763093449E-1
1.232328229E1,5.259479955E-2,-1.647630185E-1,1.486392170E-1,2.280497359E-1
1.233322329E1,2.188801952E-2,-1.859764308E-1,1.550931185E-1,2.431464448E-1
1.234316429E1,3.285334259E-2,-1.572727412E-1,1.350113302E-1,2.098621370E-1
1.235310529E1,3.290261328E-2,-1.462528408E-1,1.252108961E-1,1.953208742E-1
1.236304629E1,3.931414708E-2,-1.223753542E-1,1.052794904E-1,1.661478274E-1
1.237298629E1,4.277892038E-2,-8.772576600E-2,8.748584241E-2,1.310710444E-1
1.238292729E1,3.732476011E-2,-5.778402090E-2,8.368305862E-2,1.083281362E-1
1.239286829E1,3.014301136E-2,-3.427363560E-2,7.484855503E-2,8.766749352E-2
1.240280929E1,1.310985070E-2,-1.683269814E-2,7.733532786E-2,8.022444046E-2
1.241275029E1,5.708393175E-3,-1.758717187E-2,8.187469095E-2,8.393663911E-2
1.242269129E1,8.578358218E-3,-1.111517567E-2,7.881803066E-2,8.005883659E-2
1.243263129E1,1.924698055E-2,-1.839572750E-2,7.631172985E-2,8.082282575E-2
1.244257229E1,2.302156761E-2,-2.182059176E-2,7.207787782E-2,7.874865885E-2
1.245251329E1,3.438261151E-2,-2.344645187E-2,6.111897156E-2,7.394206356E-2
1.246245429E1,4.597787187E-2,-2.105172165E-2,5.039643124E-2,7.139285655E-2
1.247239529E1,4.182733595E-2,-1.921920106E-2,5.018310994E-2,6.809734389E-2
1.248233529E1,2.794375457E-2,-2.170641348E-2,5.943339691E-2,6.916899937E-2
1.249227629E1,1.558056287E-2,-2.964236774E-2,5.222209170E-2,6.203685007E-2
1.250221729E1,9.994262829E-3,-3.451065347E-2,3.903403506E-2,5.305211009E-2
1.251215829E1,9.454173967E-3,-3.439480439E-2,3.186240792E-2,4.782883035E-2
1.252209929E1,2.155514667E-3,-2.792971209E-2,2.518239990E-2,3.766786861E-2
1.253203929E1,-1.139384974E-2,-2.453737892E-2,1.976659521E-2,3.350553779E-2
1.254198029E1,-3.025457077E-2,-2.503137104E-2,1.757356711E-2,4.302021443E-2
1.255192129E1,-3.946937621E-2,-2.270856127E-2,1.023682393E-2,4.667229347E-2
1.256186229E1,-4.440804571E-2,-2.581039444E-2,6.565756164E-3,5.178185144E-2
1.257180329E1,-3.913445398E-2,-1.623286679E-2,3.061834956E-3,4.247806830E-2
1.258174329E1,-3.667708486E-2,-1.016353164E-2,1.952689840E-3,3.810930237E-2
1.259168429E1,-3.537772968E-2,-5.574638955E-3,5.057669245E-3,3.616960568E-2
1.260162529E1,-3.989271820E-2,1.713030390E-3,1.048886217E-2,4.128413337E-2
1.261156629E1,-3.616535664E-2,3.262990154E-3,1.890471764E-2,4.093859395E-2
1.262150729E1,-2.724274062E-2,-2.948891837E-3,2.087188885E-2,3.444558932E-2
1.263144829E1,-2.176621556E-2,-1.484709606E-2,2.987204306E-2,3.983143680E-2
1.264138829E1,-1.975172013E-2,-2.140709199E-2,4.113760591E-2,5.040532368E-2
1.265132929E1,-8.374694735E-3,-3.020004928E-2,4.599867389E-2,5.566018764E-2
1.266127029E1,1.018557115E-3,-4.129454494E-2,4.937473685E-2,6.437500710E-2
1.267121129E1,3.370541963E-4,-4.645708576E-2,5.521052331E-2,7.215660958E-2
1.268115229E1,-3.317139810E-3,-4.446636140E-2,5.819506571E-2,7.331388945E-2
1.269109229E1,-4.824711068E-4,-4.036749154E-2,6.350461394E-2,7.525027005E-2
1.270103329E1,6.635022350E-3,-3.962845355E-2,5.820646137E-2,7.072785871E-2
1.271097429E1,1.188730821E-2,-3.094335459E-2,4.880336672E-2,5.899633796E-2
1.272091529E1,2.680885373E-3,-1.007507369E-2,3.931227326E-2,4.067123167E-2
1.273085629E1,-3.420150373E-3,1.331280544E-2,3.226421773E-2,3.507004368E-2
1.274079729E1,-1.159784850E-2,2.795432508E-2,1.977138966E-2,3.615054951E-2
1.275073729E1,-1.892660186E-2,4.161767289E-2,9.496647865E-3,4.669510976E-2
1.276067829E1,-2.808031999E-2,4.673879966E-2,9.051203728E-3,5.527154832E-2
1.277061929E1,-3.378428146E-2,4.052431509E-2,6.625063717E-3,5.317414086E-2
1.278056029E1,-3.282658011E-2,2.420647629E-2,9.316496551E-3,4.183700472E-2
1.279050129E1,-2.680730261E-2,8.476231014E-4,1.218152605E-2,2.945741868E-2
1.280044129E1,-2.211377397E-2,-2.013796754E-2,1.423424855E-2,3.312356514E-2
1.281038229E1,-1.214503031E-2,-2.106767707E-2,1.619593240E-2,2.921740927E-2
1.282032329E1,-6.907586474E-3,-1.503935270E-2,2.010791004E-2,2.604275190E-2
1.283026467E1,-9.541719221E-3,-1.393547188E-2,2.419373207E-2,2.950556649E-2
1.284020567E1,-1.593952067E-2,-4.974424373E-3,3.514248133E-2,3.890767548E-2
1.285014567E1,-8.586266078E-3,1.467384491E-2,4.277057573E-2,4.602573017E-2
1.286008667E1,-3.948673140E-3,2.451043762E-2,4.752634093E-2,5.362002102E-2
1.287002767E1,6.027261727E-3,2.061290108E-2,4.647812247E-2,5.119995550E-2
1.287996867E1,7.565610576E-3,6.200456526E-3,4.698215798E-2,4.798965818E-2
1.288990967E1,6.594888400E-3,1.102610491E-2,4.454217106E-2,4.635809040E-2
1.289984967E1,-6.920743035E-4,2.642334811E-2,4.490822926E-2,5.210970493E-2
1.290979067E1,-1.350933593E-2,3.134540096E-2,4.408451170E-2,5.575374866E-2
1.291973167E1,-1.512305811E-2,1.969343238E-2,4.045427591E-2,4.746668942E-2
1.292967267E1,-1.412863377E-2,7.507340983E-3,3.509945795E-2,3.857396025E-2
1.293961367E1,-1.101233438E-2,4.210276529E-3,3.277925402E-2,3.483500296E-2
1.294955467E1,-1.348721050E-2,-7.675678004E-3,2.608885989E-2,3.035538651E-2
1.295949467E1,-1.127805654E-2,-1.423709560E-2,1.748871058E-2,2.521397328E-2
1.296943567E1,-6.268650759E-3,-1.415879838E-2,1.046781987E-2,1.869071445E-2
1.297937667E1,-1.162344124E-2,-4.568077624E-3,7.831332274E-3,1.474114937E-2
1.298931767E1,-1.282159798E-2,1.121754292E-2,-4.297937267E-4,1.704146023E-2
1.299925867E1,-1.885427907E-2,2.588920668E-2,-4.715923220E-3,3.237243879E-2
1.300919867E1,-2.065244503E-2,2.674408071E-2,-8.636096492E-3,3.487623118E-2
1.301913967E1,-2.198507264E-2,2.138283662E-2,-1.104601379E-2,3.259729348E-2
1.302908067E1,-2.239626460E-2,2.071864530E-2,-1.664824039E-2,3.475656541E-2
1.303902167E1,-1.731582358E-2,1.917268708E-2,-9.856173769E-3,2.765092833E-2
1.304896267E1,-1.436530706E-2,1.183061954E-2,-2.469364554E-3,1.877294241E-2
1.305890267E1,-6.187636405E-3,5.949956365E-3,3.079495160E-3,9.119874751E-3
1.306884367E1,4.251688719E-3,-9.535526857E-3,4.505085293E-3,1.137096842E-2
1.307878467E1,1.396087278E-2,-2.498492040E-2,8.848803118E-3,2.995752881E-2
1.308872567E1,2.525853552E-2,-3.103588894E-2,8.345732465E-3,4.087629226E-2
1.309866667E1,3.124823049E-2,-2.513881400E-2,8.665069006E-3,4.103041919E-2
1.310860767E1,3.341631219E-2,-1.459163241E-2,7.955070585E-3,3.732088966E-2
1.311854767E1,2.817573585E-2,-7.997026667E-3,7.230359130E-3,3.016790711E-2
1.312848867E1,1.983338222E-2,1.779437764E-3,1.147783455E-2,2.298412789E-2
1.313842967E1,1.011542510E-2,-1.239956706E-3,1.300023962E-2,1.651864243E-2
1.314837067E1,1.446063910E-2,-3.264491912E-3,1.036317833E-2,1.808763267E-2
1.315831167E1,2.429689839E-2,-1.341807377E-2,9.857299738E-3,2.945420740E-2
1.316825167E1,3.313539922E-2,-2.758023143E-2,7.025294006E-3,4.368041441E-2
1.317819267E1,3.531771526E-2,-3.165139258E-2,1.090317266E-3,4.743775348E-2
1.318813367E1,4.058065638E-2,-2.791657485E-2,-3.286588006E-3,4.936523558E-2
1.319807467E1,3.686018661E-2,-2.702142112E-2,-1.153115835E-2,4.713595410E-2
1.320801567E1,3.684101254E-2,-2.339526080E-2,-1.669050008E-2,4.672441787E-2
1.321795567E1,3.683067113E-2,-1.106551290E-2,-1.909185387E-2,4.293533272E-2
1.322789667E1,3.723546863E-2,-1.667483361E-3,-1.892434061E-2,4.180180967E-2
1.323783767E1,3.920317069E-2,1.092569204E-3,-1.728586294E-2,4.285887722E-2
1.324777867E1,3.987961635E-2,3.473435296E-3,-1.711142622E-2,4.353446290E-2
1.325771967E1,4.177670926E-2,-5.894680507E-4,-1.008905936E-2,4.298174063E-2
1.326765967E1,4.834619537E-2,-8.574956097E-3,-1.700182632E-2,5.196101016E-2
1.327760067E1,6.032519415E-2,-1.615204476E-2,-1.440221164E-2,6.408932282E-2
1.328754167E1,6.840255857E-2,-2.427255549E-2,-1.615909860E-2,7.435847924E-2
1.329748267E1,6.883127242E-2,-2.885934152E-2,-1.273302455E-2,7.571483058E-2
1.330742367E1,5.996481329E-2,-2.810806222E-2,-1.325447205E-2,6.753904815E-2
1.331736467E1,5.790468678E-2,-2.851672284E-2,-1.083781756E-2,6.544932790E-2
1.332730467E1,5.113173649E-2,-2.810366638E-2,-6.302719936E-3,5.868555886E-2
1.333724567E1,4.955875874E-2,-2.510452084E-2,7.736318279E-3,5.609062448E-2
1.334718667E1,5.511011928E-2,-2.682066150E-2,1.682595350E-2,6.355773629E-2
1.335712767E1,5.535578728E-2,-3.034181520E-2,1.944576576E-2,6.605321144E-2
1.336706867E1,6.282436103E-2,-3.233492374E-2,2.274542302E-2,7.422803985E-2
1.337700867E1,6.077990681E-2,-3.458767012E-2,1.913665608E-2,7.250321097E-2
1.338694967E1,5.873512849E-2,-3.428540379E-2,1.758456416E-2,7.024614672E-2
1.339689067E1,4.607087374E-2,-3.055885620E-2,1.438170299E-2,5.712444731E-2
1.340683167E1,4.417577013E-2,-2.535716817E-2,1.204398088E-2,5.234063546E-2
1.341677267E1,4.850092530E-2,-1.775620505E-2,1.144233160E-2,5.290131875E-2
1.342671267E1,5.677323416E-2,-1.407837868E-2,8.430296555E-3,5.909712991E-2
1.343665367E1,6.132273003E-2,-1.442781556E-2,7.625734899E-3,6.345700051E-2
1.344659467E1,6.518378109E-2,-1.334390882E-2,7.398833521E-3,6.694570903E-2
1.345653567E1,5.826121569E-2,-1.610079221E-2,3.508836031E-3,6.054681407E-2
1.346647667E1,5.138120428E-2,-1.786380447E-2,-6.150689442E-4,5.440148870E-2
1.347641667E1,4.136708751E-2,-1.667031087E-2,-8.420725353E-4,4.460767064E-2
1.348635767E1,3.152856976E-2,-1.805861667E-2,-2.165397163E-3,3.639853420E-2
1.349629867E1,2.498821169E-2,-1.446561050E-2,5.648685619E-3,2.942060944E-2
1.350623967E1,1.933698542E-2,-8.282815106E-3,1.402832288E-2,2.528473599E-2
1.351618067E1,2.449932694E-2,-1.126689464E-2,1.810435206E-2,3.247964746E-2
1.352612167E1,2.646314166E-2,-1.335428096E-2,2.342694439E-2,3.778169412E-2
1.353606167E1,3.246903419E-2,-1.251298003E-2,2.912498266E-2,4.537705880E-2
1.354600267E1,3.338383138E-2,-1.603527740E-2,3.341959789E-2,4.988466540E-2
1.355594367E1,3.611302003E-2,-2.287211269E-2,3.155647218E-2,5.313280241E-2
1.356588467E1,2.810462937E-2,-2.370115556E-2,2.899317816E-2,4.682114209E-2
1.357582467E1,2.108599618E-2,-2.805081941E-2,2.641609684E-2,4.392354581E-2
1.358576567E1,1.568483934E-2,-2.615997568E-2,2.374228463E-2,3.865300236E-2
1.359570667E1,1.072283648E-2,-1.199195907E-2,2.309886366E-2,2.814860222E-2
1.360564767E1,-7.270012051E-3,-1.368146855E-2,2.588905767E-2,3.017082968E-2
1.361558867E1,-3.340895101E-2,-2.474207804E-2,3.823309764E-2,5.648095421E-2
1.362552967E1,-2.480268106E-2,-2.855386212E-2,2.540571615E-2,4.556255527E-2
1.363546967E1,4.616070655E-4,-2.770540118E-2,2.077412978E-2,3.463187555E-2
1.364541067E1,2.823830815E-3,-4.210777581E-2,1.489626709E-2,4.475419061E-2
1.365535167E1,2.257131506E-3,-3.122947179E-2,8.646487258E-3,3.248286152E-2
1.366529267E1,-5.282809958E-3,-2.457849495E-2,2.545451745E-3,2.526835609E-2
1.367523367E1,-1.274073496E-2,-1.192173455E-2,-4.876870662E-4,1.745542669E-2
1.368517367E1,-9.224031121E-3,-5.305643659E-3,-6.785263773E-3,1.262031732E-2
1.369511467E1,-9.350853041E-3,5.133125000E-3,-1.012814604E-2,1.470941083E-2
1.370505567E1,-9.484543465E-3,1.067969110E-2,-8.241296746E-3,1.649034077E-2
1.371499667E1,-1.144478377E-2,5.534037948E-3,-1.109798811E-2,1.687524790E-2
1.372493767E1,-1.546988543E-2,7.838204503E-3,-1.233023219E-2,2.127884938E-2
1.373487767E1,-1.347056683E-2,8.411589079E-6,-1.135245431E-3,1.351832178E-2
1.374481867E1,-3.555085044E-3,-1.543339435E-2,-1.321933232E-3,1.589263346E-2
1.375475967E1,3.050993662E-3,-1.023006160E-2,-1.475963509E-3,1.077688224E-2
1.376470067E1,-9.131216793E-4,7.054103189E-4,2.883807756E-4,1.189352089E-3
