"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.278240833E-1,-4.283196032E-1,-1.806841254E0,-3.800786138E-1,1.895413610E0
2.377640833E-1,-2.418522686E-1,-1.968737483E0,-5.099049807E-1,2.048029025E0
2.477040833E-1,-3.968690708E-2,-2.105723858E0,-6.038466692E-1,2.190953860E0
2.576450833E-1,9.060851485E-2,-2.287182570E0,-5.747383237E-1,2.360029269E0
2.675850833E-1,1.349912286E-1,-2.475191116E0,-4.386712909E-1,2.517384793E0
2.775250833E-1,1.203081533E-1,-2.612058401E0,-2.448624223E-1,2.626267456E0
2.874660833E-1,2.269914150E-1,-2.553115606E0,-8.933739737E-4,2.563186532E0
2.974060833E-1,2.804373205E-1,-2.570728302E0,1.917061657E-1,2.593075461E0
3.073460833E-1,3.321524262E-1,-2.756464720E0,3.281113207E-1,2.795725313E0
3.172870833E-1,3.610618412E-1,-3.138845205E0,2.902313173E-1,3.172845583E0
3.272270833E-1,3.083850741E-1,-3.646537066E0,1.396830827E-1,3.662218629E0
3.371670833E-1,-9.796218574E-2,-3.412312508E0,6.600535512E-1,3.476944626E0
3.471080833E-1,-3.394739926E-1,-3.291630507E0,9.277064800E-1,3.436671834E0
3.570480833E-1,-5.085461140E-1,-3.414685965E0,7.066993117E-1,3.523935769E0
3.669880833E-1,-5.036715269E-1,-3.561184406E0,6.933772564E-1,3.662852905E0
3.769290833E-1,-3.435010016E-1,-3.779294968E0,8.994249701E-1,3.900003675E0
3.868690833E-1,-1.995818764E-1,-4.142481327E0,1.170169830E0,4.309208965E0
3.968090833E-1,-8.916428685E-2,-4.489045620E0,1.379212022E0,4.696989105E0
4.067500833E-1,-2.004900575E-2,-4.710321903E0,1.580426931E0,4.968428693E0
4.166900833E-1,2.523911372E-2,-4.911488533E0,1.818892002E0,5.237530405E0
4.266300833E-1,6.213422492E-2,-5.084689617E0,1.978988171E0,5.456585319E0
4.365710833E-1,5.357216299E-2,-5.163604259E0,2.055359840E0,5.557893756E0
4.465110833E-1,1.316210534E-2,-5.243628979E0,2.100146055E0,5.648577835E0
4.564510833E-1,-3.293215483E-2,-5.339271545E0,2.179554224E0,5.767093009E0
4.663920833E-1,-9.344561398E-2,-5.493126392E0,2.292176485E0,5.952918837E0
4.763320833E-1,-7.872312516E-2,-5.654004097E0,2.393924475E0,6.140426211E0
4.862720833E-1,6.857968122E-2,-5.854715824E0,2.586988926E0,6.401164914E0
4.962130833E-1,3.566212952E-1,-6.070893288E0,2.819009066E0,6.702964730E0
5.061530833E-1,7.669777870E-1,-6.376218319E0,3.127267599E0,7.143123799E0
5.160930833E-1,1.172036886E0,-6.727628231E0,3.564370394E0,7.703206370E0
5.260340833E-1,1.322363257E0,-6.978011608E0,4.148615360E0,8.225101823E0
5.359740833E-1,1.143326998E0,-6.936483860E0,4.869694233E0,8.551954565E0
5.459140833E-1,7.755835652E-1,-6.417466640E0,5.677946568E0,8.603748321E0
5.558550833E-1,4.264841974E-1,-5.827302933E0,6.567504883E0,8.790419138E0
5.657950833E-1,4.402006567E-1,-5.028495312E0,6.869944096E0,8.525002850E0
5.757350833E-1,8.786488175E-1,-4.105721951E0,6.503412247E0,7.741017203E0
5.856760833E-1,1.410618424E0,-3.062096119E0,5.661317348E0,6.589141909E0
5.956160833E-1,1.811371684E0,-2.057412148E0,4.390713215E0,5.176135108E0
6.055560833E-1,2.027310848E0,-1.302661777E0,3.131894588E0,3.951668090E0
6.154960833E-1,1.918919206E0,-8.879393935E-1,2.787184000E0,3.498439929E0
6.254370833E-1,1.545345306E0,-4.343335629E-1,2.866273403E0,3.285157680E0
6.353770833E-1,1.099496722E0,-1.600585878E-1,3.061749935E0,3.257119043E0
6.453170833E-1,6.979744434E-1,-8.270907402E-2,3.366208076E0,3.438802979E0
6.552580833E-1,4.980991781E-1,-4.201011732E-2,3.591127396E0,3.625750076E0
6.651980833E-1,6.371006370E-1,-9.501299262E-2,3.634439945E0,3.691080926E0
6.751380833E-1,1.079690695E0,-2.847608328E-1,3.528790712E0,3.701240957E0
6.850790833E-1,1.720592499E0,-5.712085962E-1,3.281465292E0,3.748964160E0
6.950190833E-1,2.454596758E0,-1.067449570E0,2.868752241E0,3.923548553E0
7.049590833E-1,3.161212921E0,-1.552750707E0,2.485982180E0,4.310963847E0
7.149000833E-1,3.725217819E0,-1.834213257E0,2.117237568E0,4.660931344E0
7.248400833E-1,4.005580425E0,-1.986470938E0,1.826331377E0,4.829723349E0
7.347800833E-1,3.848933697E0,-1.569840670E0,1.624815106E0,4.463038702E0
7.447210833E-1,3.090887070E0,-3.065592349E-1,1.422910571E0,3.416465416E0
7.546610833E-1,2.048295021E0,7.301251888E-1,1.015000820E0,2.399754560E0
7.646010833E-1,1.298137426E0,1.283510685E0,5.287296772E-1,1.900556636E0
7.745420833E-1,8.362395167E-1,1.246436834E0,2.157824486E-1,1.516398159E0
7.844820833E-1,5.854119062E-1,1.206409454E0,-9.395067394E-2,1.344231230E0
7.944220833E-1,4.477824271E-1,9.128609300E-1,-3.610579967E-1,1.078975003E0
8.043630833E-1,4.311608672E-1,6.885444522E-1,-4.849651754E-1,9.461418379E-1
8.143030833E-1,4.477030933E-1,5.469218493E-1,-5.205618143E-1,8.778075936E-1
8.242430833E-1,5.439489484E-1,3.355321288E-1,-5.307163000E-1,8.307358539E-1
8.341840833E-1,7.828334570E-1,9.125898033E-2,-4.608142078E-1,9.129655837E-1
8.441240833E-1,1.066326141E0,-1.546122730E-1,-3.525914252E-1,1.133700625E0
8.540640833E-1,1.300548434E0,-3.429475725E-1,-2.772521973E-1,1.373283674E0
8.640050833E-1,1.391964436E0,-4.086469114E-1,-1.963461488E-1,1.463936166E0
8.739450833E-1,1.354386210E0,-4.002637863E-1,-1.130624413E-1,1.416811992E0
8.838850833E-1,1.256361723E0,-2.690645456E-1,-1.168482602E-1,1.290152714E0
8.938260833E-1,1.089050412E0,-1.170489192E-1,-2.396894991E-1,1.121241413E0
9.037660833E-1,9.322371483E-1,-3.397895396E-2,-4.178813696E-1,1.022176848E0
9.137060833E-1,8.936011195E-1,1.274136603E-1,-6.437352300E-1,1.108671389E0
9.236470833E-1,8.715621829E-1,1.149663553E-1,-9.131581187E-1,1.267554989E0
9.335870833E-1,8.796302080E-1,4.282981623E-3,-1.106846690E0,1.413816552E0
9.435270833E-1,9.264620543E-1,1.211253647E-2,-1.318707824E0,1.611666521E0
9.534680833E-1,9.936472178E-1,-4.045986012E-2,-1.533467770E0,1.827702162E0
9.634080833E-1,1.032582521E0,-1.440254599E-1,-1.661627054E0,1.961625465E0
9.733480833E-1,9.465717673E-1,-2.342070192E-1,-1.721968651E0,1.978895417E0
9.832890833E-1,7.370488644E-1,-3.181113005E-1,-1.751924157E0,1.927089536E0
9.932290833E-1,2.899445891E-1,-3.032186329E-1,-1.677770019E0,1.729428125E0
1.003169083E0,-2.703974247E-1,-3.040600717E-1,-1.559411168E0,1.611623556E0
1.013110083E0,-4.527230263E-1,-6.376026273E-1,-1.440685868E0,1.639228788E0
1.023050083E0,-2.213445455E-1,-1.087467432E0,-1.474917769E0,1.845795560E0
1.032990083E0,2.172304094E-1,-1.584528327E0,-1.510668874E0,2.200008981E0
1.042931083E0,5.133140087E-1,-1.936395168E0,-1.446444154E0,2.470894213E0
1.052871083E0,6.113039255E-1,-2.247925758E0,-1.262648225E0,2.649743996E0
1.062811083E0,7.385240793E-1,-2.410862923E0,-9.913080931E-1,2.709311644E0
1.072752083E0,9.603488445E-1,-2.178591490E0,-8.308148384E-1,2.521662959E0
1.082692083E0,1.070582271E0,-2.069193125E0,-6.973420978E-1,2.431870183E0
1.092632083E0,1.086173058E0,-1.964276075E0,-5.854206085E-1,2.319670171E0
1.102573083E0,1.018703341E0,-1.679187059E0,-5.464086533E-1,2.038624069E0
1.112513083E0,9.522573948E-1,-1.271262407E0,-5.861627460E-1,1.693070884E0
1.122453083E0,9.335063100E-1,-8.477159142E-1,-6.196256280E-1,1.404988335E0
1.132394083E0,8.955128789E-1,-5.807553530E-1,-6.555551291E-1,1.252586374E0
1.142334083E0,8.276559114E-1,-4.211674333E-1,-7.505847216E-1,1.194057678E0
1.152274083E0,7.528468966E-1,-3.340194821E-1,-8.326340318E-1,1.171164760E0
1.162215083E0,7.285959125E-1,-2.938190699E-1,-8.724511266E-1,1.174032631E0
1.172155833E0,7.459184527E-1,-3.435344398E-1,-9.405465722E-1,1.248614474E0
1.182095833E0,7.983230352E-1,-4.241568446E-1,-1.062006116E0,1.394663288E0
1.192036833E0,8.577887416E-1,-3.996373713E-1,-1.129935980E0,1.473861212E0
1.201976833E0,7.987583280E-1,-1.685712487E-1,-9.681755900E-1,1.266410323E0
1.211916833E0,6.078882217E-1,-2.683196217E-2,-6.859191060E-1,9.169149711E-1
1.221857833E0,6.692451835E-1,-7.387470687E-4,-4.659845829E-1,8.154945082E-1
1.231797833E0,8.497630358E-1,-9.361675382E-2,-2.767204046E-1,8.985741460E-1
1.241737833E0,8.474521041E-1,-2.344719768E-1,-7.208739221E-2,8.822407657E-1
1.251678833E0,7.777901888E-1,-3.409938812E-1,4.243085086E-1,9.493535249E-1
1.261618833E0,5.886628628E-1,-4.080300033E-1,1.032656312E0,1.256738441E0
1.271558833E0,5.168616176E-1,-5.877244473E-1,1.443677902E0,1.642185082E0
1.281499833E0,8.171073794E-1,-7.280997038E-1,1.624231339E0,1.958550762E0
1.291439833E0,1.101749063E0,-5.181546807E-1,1.743200064E0,2.126283549E0
1.301379833E0,1.016257882E0,-1.271455288E-1,1.877864122E0,2.138999703E0
1.311320833E0,8.597173095E-1,4.141702056E-1,1.884162545E0,2.112041502E0
1.321260833E0,7.150743008E-1,8.802374005E-1,1.756306648E0,2.090636788E0
1.331200833E0,6.015008688E-1,1.234368563E0,1.539689660E0,2.063034971E0
1.341140833E0,5.322424173E-1,1.534229636E0,1.322691917E0,2.094434643E0
1.351081833E0,5.078185797E-1,1.788108945E0,1.147908330E0,2.184698341E0
1.361021833E0,4.608066976E-1,1.961002469E0,1.006478667E0,2.251859854E0
1.370962833E0,3.788268864E-1,2.121779203E0,1.043159008E0,2.394501517E0
1.380902833E0,3.798066974E-1,2.233457088E0,1.229246736E0,2.577524244E0
1.390842833E0,5.228810310E-1,2.154952765E0,1.376865506E0,2.610169460E0
1.400782833E0,7.278499603E-1,1.948832870E0,1.502188563E0,2.565986282E0
1.410723833E0,8.644033074E-1,1.765983462E0,1.497243404E0,2.471361665E0
1.420663833E0,7.974436283E-1,1.626840949E0,1.375455737E0,2.274732138E0
1.430603833E0,8.424233198E-1,1.487577319E0,1.164978862E0,2.068753025E0
1.440544833E0,7.892798781E-1,1.310399175E0,8.826412559E-1,1.766115599E0
1.450484833E0,8.420512080E-1,1.386053562E0,5.819852948E-1,1.723050086E0
1.460424833E0,1.261069417E0,1.344524622E0,1.211898923E-1,1.847357443E0
1.470365833E0,1.517360568E0,1.240392208E0,-2.949820161E-1,1.981910773E0
1.480305833E0,1.698358536E0,8.904283047E-1,-7.179905176E-1,2.047631477E0
1.490245833E0,1.873115063E0,1.806064397E-1,-1.066555738E0,2.163034874E0
1.500186833E0,1.470788360E0,3.500896692E-1,-1.366012812E0,2.037589796E0
1.510126833E0,6.726632714E-1,6.116949320E-1,-1.615531325E0,1.853803665E0
1.520066833E0,-1.374731511E-1,9.111319184E-1,-1.706883907E0,1.939719803E0
1.530007833E0,-6.111501455E-1,7.940020561E-1,-1.802639008E0,2.062389672E0
1.539947833E0,-5.424834490E-1,2.150836289E-1,-1.763141513E0,1.857206842E0
1.549887833E0,-4.672472775E-1,-3.995074034E-1,-1.614034653E0,1.727146214E0
1.559828833E0,-6.503701210E-1,-9.889025688E-1,-1.402404070E0,1.835114917E0
1.569768833E0,-8.054638505E-1,-1.456792831E0,-1.104912400E0,1.997961156E0
1.579708833E0,-8.231466413E-1,-2.017468452E0,-8.922342062E-1,2.354534185E0
1.589649833E0,-6.927960515E-1,-2.427385330E0,-7.752740383E-1,2.640684711E0
1.599589833E0,-5.089140534E-1,-2.632708073E0,-8.133206964E-1,2.802077063E0
1.609529833E0,-4.638302028E-1,-2.630111456E0,-9.076253772E-1,2.820710647E0
1.619470833E0,-6.024169922E-1,-2.384604454E0,-1.010928035E0,2.659176588E0
1.629410833E0,-8.655951023E-1,-1.924442768E0,-1.117341876E0,2.387716004E0
1.639350833E0,-1.094493866E0,-1.327554822E0,-1.168679953E0,2.079935446E0
1.649291833E0,-1.282414794E0,-8.551846147E-1,-1.172675014E0,1.936774410E0
1.659231833E0,-1.357278705E0,-6.340202689E-1,-1.060792327E0,1.835610946E0
1.669171833E0,-1.235379696E0,-6.328735352E-1,-9.124113917E-1,1.661079905E0
1.679112833E0,-1.108243465E0,-8.938941360E-1,-6.873704195E-1,1.581052940E0
1.689052833E0,-1.023836732E0,-1.162600160E0,-3.524766266E-1,1.588748110E0
1.698992833E0,-8.821758032E-1,-1.044250965E0,1.528080702E-1,1.375516097E0
1.708933833E0,-8.948665261E-1,-7.627764344E-1,1.307219416E-1,1.183090113E0
1.718873833E0,-6.176716089E-1,-1.255164742E0,-2.597917020E-1,1.422831148E0
1.728813833E0,-3.969885111E-1,-1.353891015E0,-1.613271832E-1,1.420087046E0
1.738754833E0,-5.752916336E-1,-1.444949865E0,-1.225466747E-2,1.555310501E0
1.748694833E0,-1.084740043E0,-1.454863787E0,1.507054865E-1,1.820989221E0
1.758634833E0,-1.679546952E0,-1.469831228E0,2.593614459E-1,2.246897898E0
1.768575833E0,-1.763245344E0,-1.540345073E0,2.717781961E-1,2.357023647E0
1.778515833E0,-3.373073936E-1,5.024453625E-2,-2.414693534E-1,4.178615079E-1
1.788455833E0,1.099287048E-1,4.973482788E-1,-6.246052384E-1,8.059598839E-1
1.798396833E0,-3.467190862E-1,6.174693108E-1,-6.355211735E-1,9.515091363E-1
1.808336833E0,-7.231938839E-1,7.509778142E-1,-5.198299885E-1,1.164989394E0
1.818276833E0,-7.730302215E-1,7.517413497E-1,-4.373924732E-1,1.163616327E0
1.828217833E0,-6.239725947E-1,6.210861206E-1,-5.638100505E-1,1.045452792E0
1.838157833E0,-4.412013888E-1,1.567535996E-1,-8.065994382E-1,9.326483851E-1
1.848097833E0,-2.640995979E-1,-5.416896343E-1,-1.034060359E0,1.196852992E0
1.858038833E0,-1.469034404E-1,-1.480309606E0,-1.293789506E0,1.971493960E0
1.867978833E0,-8.685502410E-2,-2.468142033E0,-1.622518063E0,2.954967640E0
1.877918833E0,-8.310115337E-2,-2.895494223E0,-1.958972931E0,3.496908283E0
1.887859833E0,-2.059993744E-1,-2.715318441E0,-2.090386391E0,3.432944107E0
1.897799833E0,-4.201643169E-1,-2.249109983E0,-2.067186356E0,3.083552043E0
1.907739833E0,-7.184072137E-1,-1.563792467E0,-1.971898079E0,2.617238590E0
1.917680833E0,-9.832271338E-1,-8.227610588E-1,-1.851874471E0,2.252356635E0
1.927620833E0,-1.105838537E0,-3.163100779E-1,-1.714928865E0,2.064924199E0
1.937560833E0,-1.064955711E0,-1.049088389E-1,-1.558910966E0,1.890856930E0
1.947501833E0,-9.077919126E-1,-1.698529571E-1,-1.407633781E0,1.683558448E0
1.957441833E0,-8.439168334E-1,-5.433415771E-1,-1.295359731E0,1.638710628E0
1.967381833E0,-9.510954618E-1,-8.478849530E-1,-1.091096878E0,1.677493329E0
1.977321833E0,-1.502557993E0,-7.079088092E-1,-1.452663660E0,2.206591741E0
1.987262833E0,-2.017508984E0,-1.454055011E-1,-1.390132904E0,2.454374615E0
1.997202833E0,-1.695372701E0,-5.634933338E-2,-7.415915728E-1,1.851329766E0
2.007142833E0,-1.258921027E0,-9.804245830E-2,-2.559247315E-1,1.288406747E0
2.017083833E0,-1.016780853E0,-2.010535300E-1,-6.575450301E-2,1.038551626E0
2.027023833E0,-8.921653628E-1,-2.731436789E-1,1.345088184E-1,9.426871836E-1
2.036963833E0,-7.241755128E-1,-2.109351456E-1,3.799966574E-1,8.445834882E-1
2.046904833E0,-5.271386504E-1,-1.754613072E-1,7.841723561E-1,9.610349167E-1
2.056844833E0,-3.527167439E-1,-1.564316303E-1,1.200380325E0,1.260869891E0
2.066784833E0,-2.461415678E-1,-4.723643064E-1,1.471672893E0,1.565098978E0
2.076725833E0,-1.454548538E-1,-1.054721713E0,1.806868076E0,2.097228469E0
2.086665833E0,1.032231450E0,-1.192603111E0,2.756442308E0,3.175811416E0
2.096605833E0,5.923465490E-1,-1.324796557E0,2.893268824E0,3.236813995E0
2.106546833E0,4.052947834E-2,-8.950701952E-1,2.901004791E0,3.036218387E0
2.116486833E0,-4.536711872E-1,-7.820300758E-2,3.064236879E0,3.098625648E0
2.126426833E0,-6.885082126E-1,-1.290723085E-1,3.509410143E0,3.578639793E0
2.136367833E0,-7.194693089E-1,-8.521648049E-1,4.093476772E0,4.242684648E0
2.146307833E0,-6.973602772E-1,-1.128550887E0,4.794998169E0,4.975132752E0
2.156247833E0,-8.120713234E-1,-1.064497948E0,5.213354588E0,5.382534883E0
2.166188833E0,-1.146264791E0,-4.229452014E-1,5.475796223E0,5.610450061E0
2.176129083E0,-1.506277442E0,2.542352080E-1,5.509872913E0,5.717709926E0
2.186069083E0,-1.661532640E0,4.689792097E-1,5.241285324E0,5.518306268E0
2.196010083E0,-1.442437291E0,5.114683509E-1,4.938639164E0,5.170336740E0
2.205950083E0,-1.287545443E0,4.973714650E-1,4.735199928E0,4.932268241E0
2.215890083E0,-1.169368386E0,6.093969941E-1,4.750202179E0,4.929828380E0
2.225831083E0,-1.013244033E0,8.610723615E-1,4.934750080E0,5.110759966E0
2.235771083E0,-7.303684950E-1,1.220426202E0,5.316349983E0,5.503313129E0
2.245711083E0,-3.132311404E-1,1.593520522E0,5.451181889E0,5.687952653E0
2.255652083E0,-5.664740503E-2,1.266216278E0,5.303032875E0,5.452400413E0
2.265592083E0,4.845504463E-2,5.299084783E-1,5.239995956E0,5.266944893E0
2.275532083E0,1.683156341E-1,-2.710724771E-1,5.150462627E0,5.160336783E0
2.285473083E0,3.886701167E-1,-9.276873469E-1,4.919316769E0,5.021090095E0
2.295413083E0,7.060477138E-1,-1.332654595E0,4.514952660E0,4.760175329E0
2.305353083E0,1.103833914E0,-1.465918064E0,4.020091057E0,4.419105926E0
2.315294083E0,1.485839248E0,-1.359551907E0,3.699472904E0,4.212149027E0
2.325234083E0,1.732568622E0,-1.263659477E0,3.534951210E0,4.134550684E0
2.335174083E0,1.849336743E0,-1.123872876E0,3.394529343E0,4.025663435E0
2.345114083E0,1.846568704E0,-8.903845549E-1,3.259590864E0,3.850653611E0
2.355055083E0,1.763583422E0,-6.902246475E-1,3.157885790E0,3.682238343E0
2.364995083E0,1.627386689E0,-5.191264153E-1,3.119426012E0,3.556500853E0
2.374936083E0,1.565820813E0,-5.725486875E-1,3.093373060E0,3.514052320E0
2.384876083E0,1.631439567E0,-8.259412646E-1,3.040420294E0,3.547947237E0
2.394816083E0,1.679503202E0,-1.121578574E0,2.996457577E0,3.613506263E0
2.404756083E0,1.682659626E0,-1.402674198E0,2.961099863E0,3.683334186E0
2.414697083E0,1.745221257E0,-1.574788094E0,3.109394789E0,3.897959816E0
2.424637083E0,1.334503174E0,-1.295082092E0,4.422025204E0,4.797128646E0
2.434577083E0,-2.496179193E-1,-9.745727181E-1,6.361582756E0,6.440639429E0
2.444518083E0,-2.247155905E0,-9.087116718E-1,7.295775890E0,7.687900390E0
2.454458083E0,-3.960022926E0,-2.524887562E0,5.032153606E0,6.883270204E0
2.464398083E0,-4.755016804E0,-4.299314976E0,1.561626196E0,6.597951988E0
2.474339083E0,-4.770841599E0,-5.141524315E0,-5.831453204E-1,7.038200076E0
2.484279083E0,-2.290282726E0,-7.093938828E0,-1.190747619E0,7.548989531E0
2.494219083E0,1.750620127E0,-8.897804260E0,-1.012459517E0,9.124728256E0
2.504160083E0,4.203255177E0,-8.899693489E0,-9.572470784E-1,9.888792659E0
2.514100083E0,5.395887852E0,-7.932095528E0,-9.413085580E-1,9.639492049E0
2.524040083E0,5.590608120E0,-5.241593838E0,-7.959936857E-1,7.704726540E0
2.533981083E0,3.303592920E0,7.050397396E-1,-4.458076358E-1,3.407279217E0
2.543921083E0,9.753354788E-1,3.476939201E0,-1.353360713E-1,3.613682520E0
2.553861083E0,-7.108176351E-1,3.907968998E0,-5.386466905E-2,3.972453247E0
2.563802083E0,-1.939894199E0,3.599588871E0,-1.680815220E-1,4.092490799E0
2.573742083E0,-2.811865091E0,3.248428345E0,-3.561621308E-1,4.311116267E0
2.583682083E0,-3.292490721E0,2.945634604E0,-4.685651064E-1,4.442613152E0
2.593623083E0,-3.412297964E0,2.730887651E0,-4.297797084E-1,4.391609655E0
2.603563083E0,-2.401109457E0,2.501773357E0,-2.631579638E-1,3.477563611E0
2.613503083E0,-8.754045367E-1,1.925428152E0,-7.514812052E-2,2.116424795E0
2.623444083E0,9.127208591E-2,1.192457795E0,-2.971565351E-2,1.196314844E0
2.633384083E0,3.910560310E-1,5.427749157E-1,-1.204696074E-1,6.797369747E-1
2.643324083E0,3.029895425E-1,4.419577494E-2,-2.800523341E-1,4.149520927E-1
2.653265083E0,1.273035556E-1,-2.077479362E-1,-3.487372398E-1,4.254210417E-1
2.663205083E0,7.878622971E-3,-2.071782947E-1,-2.668373287E-1,3.379157860E-1
2.673145083E0,-5.099680275E-2,-9.424974024E-2,-1.135437340E-1,1.561277264E-1
2.683086083E0,-9.179962426E-2,9.027110040E-2,3.507183865E-2,1.334394112E-1
2.693026083E0,-1.066917405E-1,3.531179130E-1,1.665817648E-1,4.047528534E-1
2.702966083E0,-9.103767574E-2,5.315071344E-1,2.051163763E-1,5.769405690E-1
2.712906083E0,-1.583464071E-2,5.753673911E-1,1.766354889E-1,6.020784555E-1
2.722847083E0,1.822805703E-1,5.214852095E-1,1.612048745E-1,5.754650655E-1
2.732787083E0,4.597278237E-1,4.026192129E-1,1.493675262E-1,6.290966224E-1
2.742727083E0,7.194472551E-1,2.768000066E-1,1.049824804E-1,7.779742398E-1
2.752668083E0,8.645476103E-1,1.714314520E-1,3.215959528E-3,8.813862125E-1
2.762608083E0,9.025692940E-1,1.229616553E-1,-1.214181185E-1,9.189631432E-1
2.772548083E0,9.169948101E-1,1.971679777E-1,-2.313849926E-1,9.660712748E-1
2.782489083E0,9.329186678E-1,3.634791970E-1,-3.121871650E-1,1.048768417E0
2.792429083E0,9.538207054E-1,5.840591788E-1,-3.425789475E-1,1.169726206E0
2.802369083E0,9.430977702E-1,8.124119043E-1,-3.232542574E-1,1.286055917E0
2.812310083E0,8.927944899E-1,1.034289479E0,-2.931340337E-1,1.397413428E0
2.822250083E0,7.736939192E-1,1.233564019E0,-2.644065320E-1,1.479930162E0
2.832190083E0,5.840914845E-1,1.395747304E0,-2.495197058E-1,1.533471057E0
2.842131083E0,3.365205824E-1,1.491515636E0,-2.511562109E-1,1.549498125E0
2.852071083E0,5.913852900E-2,1.496369600E0,-2.617830634E-1,1.520246598E0
2.862011083E0,-2.010339200E-1,1.404164791E0,-2.616573572E-1,1.442413939E0
2.871952083E0,-3.929071128E-1,1.240529895E0,-2.305189371E-1,1.321525406E0
2.881892083E0,-5.040147305E-1,1.017429233E0,-1.844846010E-1,1.150316330E0
2.891832083E0,-5.326752663E-1,7.508103848E-1,-1.710102856E-1,9.363245649E-1
2.901773083E0,-5.091789961E-1,4.787847698E-1,-1.709530205E-1,7.195297360E-1
2.911713083E0,-4.555663466E-1,2.379207164E-1,-1.506015360E-1,5.355630552E-1
2.921653083E0,-3.991060257E-1,4.986212775E-2,-1.113303080E-1,4.173323484E-1
2.931594083E0,-3.307768106E-1,-7.396024466E-2,-6.594476104E-2,3.453000547E-1
2.941534083E0,-2.538021207E-1,-1.664494425E-1,-3.161448985E-2,3.051563687E-1
2.951474083E0,-1.549388915E-1,-2.388101667E-1,-5.103042349E-3,2.847145885E-1
2.961415083E0,-4.286189005E-2,-2.990657687E-1,1.645471528E-2,3.025693859E-1
2.971355083E0,7.386124879E-2,-3.420579731E-1,3.873807564E-2,3.520792234E-1
2.981295083E0,1.873782277E-1,-3.666365743E-1,6.282637268E-2,4.165094608E-1
2.991235083E0,2.819224000E-1,-3.703343570E-1,1.004772335E-1,4.761548593E-1
3.001176083E0,3.543470502E-1,-3.650743365E-1,1.294881105E-1,5.249840702E-1
3.011116083E0,4.051256478E-1,-3.451329172E-1,1.496811062E-1,5.528543701E-1
3.021056083E0,4.280488193E-1,-3.296096325E-1,1.596354693E-1,5.633398482E-1
3.030997083E0,4.226017296E-1,-3.029949963E-1,1.596950144E-1,5.439675425E-1
3.040937083E0,3.943530619E-1,-2.783341110E-1,1.466098428E-1,5.044587801E-1
3.050877083E0,3.317413926E-1,-2.516675293E-1,1.253777146E-1,4.348660348E-1
3.060818083E0,2.456405908E-1,-2.184033096E-1,1.118142307E-1,3.471911976E-1
3.070758083E0,1.431535631E-1,-1.869402826E-1,1.044913083E-1,2.576005540E-1
3.080698083E0,3.207204491E-2,-1.691271961E-1,1.033269763E-1,2.007712344E-1
3.090639083E0,-6.433267891E-2,-1.764925718E-1,1.058716029E-1,2.156319035E-1
3.100579083E0,-1.401358396E-1,-2.084481120E-1,8.892164379E-2,2.664502349E-1
3.110519083E0,-1.825201958E-1,-2.677983940E-1,3.653244674E-2,3.261352808E-1
3.120460083E0,-2.076375335E-1,-3.398701847E-1,-5.787794665E-2,4.024611093E-1
3.130400083E0,-2.278537005E-1,-4.044098854E-1,-1.568449736E-1,4.899642946E-1
