"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.089378088E1,-1.631325670E-2,5.093052983E-3,-3.160072118E-2,3.592585576E-2
1.090372087E1,-2.950171009E-2,2.178530023E-2,-2.471972816E-2,4.422686021E-2
1.091366087E1,-4.271285608E-2,3.793870658E-2,-1.663224027E-2,5.950096594E-2
1.092360088E1,-5.500252545E-2,5.215173960E-2,-3.368526930E-3,7.587113234E-2
1.093354187E1,-5.735303089E-2,4.739586636E-2,7.175993174E-3,7.474779715E-2
1.094348188E1,-5.904534459E-2,3.757872432E-2,1.389722712E-2,7.135577175E-2
1.095342188E1,-5.277439952E-2,2.263519727E-2,1.329774968E-2,5.894335880E-2
1.096336288E1,-4.349736869E-2,6.318167318E-3,1.209067367E-2,4.558645316E-2
1.097330288E1,-3.667568043E-2,-2.915810794E-3,7.498051506E-3,3.754767987E-2
1.098324287E1,-2.882869542E-2,-8.957143873E-3,6.488738116E-3,3.087762666E-2
1.099318388E1,-2.775224485E-2,-2.885936294E-3,2.063363325E-3,2.797808411E-2
1.100312387E1,-1.800044067E-2,2.488649916E-3,1.062122639E-3,1.820267418E-2
1.101306387E1,1.617735485E-3,1.200226042E-2,-4.921467509E-3,1.307257304E-2
1.102300388E1,2.322371118E-2,1.863120124E-2,-8.133800700E-3,3.086456114E-2
1.103294487E1,4.889365286E-2,2.771071717E-2,-1.218233816E-2,5.750549973E-2
1.104288488E1,7.260590792E-2,4.048670083E-2,-1.334800478E-2,8.419596214E-2
1.105282488E1,8.907729387E-2,5.085678399E-2,-8.050443605E-3,1.028882229E-1
1.106276588E1,8.624344319E-2,5.750318617E-2,-2.617886290E-3,1.036889639E-1
1.107270588E1,6.466544420E-2,6.030802801E-2,5.387576297E-3,8.858726711E-2
1.108264587E1,3.682559356E-2,5.495248735E-2,1.611353457E-2,6.808484562E-2
1.109258688E1,8.371049538E-3,4.568548501E-2,2.712836862E-2,5.378834813E-2
1.110252687E1,-1.344153471E-2,3.236197680E-2,4.645967111E-2,5.819341404E-2
1.111246687E1,-2.576398104E-2,1.418270823E-2,5.909450352E-2,6.600827432E-2
1.112240688E1,-2.874752134E-2,6.321588997E-3,6.566638499E-2,7.196149379E-2
1.113234787E1,-1.573158801E-2,1.177094970E-2,6.976232678E-2,7.247634342E-2
1.114228788E1,3.402265953E-3,2.604561113E-2,6.602881849E-2,7.106162216E-2
1.115222788E1,1.435185224E-2,4.310102761E-2,5.797248706E-2,7.365109300E-2
1.116216888E1,2.331692958E-3,6.622047722E-2,5.120283738E-2,8.373959011E-2
1.117210888E1,-2.550419793E-2,9.684789181E-2,4.691861197E-2,1.105953634E-1
1.118204850E1,-4.599674419E-2,1.223295182E-1,4.592173919E-2,1.385244297E-1
1.119198950E1,-4.517942294E-2,1.310926527E-1,6.441020221E-2,1.528892998E-1
1.120192950E1,-3.711696714E-2,1.401660442E-1,1.199224591E-1,1.881637197E-1
1.121186950E1,-1.505720522E-2,1.127756909E-1,1.344148517E-1,1.761034589E-1
1.122180950E1,3.878903389E-2,5.896202475E-2,1.194689795E-1,1.387585910E-1
1.123175050E1,1.391382664E-1,-2.791881189E-2,1.200242490E-1,1.858621467E-1
1.124169050E1,2.277633995E-1,-1.250331700E-1,1.440520883E-1,2.970866269E-1
1.125163050E1,2.639810443E-1,-2.151827663E-1,1.503491253E-1,3.722827879E-1
1.126157150E1,2.310735434E-1,-2.765469849E-1,1.394790113E-1,3.864293104E-1
1.127151150E1,1.617059261E-1,-2.983955443E-1,1.325156540E-1,3.643475071E-1
1.128145150E1,7.688992471E-2,-2.790396512E-1,1.407836974E-1,3.218621396E-1
1.129139250E1,1.632884331E-2,-2.175797671E-1,1.366113275E-1,2.574300701E-1
1.130133250E1,-1.754038781E-2,-1.439320892E-1,9.571547806E-2,1.737399328E-1
1.131127250E1,-4.234693572E-2,-6.679522246E-2,3.906977177E-2,8.821174397E-2
1.132121250E1,-4.131767526E-2,-5.877896678E-3,-1.292570401E-2,4.368951571E-2
1.133115350E1,-1.628955267E-2,2.568002976E-2,-5.735255405E-2,6.491632238E-2
1.134109350E1,1.995466463E-2,2.695058286E-2,-1.012261659E-1,1.066361065E-1
1.135103350E1,5.528841913E-2,9.144688025E-3,-1.376097351E-1,1.485828853E-1
1.136097450E1,6.673122197E-2,-1.100398973E-2,-1.492871642E-1,1.638926514E-1
1.137091450E1,5.761575699E-2,-1.545599662E-2,-1.377711296E-1,1.501311008E-1
1.138085450E1,4.931975901E-2,6.079723593E-3,-9.095624834E-2,1.036457466E-1
1.139079550E1,4.705766961E-2,6.302343309E-2,-2.083148621E-2,8.136539931E-2
1.140073550E1,4.146384448E-2,1.087555811E-1,2.522360766E-3,1.164190239E-1
1.141067550E1,3.866033629E-2,1.225835159E-1,-1.260332949E-2,1.291517863E-1
1.142061550E1,3.682930768E-2,1.066462472E-1,-2.390629053E-2,1.153313950E-1
1.143055650E1,3.617310151E-2,7.271171361E-2,-1.178997196E-2,8.206393854E-2
1.144049650E1,2.628237009E-2,2.250211686E-2,9.616540745E-3,3.591080752E-2
1.145043650E1,7.513741963E-3,-3.800969571E-2,3.031090088E-2,4.919292630E-2
1.146037750E1,-7.438203320E-3,-1.007858813E-1,5.105024204E-2,1.132221177E-1
1.147031750E1,-1.129073184E-2,-1.630915999E-1,5.906023085E-2,1.738230752E-1
1.148025750E1,-2.222018503E-2,-2.059758008E-1,4.443124682E-2,2.118818133E-1
1.149019850E1,-2.704263665E-2,-2.034631073E-1,2.211342379E-2,2.064401699E-1
1.150013850E1,-4.254097492E-2,-1.559063345E-1,8.411325980E-4,1.616082522E-1
1.151007850E1,-5.913219973E-2,-7.224552333E-2,-2.573188767E-2,9.684091455E-2
1.152001950E1,-7.611187547E-2,2.424970269E-2,-4.270184413E-2,9.057876771E-2
1.152995950E1,-7.770284265E-2,1.044870168E-1,-4.192340001E-2,1.367948826E-1
1.153989950E1,-7.511796802E-2,1.517091393E-1,-3.423474729E-2,1.727147649E-1
1.154983950E1,-6.925927848E-2,1.658499837E-1,-1.640248857E-2,1.804774401E-1
1.155978050E1,-7.180540264E-2,1.575967669E-1,5.585047416E-3,1.732742034E-1
1.156972050E1,-8.141142875E-2,1.518331468E-1,5.054533109E-2,1.795437431E-1
1.157966050E1,-9.132397920E-2,1.320434064E-1,4.218526930E-2,1.659973713E-1
1.158960150E1,-7.883028686E-2,9.839490801E-2,2.399082109E-2,1.283406855E-1
1.159954150E1,-5.455005541E-2,6.742177159E-2,3.402944654E-2,9.316333539E-2
1.160948150E1,-4.157619923E-2,4.406664893E-2,4.771223664E-2,7.711619425E-2
1.161942250E1,-3.551843390E-2,1.937608793E-2,4.252165183E-2,5.869482775E-2
1.162936250E1,-2.514408715E-2,-5.307420623E-3,3.118377924E-2,4.040819125E-2
1.163930250E1,-3.932400141E-3,-1.558282413E-2,2.399982139E-2,2.888389873E-2
1.164924250E1,2.859358490E-2,-2.102153003E-2,1.509927120E-2,3.856793763E-2
1.165918350E1,4.976417124E-2,-1.184930746E-2,-2.969426569E-4,5.115629973E-2
1.166912350E1,5.535174906E-2,1.470613666E-2,-1.273230743E-2,5.867024997E-2
1.167906350E1,4.993370548E-2,5.278421938E-2,-1.792185009E-2,7.483810172E-2
1.168900450E1,4.695682600E-2,8.700051159E-2,-2.754891105E-2,1.026302832E-1
1.169894450E1,4.356300086E-2,1.154548526E-1,-2.678527497E-2,1.262735482E-1
1.170888450E1,3.494181484E-2,1.258347929E-1,-2.673680522E-2,1.333048471E-1
1.171882550E1,2.200524323E-2,1.288546026E-1,-2.304340154E-2,1.327355931E-1
1.172876550E1,4.131322494E-4,1.194158271E-1,-2.430334315E-2,1.218645269E-1
1.173870550E1,-1.830388419E-2,9.834673256E-2,-2.332548425E-2,1.027189865E-1
1.174864550E1,-4.520713538E-2,8.528392762E-2,-2.361496910E-2,9.937152593E-2
1.175858650E1,-6.326233596E-2,7.625088096E-2,-2.937053703E-2,1.033389977E-1
1.176852650E1,-7.857337594E-2,7.856330276E-2,-3.341215104E-2,1.160273234E-1
1.177846650E1,-8.777797967E-2,7.880949229E-2,-3.918229043E-2,1.243027018E-1
1.178840750E1,-9.564176202E-2,7.247303426E-2,-4.591049999E-2,1.284813658E-1
1.179834750E1,-1.008805409E-1,6.282781810E-2,-5.666903034E-2,1.316647153E-1
1.180828750E1,-9.166653454E-2,5.133468285E-2,-6.491817534E-2,1.235004968E-1
1.181822850E1,-7.369784266E-2,4.116251320E-2,-7.011224329E-2,1.097335462E-1
1.182816850E1,-5.951997265E-2,4.332207143E-2,-6.955111772E-2,1.012757967E-1
1.183810850E1,-4.321734607E-2,5.365177989E-2,-6.864310801E-2,9.725291134E-2
1.184804850E1,-4.155952483E-2,7.031518221E-2,-6.120516360E-2,1.020661110E-1
1.185798950E1,-4.564699903E-2,8.455267549E-2,-6.032717973E-2,1.134555951E-1
1.186792950E1,-4.629627988E-2,9.229687601E-2,-5.592150986E-2,1.174277400E-1
1.187786950E1,-5.800133198E-2,9.399335086E-2,-4.720615223E-2,1.201138016E-1
1.188781050E1,-6.607630104E-2,9.434062988E-2,-3.635111079E-2,1.207792832E-1
1.189775050E1,-8.381386101E-2,8.996733278E-2,-2.653626911E-2,1.257897366E-1
1.190769050E1,-9.572751075E-2,8.856784552E-2,-2.497911826E-2,1.327854507E-1
1.191763150E1,-1.128853709E-1,8.920145780E-2,-1.975160092E-2,1.452244221E-1
1.192757150E1,-1.189861447E-1,9.082145989E-2,-1.874146238E-2,1.508558339E-1
1.193751150E1,-1.200127155E-1,9.772420675E-2,-2.121098712E-2,1.562145270E-1
1.194745150E1,-1.078402102E-1,1.081518084E-1,-2.265655063E-2,1.544009193E-1
1.195739250E1,-8.316429704E-2,1.078190506E-1,-2.128574066E-2,1.378199213E-1
1.196733250E1,-6.479514390E-2,9.868706763E-2,-1.965615340E-2,1.196825483E-1
1.197727250E1,-5.735665187E-2,8.365273476E-2,-1.866002381E-2,1.031298310E-1
1.198721350E1,-4.320488125E-2,5.317471921E-2,-3.515244648E-2,7.700588952E-2
1.199715350E1,-2.389209904E-2,1.486151759E-2,-5.057265610E-2,5.787305630E-2
1.200709350E1,8.046125993E-3,-2.503662929E-2,-6.807495654E-2,7.297789156E-2
1.201703450E1,4.485617951E-2,-5.669164285E-2,-8.219905943E-2,1.094655406E-1
1.202697450E1,7.434429228E-2,-6.675998867E-2,-1.002235934E-1,1.415229259E-1
1.203691450E1,9.239385277E-2,-4.792698100E-2,-1.128426865E-1,1.535157693E-1
1.204685550E1,7.673126459E-2,-1.076177042E-2,-1.278187037E-1,1.494694740E-1
1.205679550E1,2.463797480E-2,5.948203430E-2,-1.368082017E-1,1.512006159E-1
1.206673550E1,-3.886350244E-2,1.409944594E-1,-1.400085241E-1,2.024652963E-1
1.207667550E1,-9.604661167E-2,2.185396552E-1,-1.244652867E-1,2.692139300E-1
1.208661650E1,-1.458980590E-1,2.728756070E-1,-1.194604114E-1,3.316898105E-1
1.209655650E1,-1.773158610E-1,2.844185233E-1,-1.272260994E-1,3.584986629E-1
1.210649650E1,-1.654405594E-1,2.635297477E-1,-1.412324607E-1,3.417091081E-1
1.211643750E1,-1.073197573E-1,2.196981460E-1,-1.536276042E-1,2.887667683E-1
1.212637750E1,-3.972819820E-2,1.512197554E-1,-1.764705777E-1,2.357702461E-1
1.213631750E1,-6.622104440E-3,6.908050925E-2,-1.953398585E-1,2.073008185E-1
1.214625850E1,-2.936043963E-2,7.200361229E-3,-1.676264703E-1,1.703306026E-1
1.215619850E1,-8.724904060E-2,-6.902199239E-3,-9.381043911E-2,1.282982226E-1
1.216613850E1,-1.265213341E-1,1.386726182E-2,-2.088962123E-2,1.289818793E-1
1.217607850E1,-1.143767014E-1,4.272777960E-2,3.364778683E-2,1.266485947E-1
1.218601950E1,-3.218836337E-2,5.611176044E-2,5.485081300E-2,8.481292403E-2
1.219595950E1,8.069069684E-2,5.115823075E-2,6.408825517E-2,1.150454588E-1
1.220589950E1,1.621000767E-1,5.590558425E-2,7.898144424E-2,1.887854278E-1
1.221584050E1,1.694050133E-1,1.188213080E-1,1.163640022E-1,2.373965939E-1
1.222578050E1,9.400772303E-2,2.454471588E-1,1.717100739E-1,3.139523997E-1
1.223572050E1,-3.282355890E-2,3.961563408E-1,2.321480215E-1,4.603367640E-1
1.224566150E1,-1.739902645E-1,5.182425976E-1,2.870520055E-1,6.174519058E-1
1.225560150E1,-3.113662004E-1,5.681779981E-1,3.385957181E-1,7.310418652E-1
1.226554150E1,-4.218146801E-1,5.437064767E-1,3.782352805E-1,7.852428189E-1
1.227548150E1,-4.998583198E-1,4.567702413E-1,4.016200304E-1,7.872712633E-1
1.228542250E1,-5.536257029E-1,3.338861167E-1,4.051673710E-1,7.629822779E-1
1.229536250E1,-5.901833177E-1,1.942316741E-1,3.854023516E-1,7.311479086E-1
1.230530250E1,-6.162343621E-1,4.925636947E-2,3.701908886E-1,7.205638577E-1
1.231524350E1,-6.136633158E-1,-5.418869853E-2,3.129039407E-1,6.909616171E-1
1.232518350E1,-5.863060355E-1,-1.149846688E-1,2.355827689E-1,6.422425417E-1
1.233512350E1,-5.182574987E-1,-1.178263575E-1,1.531965435E-1,5.531212041E-1
1.234506450E1,-3.977686167E-1,-4.793436080E-2,8.030687273E-2,4.086156742E-1
1.235500450E1,-2.304071188E-1,9.051723033E-2,1.742452942E-2,2.481620914E-1
1.236494450E1,-3.100746125E-2,2.787119150E-1,-3.867495805E-2,2.830857584E-1
1.237488450E1,2.018068731E-1,4.929938316E-1,-9.712947905E-2,5.414822876E-1
1.238482550E1,4.834854305E-1,8.397341967E-1,-1.438852549E-1,9.795992288E-1
1.239476550E1,7.507630587E-1,1.596112847E0,-2.341176867E-1,1.779334843E0
1.240470550E1,8.098492622E-1,2.906997681E0,-4.330052137E-1,3.048603756E0
1.241464650E1,6.163024902E-1,4.304787159E0,-7.028511763E-1,4.405113054E0
1.242458650E1,3.918611407E-1,5.359631538E0,-9.298619628E-1,5.453792135E0
1.243452650E1,4.124560654E-1,5.959612846E0,-1.058619738E0,6.066941654E0
1.244446750E1,7.706506848E-1,5.987742901E0,-1.083223939E0,6.133542339E0
1.245440750E1,1.190250635E0,5.477910519E0,-1.055722952E0,5.704274816E0
1.246434750E1,1.230359912E0,4.816077709E0,-1.023076296E0,5.074945824E0
1.247428850E1,7.260226011E-1,4.259190083E0,-1.003977656E0,4.435738959E0
1.248422850E1,-1.293125749E-1,3.694900990E0,-9.455227852E-1,3.816153613E0
1.249416850E1,-9.478915930E-1,3.046832800E0,-8.226187229E-1,3.295207148E0
1.250410850E1,-1.535690665E0,2.158403397E0,-6.810930371E-1,2.735130484E0
1.251404950E1,-1.940673351E0,1.260958314E0,-5.556352735E-1,2.380117536E0
1.252398950E1,-2.242341280E0,5.816806555E-1,-4.462672472E-1,2.359152657E0
1.253392950E1,-2.485589266E0,3.169771135E-1,-3.553567827E-1,2.530791760E0
1.254387050E1,-2.635942698E0,4.858673513E-1,-3.203660548E-1,2.699425012E0
1.255381050E1,-2.667673111E0,9.998442531E-1,-3.262660503E-1,2.867510749E0
1.256375050E1,-2.550225735E0,1.575338721E0,-3.322203457E-1,3.015910102E0
1.257369150E1,-2.301046610E0,2.092358351E0,-2.858914733E-1,3.123221558E0
1.258363150E1,-1.983816862E0,2.484723806E0,-1.825003624E-1,3.184758722E0
1.259357150E1,-1.695572376E0,2.714480639E0,-8.411780745E-2,3.201631869E0
1.260351150E1,-1.481863022E0,2.983837605E0,-7.805193309E-3,3.331556061E0
1.261345250E1,-1.371765852E0,3.282137632E0,2.788009867E-2,3.557379132E0
1.262339250E1,-1.328047872E0,3.599091053E0,2.682149224E-2,3.836389833E0
1.263333250E1,-1.324751019E0,4.152149677E0,-3.668716643E-3,4.358362728E0
1.264327350E1,-1.347311258E0,4.679200649E0,-1.642126404E-2,4.869336300E0
1.265321350E1,-1.354395390E0,5.032280445E0,-1.088532526E-2,5.211367559E0
1.266315350E1,-1.336952686E0,5.174175739E0,1.593190804E-2,5.344136122E0
1.267309450E1,-1.291637659E0,5.223295212E0,6.365966797E-2,5.381002998E0
1.268303450E1,-1.238556862E0,5.278648376E0,1.220321655E-1,5.423379355E0
1.269297450E1,-1.180260539E0,5.435278416E0,1.870546490E-1,5.565092617E0
1.270291550E1,-1.151062250E0,5.481863022E0,2.209132761E-1,5.605762140E0
1.271285550E1,-1.111960769E0,5.093262672E0,2.050124854E-1,5.217260921E0
1.272279550E1,-1.075380921E0,4.337722301E0,2.227733731E-1,4.474584547E0
1.273273550E1,-1.056081533E0,3.466680527E0,2.381422073E-1,3.631789337E0
1.274267650E1,-1.059086680E0,2.844275475E0,2.712908387E-1,3.047157083E0
1.275261650E1,-1.043271780E0,2.507495403E0,3.291331232E-1,2.735740817E0
1.276255650E1,-9.607398510E-1,2.404624939E0,3.625366092E-1,2.614703607E0
1.277249750E1,-8.419492841E-1,2.447147369E0,3.742410541E-1,2.614854721E0
1.278243750E1,-6.941166520E-1,2.540370703E0,3.426764607E-1,2.655693580E0
1.279237750E1,-5.095856786E-1,2.701078892E0,3.054646552E-1,2.765648821E0
1.280231850E1,-2.577131689E-1,2.968905687E0,2.914849222E-1,2.994291321E0
1.281225850E1,1.009916961E-1,3.271062613E0,2.986283600E-1,3.286218014E0
1.282219850E1,5.362746716E-1,3.452769995E0,3.455673754E-1,3.511214601E0
1.283213850E1,9.692803025E-1,3.429089546E0,4.469829500E-1,3.591372047E0
1.284207950E1,1.300838828E0,3.211864233E0,5.874710679E-1,3.514736941E0
1.285201950E1,1.501098037E0,2.887612343E0,7.705731988E-1,3.344455623E0
1.286195950E1,1.666139960E0,2.529137135E0,8.870310783E-1,3.155848720E0
1.287190050E1,1.931062341E0,1.821410656E0,8.737560511E-1,2.794635607E0
1.288184050E1,2.322701216E0,5.748177767E-1,6.801093221E-1,2.487550020E0
1.289178050E1,2.754467487E0,-5.279306769E-1,4.118467867E-1,2.834681590E0
1.290172150E1,3.055272579E0,-8.941377401E-1,2.136495560E-1,3.190582857E0
1.291166150E1,3.195434809E0,-6.287683249E-1,1.344453990E-1,3.259482902E0
1.292160150E1,3.225795031E0,-1.604579762E-2,1.339553744E-1,3.228615042E0
1.293154150E1,3.139203310E0,7.841435671E-1,1.445847452E-1,3.238886121E0
1.294148250E1,2.993546009E0,1.488209248E0,2.724426985E-2,3.343176143E0
1.295142250E1,2.967205524E0,2.082234621E0,-2.165520936E-1,3.631377762E0
1.296136250E1,2.962018013E0,2.888031721E0,-3.574998975E-1,4.152358861E0
1.297130350E1,2.741831541E0,4.168473244E0,1.232976392E-1,4.990892875E0
1.298124350E1,2.031773806E0,6.184524059E0,1.477728128E0,6.675336925E0
1.299118350E1,9.054431915E-1,8.737922668E0,3.089629173E0,9.312192457E0
1.300112450E1,-4.990701377E-2,1.055479622E1,4.116848469E0,1.132937135E1
1.301106450E1,-5.711379647E-1,1.074908543E1,3.761610985E0,1.140257661E1
1.302100450E1,-6.837950349E-1,9.595958710E0,2.302367210E0,9.891961079E0
1.303094550E1,1.148500204E0,8.006185532E0,1.301309824E0,8.192158857E0
1.304088550E1,3.066586733E0,7.026693821E0,9.703542590E-1,7.727869540E0
1.305082550E1,2.981298923E0,5.530177593E0,6.712242365E-1,6.318350217E0
1.306076550E1,2.439594507E0,3.702169657E0,4.549853802E-1,4.456982524E0
1.307070650E1,1.608724952E0,2.028514147E0,4.632216990E-1,2.630102651E0
1.308064650E1,6.595865488E-1,4.905901253E-1,7.422168851E-1,1.107528325E0
1.309058650E1,-1.316890717E-1,-1.223582387E0,1.239420295E0,1.746613448E0
1.310052750E1,-3.635196388E-1,-3.282076597E0,1.746262908E0,3.735452779E0
1.311046750E1,6.460044533E-2,-5.271691322E0,2.009909153E0,5.642219193E0
1.312040750E1,1.070759773E0,-6.817451954E0,1.568482637E0,7.077027301E0
1.313034850E1,2.406298876E0,-7.763263702E0,5.164417028E-1,8.144031534E0
1.314028850E1,3.839962482E0,-6.271709442E0,-4.851463139E-1,7.369872329E0
1.315022850E1,6.584517002E0,-3.928269744E-1,-6.611888409E-1,6.629279589E0
1.316016850E1,8.403422356E0,4.788428783E0,-5.022867918E-1,9.684980615E0
1.317010950E1,8.354792595E0,7.001101494E0,-4.838542640E-1,1.091109969E1
1.318004996E1,7.571728230E0,7.723750591E0,-5.808628201E-1,1.083165699E1
1.318998996E1,6.217898369E0,9.466254234E0,-6.369603872E-1,1.134363028E1
1.319993096E1,3.053077936E0,1.571499729E1,-5.193126202E-1,1.601724416E1
1.320987096E1,-1.495444626E-1,1.866792870E1,-8.186584115E-1,1.868646909E1
1.321981096E1,-1.704329371E0,1.771861649E1,-1.513604522E0,1.786463287E1
1.322975196E1,-1.335614920E0,1.653490829E1,-2.008697510E0,1.670993493E1
1.323969196E1,2.117352724E0,1.268189621E1,-1.411865115E0,1.293472215E1
1.324963196E1,2.548428774E0,6.519793510E0,-1.232517719E0,7.107833465E0
1.325957196E1,2.294665337E0,1.100744724E0,-1.438449025E0,2.923399315E0
1.326951296E1,1.724245906E0,-2.701375008E0,-1.688793540E0,3.622495617E0
1.327945296E1,1.160634518E0,-4.964862823E0,-2.191235781E0,5.549635086E0
1.328939296E1,5.368349552E-1,-5.857056618E0,-3.212804079E0,6.701896302E0
1.329933396E1,-3.675926328E-1,-6.163490772E0,-4.654435635E0,7.732238610E0
1.330927396E1,-1.471176863E0,-7.373534203E0,-5.894258499E0,9.553829141E0
1.331921396E1,-2.827933073E0,-8.872558594E0,-6.930909157E0,1.160848841E1
1.332915496E1,-4.532641411E0,-9.893888474E0,-8.065407753E0,1.354565131E1
1.333909496E1,-6.492773533E0,-9.452955246E0,-9.416853905E0,1.483885469E1
1.334903496E1,-7.671505451E0,-5.849190235E0,-1.059565067E1,1.432943947E1
1.335897496E1,-7.737378120E0,2.152170241E-1,-9.940300941E0,1.259852854E1
1.336891596E1,-6.856509686E0,6.464806080E0,-7.071196556E0,1.178164944E1
1.337885596E1,-5.507655621E0,1.127980137E1,-4.091494083E0,1.320259494E1
1.338879596E1,-4.518607140E0,1.363452339E1,-2.525494337E0,1.458410643E1
1.339873696E1,-3.674124956E0,1.400102520E1,-1.933435917E0,1.460363226E1
1.340867696E1,-1.303590178E0,1.316895580E1,-2.132907867E0,1.340410535E1
1.341861696E1,3.399341345E0,8.781164169E0,-2.904132843E0,9.853849670E0
1.342855796E1,5.911049366E0,3.499340057E0,-3.068183899E0,7.523273083E0
1.343849796E1,6.148467064E0,-1.229796648E0,-2.814399719E0,6.872910069E0
1.344843796E1,5.260755062E0,-4.847880840E0,-2.387862682E0,7.541841994E0
1.345837796E1,4.085673809E0,-6.956554413E0,-1.806094885E0,8.267306605E0
1.346831896E1,2.486911297E0,-6.208020687E0,-9.445720315E-1,6.753996222E0
1.347825896E1,-8.483656049E-1,-3.850718141E-1,9.761705399E-1,1.349412251E0
1.348819896E1,-2.796734571E0,-1.680027097E-1,1.955149651E0,3.416512744E0
1.349813996E1,-4.044964314E0,-1.368014574E0,2.406369448E0,4.901409398E0
1.350807996E1,-4.408730030E0,-2.638641834E0,2.577343225E0,5.748219664E0
1.351801996E1,-4.298727512E0,-3.212302208E0,2.637855768E0,5.979651056E0
1.352796096E1,-4.089872360E0,-3.262365580E0,2.717586517E0,5.895367807E0
1.353790096E1,-3.632401943E0,-3.074801207E0,2.824937344E0,5.534348863E0
1.354784096E1,-2.738259315E0,-2.486819506E0,2.847989798E0,4.668338165E0
1.355778196E1,-1.587344408E0,-1.724351764E0,2.825470686E0,3.671012922E0
1.356772196E1,-4.815908968E-1,-1.104719639E0,2.795503616E0,3.044203630E0
1.357766196E1,3.936559260E-1,-8.377395868E-1,2.739666700E0,2.891806742E0
1.358760196E1,8.081676960E-1,-1.106449842E0,2.654315948E0,2.987098832E0
1.359754296E1,1.040508270E0,-1.601333857E0,2.486421824E0,3.135158858E0
1.360748296E1,1.153497458E0,-1.950452328E0,2.098437071E0,3.088407163E0
1.361742296E1,1.101065397E0,-1.774458408E0,1.554855227E0,2.603578774E0
1.362736396E1,9.339417815E-1,-1.314711809E0,1.056983471E0,1.928193053E0
1.363730396E1,8.645033240E-1,-9.834794998E-1,6.966782212E-1,1.483225697E0
1.364724396E1,9.529235363E-1,-8.924251795E-1,5.259071589E-1,1.407502862E0
1.365718496E1,1.226947904E0,-8.482720852E-1,5.242767930E-1,1.581085970E0
1.366712496E1,1.520008922E0,-7.770813107E-1,7.256076336E-1,1.854936366E0
1.367706496E1,1.202570796E0,-1.217417359E0,1.712613463E0,2.421017642E0
1.368700596E1,-6.101123095E-1,-2.408019543E0,3.634049416E0,4.401943923E0
1.369694596E1,-2.705243111E0,-3.979973316E0,5.312440395E0,7.168022798E0
1.370688596E1,-3.361946583E0,-5.465166569E0,5.403848171E0,8.388820269E0
1.371682596E1,-1.522055626E0,-6.969678402E0,4.412961483E0,8.388521884E0
1.372676696E1,2.164735317E0,-7.617170811E0,3.478936911E0,8.649298942E0
1.373670696E1,4.666680813E0,-7.389838219E0,2.561137915E0,9.107526894E0
1.374664696E1,6.654350281E0,-5.791510105E0,1.938738346E0,9.032202020E0
1.375658796E1,8.197987556E0,-7.222440243E-1,1.820761442E0,8.428748937E0
1.376652796E1,7.606242180E0,5.653620243E0,1.762959957E0,9.639832455E0
1.377646796E1,5.213249207E0,9.358876228E0,1.288803577E0,1.079015969E1
1.378640896E1,2.706665039E0,1.042097664E1,4.605536759E-1,1.077659034E1
1.379634896E1,3.347695827E0,8.790581703E0,3.870669305E-1,9.414415268E0
1.380628896E1,3.711731195E0,3.373322487E0,5.671409965E-1,5.047563965E0
1.381622896E1,1.296393275E0,1.065094352E0,3.729065359E-1,1.718755593E0
1.382616996E1,-4.840988815E-1,-8.389564753E-1,2.317083627E-1,9.959359717E-1
1.383610996E1,-1.012726545E0,-2.304954529E0,1.235089153E-1,2.520651679E0
1.384604996E1,-7.378184199E-1,-2.605440140E0,-4.118434712E-2,2.708207986E0
1.385599096E1,-2.868839800E-1,-1.356063724E0,-3.456976414E-1,1.428537049E0
1.386593096E1,-3.357673585E-1,9.619962573E-1,-6.718954444E-1,1.220499900E0
1.387587096E1,-8.355590701E-1,2.742872953E0,-1.015805125E0,3.041935412E0
1.388581196E1,-1.239951372E0,3.135586739E0,-1.388901353E0,3.646701327E0
1.389575196E1,-1.599912524E0,2.733159304E0,-1.757199764E0,3.621827008E0
1.390569196E1,-1.936955214E0,2.135383844E0,-2.156961441E0,3.600575276E0
1.391563196E1,-2.255290270E0,1.491257191E0,-2.609604359E0,3.757687736E0
1.392557296E1,-2.496242762E0,8.978571892E-1,-3.092453003E0,4.074388424E0
1.393551296E1,-2.629614830E0,6.214136481E-1,-3.513685226E0,4.432495115E0
1.394545296E1,-2.851788044E0,3.822844028E-1,-3.862626791E0,4.816505179E0
1.395539396E1,-3.184361696E0,-7.718677819E-2,-4.190564156E0,5.263738705E0
1.396533396E1,-3.763072252E0,-1.028622627E0,-4.704422474E0,6.111494752E0
1.397527396E1,-4.846430779E0,-2.055891514E0,-6.122931004E0,8.074952958E0
1.398521496E1,-5.572404861E0,2.773202181E0,-8.247405052E0,1.033257162E1
1.399515496E1,-4.765422344E0,9.371618271E0,-9.558461189E0,1.420917519E1
1.400509496E1,-3.577951431E0,1.096100330E1,-8.425134659E0,1.428034397E1
1.401503496E1,-2.386688709E0,9.360033989E0,-5.402167320E0,1.106751693E1
1.402497596E1,-1.495257318E-1,6.844418526E0,-2.719351053E0,7.366362267E0
1.403491596E1,1.642224789E0,4.333593369E0,-1.116516590E0,4.766921757E0
1.404485596E1,2.373671770E0,2.455647469E0,-3.019745946E-1,3.428660207E0
