"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.363159542E0,-5.852828979E-2,-9.795031128E0,6.670129395E-1,9.817890131E0
8.373099542E0,-5.867797852E-2,-9.799970856E0,6.641688538E-1,9.822626540E0
8.383040542E0,-5.089416504E-2,-9.806856537E0,6.635700989E-1,9.829412527E0
8.392980542E0,-5.673202515E-2,-9.812694397E0,6.432124329E-1,9.833916416E0
8.402920542E0,-5.748046875E-2,-9.823322296E0,6.512956238E-1,9.845057183E0
8.412860542E0,-4.071533203E-2,-9.816735992E0,6.189628601E-1,9.836314264E0
8.422801542E0,-3.038681030E-2,-9.781409454E0,5.959107971E-1,9.799592030E0
8.432741542E0,-4.266128540E-2,-9.788145447E0,6.005511475E-1,9.806644327E0
8.442681542E0,-4.849914551E-2,-9.780511322E0,5.990542603E-1,9.798960144E0
8.452622542E0,-3.023712158E-2,-9.797276459E0,5.683680725E-1,9.813795523E0
8.462562542E0,-2.110610962E-2,-9.812544708E0,5.628295898E-1,9.828695553E0
8.472502542E0,-2.200424194E-2,-9.822274475E0,5.496569824E-1,9.837666535E0
8.482442542E0,-3.338058472E-2,-9.823172607E0,5.632786560E-1,9.839365690E0
8.492383542E0,-3.068618774E-2,-9.796078949E0,5.725593567E-1,9.812845084E0
8.502323542E0,-4.251159668E-2,-9.783654785E0,5.890251160E-1,9.801462073E0
8.512263542E0,-4.251159668E-2,-9.793833618E0,6.523434448E-1,9.815627140E0
8.522203542E0,-3.891906738E-2,-9.803713074E0,6.695576477E-1,9.826627711E0
8.532144542E0,-3.068618774E-2,-9.824819183E0,6.692582703E-1,9.847635262E0
8.542084542E0,-4.625381470E-2,-9.825417938E0,6.782395935E-1,9.848907859E0
8.552024542E0,-3.308120728E-2,-9.821675720E0,6.993457031E-1,9.846598028E0
8.561965542E0,-7.499404907E-2,-9.818232880E0,7.000941467E-1,9.843447201E0
8.571905542E0,-1.347198486E-1,-9.843530273E0,6.557862854E-1,9.866270488E0
8.581845542E0,-1.836680603E-1,-9.824669495E0,6.171665955E-1,9.845748282E0
8.591785542E0,-1.948947144E-1,-9.820927277E0,5.599855042E-1,9.838809902E0
8.601726542E0,-1.980381775E-1,-9.778565369E0,4.957690430E-1,9.793127526E0
8.611666542E0,-2.004331970E-1,-9.752669220E0,4.391867065E-1,9.764610353E0
8.621606542E0,-1.538800049E-1,-9.762249298E0,4.128414917E-1,9.772186475E0
8.631547542E0,-8.322692871E-2,-9.801916809E0,4.040098572E-1,9.810592430E0
8.641487542E0,-3.757186890E-2,-9.826016693E0,4.572990417E-1,9.836723952E0
8.651427542E0,-6.286926270E-3,-9.830058289E0,5.234614563E-1,9.843987880E0
8.661367542E0,6.137237549E-3,-9.811646576E0,5.674699402E-1,9.828044990E0
8.671308542E0,1.347198486E-3,-9.786947937E0,6.312373352E-1,9.807283636E0
8.681248542E0,1.616638184E-2,-9.782756653E0,6.676116943E-1,9.805523671E0
8.691188542E0,4.161346436E-2,-9.766889648E0,6.643185425E-1,9.789544638E0
8.701128542E0,3.697311401E-2,-9.793384552E0,7.063810730E-1,9.818896181E0
8.711069542E0,2.589614868E-2,-9.795031128E0,7.268884277E-1,9.821999399E0
8.721009542E0,1.032852173E-2,-9.806557159E0,7.604187012E-1,9.836000539E0
8.730949542E0,-5.313949585E-2,-9.818083191E0,7.536827087E-1,9.847112215E0
8.740889542E0,-1.317260742E-1,-9.814041595E0,7.358697510E-1,9.842472682E0
8.750830542E0,-1.784289551E-1,-9.799821167E0,6.982978821E-1,9.826288808E0
8.760770542E0,-1.869612122E-1,-9.798623657E0,6.161187744E-1,9.819754702E0
8.770710542E0,-1.363664246E-1,-9.814490662E0,4.903802490E-1,9.827680069E0
8.780651542E0,-2.125579834E-2,-9.802365875E0,4.230203247E-1,9.811512358E0
8.790591542E0,4.745132446E-2,-9.782756653E0,4.165837097E-1,9.791737402E0
8.800531542E0,9.116043091E-2,-9.766739960E0,4.141886902E-1,9.775943532E0
8.810471542E0,1.285826111E-1,-9.765243073E0,4.945715332E-1,9.778604540E0
8.820412542E0,1.315763855E-1,-9.744885406E0,5.840853882E-1,9.763260709E0
8.830352542E0,9.220825195E-2,-9.731263733E0,6.972500610E-1,9.756646650E0
8.840292542E0,2.859054565E-2,-9.763596497E0,8.077203369E-1,9.796991687E0
8.850233542E0,-5.837860107E-3,-9.814939728E0,8.927435303E-1,9.855458739E0
8.860173542E0,-6.496490479E-2,-9.860295410E0,9.210346985E-1,9.903431271E0
8.870113542E0,-1.371148682E-1,-9.891430664E0,8.924441528E-1,9.932555443E0
8.880053542E0,-1.808239746E-1,-9.899663544E0,8.199948120E-1,9.935211476E0
8.889994542E0,-2.038760376E-1,-9.874964905E0,7.131170654E-1,9.902779067E0
8.899934542E0,-1.975891113E-1,-9.829010468E0,5.980064392E-1,9.849167474E0
8.909874542E0,-1.441502380E-1,-9.818382568E0,4.558021545E-1,9.830013792E0
8.919814542E0,-6.451583862E-2,-9.829459534E0,3.406915283E-1,9.835573584E0
8.929755542E0,3.742218018E-2,-9.813293152E0,2.444416809E-1,9.816408439E0
8.939695542E0,1.291813660E-1,-9.789941711E0,1.908531189E-1,9.792653953E0
8.949635542E0,1.791773987E-1,-9.780661011E0,1.942959595E-1,9.784231460E0
8.959576542E0,1.981878662E-1,-9.788295135E0,2.673440552E-1,9.793950834E0
8.969516542E0,1.683998108E-1,-9.835297394E0,3.787124634E-1,9.844026435E0
8.979456542E0,1.339714050E-1,-9.858648834E0,4.843927002E-1,9.871450829E0
8.989396542E0,7.783813477E-2,-9.861193542E0,6.116281128E-1,9.880449676E0
8.999337542E0,5.987548828E-4,-9.839039612E0,7.104226685E-1,9.864654135E0
9.009277542E0,-7.155120850E-2,-9.797575836E0,8.020321655E-1,9.830608701E0
9.019217542E0,-1.444496155E-1,-9.749525757E0,8.499325562E-1,9.787568826E0
9.029157542E0,-2.100132751E-1,-9.730066223E0,8.819659424E-1,9.772213578E0
9.039098542E0,-2.112107849E-1,-9.731712799E0,8.695417786E-1,9.772765571E0
9.049038542E0,-2.077679443E-1,-9.718989258E0,8.285270691E-1,9.756453086E0
9.058978542E0,-1.963916016E-1,-9.746382294E0,7.622149658E-1,9.778113782E0
9.068919542E0,-1.296304321E-1,-9.756561127E0,6.891668701E-1,9.781729911E0
9.078859542E0,-6.077362061E-2,-9.781110077E0,6.204597473E-1,9.800958018E0
9.088799542E0,-3.143463135E-3,-9.814041595E0,5.571414185E-1,9.829843787E0
9.098739542E0,4.894821167E-2,-9.849218445E0,4.956193542E-1,9.861801988E0
9.108680542E0,7.484436035E-2,-9.849517822E0,4.574487305E-1,9.860418974E0
9.118620542E0,7.589218140E-2,-9.860295410E0,4.483177185E-1,9.870773727E0
9.128560542E0,5.583389282E-2,-9.837243347E0,4.487667847E-1,9.847632493E0
9.138500542E0,1.990859985E-2,-9.823921051E0,4.432283020E-1,9.833934741E0
9.148441542E0,-3.742218018E-2,-9.829758911E0,4.580474854E-1,9.840496338E0
9.158381542E0,-8.187973022E-2,-9.796378326E0,4.686753845E-1,9.807924817E0
9.168321542E0,-1.222956848E-1,-9.768386536E0,4.908293152E-1,9.781474590E0
9.178262542E0,-1.257385254E-1,-9.777966614E0,5.155279541E-1,9.792354689E0
9.188202542E0,-9.849517822E-2,-9.775122528E0,5.468128967E-1,9.790900167E0
9.198142542E0,-8.816665649E-2,-9.773775330E0,5.789959717E-1,9.791307057E0
9.208082542E0,-6.092330933E-2,-9.787247314E0,6.081852722E-1,9.806314852E0
9.218023542E0,-1.017883301E-2,-9.793833618E0,6.024971008E-1,9.812353607E0
9.227963542E0,2.993774414E-2,-9.816137238E0,6.021977234E-1,9.834637189E0
9.237903542E0,4.610412598E-2,-9.839937744E0,6.204597473E-1,9.859587755E0
9.247843542E0,5.284011841E-2,-9.823172607E0,6.420149231E-1,9.844272208E0
9.257784542E0,4.715194702E-2,-9.798923035E0,6.475534058E-1,9.820409429E0
9.267724542E0,8.831634521E-3,-9.804461517E0,6.433621216E-1,9.825551306E0
9.277664542E0,-3.113525391E-2,-9.791438599E0,6.439608765E-1,9.812641074E0
9.287605542E0,-8.981323242E-2,-9.817933502E0,6.541397095E-1,9.840110946E0
9.297544792E0,-1.185534668E-1,-9.809700623E0,6.370751953E-1,9.831080614E0
9.307484792E0,-1.775308228E-1,-9.777218170E0,6.038442993E-1,9.797455806E0
9.317424792E0,-1.960922241E-1,-9.768536224E0,5.792953491E-1,9.787662399E0
9.327365792E0,-2.231858826E-1,-9.781559143E0,5.875282288E-1,9.801729471E0
9.337305792E0,-2.766247559E-1,-9.765392761E0,5.888754272E-1,9.787042010E0
9.347245792E0,-2.800675964E-1,-9.758507080E0,5.929170227E-1,9.780513733E0
9.357185792E0,-2.625540161E-1,-9.794881439E0,5.957611084E-1,9.816494706E0
9.367126792E0,-2.436932373E-1,-9.827064514E0,5.680686951E-1,9.846485942E0
9.377066792E0,-2.020797729E-1,-9.825717316E0,5.447172546E-1,9.842879350E0
9.387006792E0,-1.199006653E-1,-9.830357666E0,5.053491211E-1,9.844068557E0
9.396947792E0,-4.834945679E-2,-9.817634125E0,5.019062805E-1,9.830574113E0
9.406887792E0,7.783813477E-3,-9.808652802E0,5.423222351E-1,9.823636993E0
9.416827792E0,8.442443848E-2,-9.806108093E0,5.535488892E-1,9.822082254E0
9.426767792E0,1.041833496E-1,-9.810299377E0,5.890251160E-1,9.828518639E0
9.436708792E0,1.074765015E-1,-9.820478210E0,6.568341064E-1,9.843006376E0
9.446648792E0,9.325607300E-2,-9.819879456E0,7.077282715E-1,9.845791412E0
9.456588792E0,5.733078003E-2,-9.818382568E0,7.590715027E-1,9.847848121E0
9.466528792E0,1.077758789E-2,-9.824070740E0,7.988887024E-1,9.856505730E0
9.476469792E0,-8.547225952E-2,-9.826765137E0,8.327183533E-1,9.862354608E0
9.486409792E0,-1.234931946E-1,-9.832453308E0,8.479866028E-1,9.869724915E0
9.496349792E0,-1.754351807E-1,-9.821226654E0,8.277786255E-1,9.857610661E0
9.506290792E0,-2.046244812E-1,-9.804311829E0,7.734416199E-1,9.836900607E0
9.516230792E0,-2.157014465E-1,-9.786947937E0,7.183561707E-1,9.815646317E0
9.526170792E0,-2.415975952E-1,-9.783954163E0,6.581813049E-1,9.809043332E0
9.536110792E0,-2.547702026E-1,-9.777816925E0,5.818400574E-1,9.798425870E0
9.546051792E0,-2.212399292E-1,-9.790989532E0,5.188211060E-1,9.807221751E0
9.555991792E0,-2.207908630E-1,-9.812245331E0,4.595443726E-1,9.825481569E0
9.565931792E0,-1.966909790E-1,-9.817933502E0,4.291575623E-1,9.829276769E0
9.575872792E0,-1.872605896E-1,-9.796677704E0,4.421804810E-1,9.808439434E0
9.585812792E0,-1.362167358E-1,-9.818532257E0,4.647834778E-1,9.830470709E0
9.595752792E0,-1.064286804E-1,-9.813293152E0,5.185217285E-1,9.827558920E0
9.605692792E0,-6.721023560E-2,-9.796827393E0,5.348377991E-1,9.811645919E0
9.615633792E0,-7.244934082E-2,-9.808952179E0,5.599855042E-1,9.825190864E0
9.625573792E0,-4.161346436E-2,-9.803114319E0,6.215075684E-1,9.822884184E0
9.635513792E0,-3.353027344E-2,-9.802365875E0,6.795867920E-1,9.825952332E0
9.645453792E0,-5.239105225E-3,-9.809850311E0,7.204518127E-1,9.836271722E0
9.655394792E0,1.272354126E-2,-9.800868988E0,7.500901794E-1,9.829538651E0
9.665334792E0,-5.688171387E-3,-9.805659027E0,7.608677673E-1,9.835136047E0
9.675274792E0,-1.092727661E-2,-9.806706848E0,7.744894409E-1,9.837248218E0
9.685215792E0,-4.460723877E-2,-9.813143463E0,7.521858215E-1,9.842030174E0
9.695155792E0,-7.454498291E-2,-9.820627899E0,7.159611511E-1,9.846973629E0
9.705095792E0,-1.023870850E-1,-9.819131012E0,6.831793213E-1,9.843401390E0
9.715035792E0,-1.243913269E-1,-9.809101868E0,6.280938721E-1,9.829977343E0
9.724976792E0,-1.029858398E-1,-9.793534241E0,5.971083069E-1,9.812260562E0
9.734916792E0,-8.502319336E-2,-9.795330505E0,5.516029358E-1,9.811217786E0
9.744856792E0,-6.990463257E-2,-9.797575836E0,5.087919617E-1,9.811026867E0
9.754796792E0,-6.361770630E-2,-9.804760895E0,4.815486145E-1,9.816785242E0
9.764737792E0,-7.514373779E-2,-9.807305603E0,4.812492371E-1,9.819393596E0
9.774677792E0,-7.170089722E-2,-9.819131012E0,4.917274475E-1,9.831697246E0
9.784617792E0,-9.145980835E-2,-9.795480194E0,5.327421570E-1,9.810382833E0
9.794558792E0,-1.074765015E-1,-9.804611206E0,5.825885010E-1,9.822492630E0
9.804498792E0,-1.131646729E-1,-9.802216187E0,6.056405640E-1,9.821560411E0
9.814438792E0,-1.133143616E-1,-9.776619415E0,6.460565186E-1,9.798597673E0
9.824378792E0,-1.573228455E-1,-9.781858521E0,6.628216553E-1,9.805551445E0
9.834319792E0,-1.465452576E-1,-9.789043579E0,6.722520447E-1,9.813193798E0
9.844259792E0,-9.924362183E-2,-9.793384552E0,6.656657410E-1,9.816483136E0
9.854199792E0,-6.481521606E-2,-9.798324280E0,6.652166748E-1,9.821093265E0
9.864139792E0,-5.987548828E-2,-9.806108093E0,6.400689697E-1,9.827157743E0
9.874080792E0,-1.347198486E-2,-9.800270233E0,6.227050781E-1,9.820042757E0
9.884020792E0,6.885681152E-3,-9.822723541E0,6.113287354E-1,9.841730945E0
9.893960792E0,5.987548828E-3,-9.820927277E0,6.087840271E-1,9.839779795E0
9.903901792E0,-4.191284180E-3,-9.836794281E0,5.833369446E-1,9.854076379E0
9.913841792E0,-5.358856201E-2,-9.827214203E0,5.751040649E-1,9.844173678E0
9.923781792E0,-8.532257080E-2,-9.796078949E0,5.505551147E-1,9.811908767E0
9.933721792E0,-7.783813477E-2,-9.792636108E0,5.403762817E-1,9.807843150E0
9.943662792E0,-8.487350464E-2,-9.788444824E0,5.206173706E-1,9.802647501E0
9.953602792E0,-7.723937988E-2,-9.790241089E0,5.222639465E-1,9.804465622E0
9.963542792E0,-8.532257080E-2,-9.801018677E0,4.968168640E-1,9.813973407E0
9.973482792E0,-6.466552734E-2,-9.812694397E0,5.468128967E-1,9.828130916E0
9.983423792E0,-6.346801758E-2,-9.823322296E0,5.695655823E-1,9.840025105E0
9.993363792E0,-5.852828979E-2,-9.817185059E0,5.800437927E-1,9.834480100E0
1.000330379E1,-5.837860107E-2,-9.794731750E0,6.008505249E-1,9.813317455E0
1.001324479E1,-7.304809570E-2,-9.785001984E0,6.062393188E-1,9.804036207E0
1.002318479E1,-9.550140381E-2,-9.779762878E0,5.923182678E-1,9.798148979E0
1.003312479E1,-7.544311523E-2,-9.781110077E0,5.896238708E-1,9.799156204E0
1.004306479E1,-8.891510010E-2,-9.791588287E0,5.640270996E-1,9.808222757E0
1.005300579E1,-8.831634521E-2,-9.798473969E0,5.554948425E-1,9.814604750E0
1.006294579E1,-8.696914673E-2,-9.786199493E0,5.360353088E-1,9.801254920E0
1.007288579E1,-4.071533203E-2,-9.784852295E0,5.526507568E-1,9.800531365E0
1.008282579E1,1.182540894E-2,-9.799970856E0,5.622308350E-1,9.816092508E0
1.009276679E1,1.601669312E-2,-9.805209961E0,5.709127808E-1,9.821829785E0
1.010270679E1,3.353027344E-2,-9.797126770E0,5.825885010E-1,9.814490643E0
1.011264679E1,4.640350342E-3,-9.811047821E0,5.801934814E-1,9.828189322E0
1.012258779E1,-5.538482666E-3,-9.827812958E0,5.764512634E-1,9.844705900E0
1.013252779E1,-4.580474854E-2,-9.822873230E0,5.701643372E-1,9.839513399E0
1.014246779E1,-7.873626709E-2,-9.822274475E0,5.822891235E-1,9.839834139E0
1.015240779E1,-6.406677246E-2,-9.833052063E0,5.616320801E-1,9.849286676E0
1.016234879E1,-6.721023560E-2,-9.822424164E0,5.312452698E-1,9.837009465E0
1.017228879E1,-7.708969116E-2,-9.799671478E0,5.171745300E-1,9.813611639E0
1.018222879E1,-5.149291992E-2,-9.801767120E0,5.135820007E-1,9.815348016E0
1.019216879E1,-4.685256958E-2,-9.794582062E0,5.177732849E-1,9.808370002E0
1.020210979E1,-4.266128540E-2,-9.798473969E0,5.156776428E-1,9.812126962E0
1.021204979E1,-2.140548706E-2,-9.809700623E0,5.355862427E-1,9.824333928E0
1.022198979E1,-3.472778320E-2,-9.811945953E0,5.110372925E-1,9.825306536E0
1.023193079E1,-2.978805542E-2,-9.798024902E0,5.176235962E-1,9.811733461E0
1.024187079E1,-2.439926147E-2,-9.799072723E0,5.304968262E-1,9.813452422E0
1.025181079E1,-3.353027344E-2,-9.798324280E0,5.590873718E-1,9.814319215E0
1.026175079E1,-1.526824951E-2,-9.805659027E0,5.917195129E-1,9.823508236E0
1.027169179E1,1.347198486E-3,-9.793833618E0,6.054908752E-1,9.812532698E0
1.028163179E1,-7.783813477E-3,-9.816586304E0,6.277944946E-1,9.836643390E0
1.029157225E1,-9.580078125E-3,-9.819580078E0,6.441105652E-1,9.840687126E0
1.030151225E1,1.347198486E-3,-9.795480194E0,6.408174133E-1,9.816418950E0
1.031145325E1,-3.442840576E-2,-9.789492645E0,6.240522766E-1,9.809423674E0
1.032139325E1,-3.966751099E-2,-9.796977081E0,5.894741821E-1,9.814775252E0
1.033133325E1,-5.568420410E-2,-9.785600739E0,5.698649597E-1,9.802337916E0
1.034127425E1,-5.553451538E-2,-9.802814941E0,5.412744141E-1,9.817904198E0
1.035121425E1,-4.146377563E-2,-9.805359650E0,5.105882263E-1,9.818731967E0
1.036115425E1,-2.739303589E-2,-9.812544708E0,5.065466309E-1,9.825648758E0
1.037109425E1,-2.110610962E-2,-9.821076965E0,5.004093933E-1,9.833839931E0
1.038103525E1,-9.430389404E-3,-9.811646576E0,5.095404053E-1,9.824872971E0
1.039097525E1,1.392105103E-2,-9.825717316E0,5.260061646E-1,9.839796596E0
1.040091525E1,-5.538482666E-3,-9.822573853E0,5.454656982E-1,9.837709113E0
1.041085625E1,-2.829116821E-2,-9.818831635E0,5.508544922E-1,9.834312163E0
1.042079625E1,-4.520599365E-2,-9.812395020E0,5.715115356E-1,9.829128397E0
1.043073625E1,-5.254074097E-2,-9.801318054E0,5.782475281E-1,9.818501226E0
1.044067625E1,-7.978408813E-2,-9.804910583E0,5.894741821E-1,9.822938301E0
1.045061725E1,-6.391708374E-2,-9.820478210E0,5.906716919E-1,9.838433347E0
1.046055725E1,-6.242019653E-2,-9.816286926E0,5.893244934E-1,9.834159276E0
1.047049725E1,-7.334747314E-2,-9.820478210E0,5.900729370E-1,9.838463203E0
1.048043725E1,-6.391708374E-2,-9.825867004E0,5.803431702E-1,9.843197955E0
1.049037825E1,-8.367599487E-2,-9.824519806E0,5.752537537E-1,9.841702493E0
1.050031825E1,-6.511459351E-2,-9.828561401E0,5.331912231E-1,9.843228739E0
1.051025825E1,-6.466552734E-2,-9.814790039E0,5.294490051E-1,9.829272679E0
1.052019825E1,-6.481521606E-2,-9.805060272E0,5.429209900E-1,9.820293843E0
1.053013925E1,-6.900650024E-2,-9.796827393E0,5.945635986E-1,9.815095248E0
1.054007925E1,-9.654922485E-2,-9.784852295E0,6.454577637E-1,9.806593288E0
1.055001925E1,-1.157093811E-1,-9.774523773E0,6.973997498E-1,9.800054595E0
1.055996025E1,-1.347198486E-1,-9.768236847E0,7.229965210E-1,9.795883039E0
1.056990025E1,-1.309776306E-1,-9.772727509E0,7.083270264E-1,9.799239015E0
1.057984025E1,-1.055305481E-1,-9.798923035E0,7.051835632E-1,9.824831459E0
1.058978025E1,-4.116439819E-2,-9.833950195E0,6.610253906E-1,9.856227753E0
1.059972125E1,7.035369873E-3,-9.830507355E0,6.322851562E-1,9.850822751E0
1.060966125E1,4.146377563E-2,-9.794282684E0,5.980064392E-1,9.812609451E0
1.061960125E1,2.065704346E-2,-9.806856537E0,5.279521179E-1,9.821079130E0
1.062954225E1,2.634521484E-2,-9.805958405E0,5.068460083E-1,9.819083826E0
1.063948225E1,2.110610962E-2,-9.850565643E0,4.854405212E-1,9.862542343E0
1.064942225E1,1.661544800E-2,-9.854158173E0,4.695735168E-1,9.865353955E0
1.065936225E1,-1.796264648E-3,-9.842332764E0,4.592449951E-1,9.853041329E0
1.066930325E1,1.945953369E-3,-9.809101868E0,4.673281860E-1,9.820228046E0
1.067924325E1,3.891906738E-2,-9.798473969E0,4.800517273E-1,9.810303587E0
1.068918325E1,3.996688843E-2,-9.777816925E0,5.004093933E-1,9.790695110E0
1.069912325E1,4.206253052E-2,-9.785301361E0,5.295986938E-1,9.799712586E0
1.070906425E1,1.930984497E-2,-9.779164124E0,5.707630920E-1,9.795825352E0
1.071900425E1,-5.688171387E-3,-9.785900116E0,6.010002136E-1,9.804339585E0
1.072894425E1,-9.580078125E-3,-9.776469727E0,6.423143005E-1,9.797551722E0
1.073888525E1,-2.604583740E-2,-9.793384552E0,6.539900208E-1,9.815231139E0
1.074882525E1,-2.215393066E-2,-9.807604980E0,6.490502930E-1,9.829082995E0
1.075876525E1,-5.224136353E-2,-9.815089417E0,6.331832886E-1,9.835630661E0
1.076870525E1,-6.092330933E-2,-9.831255798E0,6.004014587E-1,9.849760613E0
1.077864625E1,-4.954696655E-2,-9.828860779E0,5.686674500E-1,9.845422377E0
1.078858625E1,-3.936813354E-2,-9.849068756E0,5.263055420E-1,9.863199417E0
1.079852625E1,-7.259902954E-2,-9.858199768E0,4.945715332E-1,9.870864921E0
1.080846625E1,-8.532257080E-2,-9.823921051E0,4.635859680E-1,9.835223267E0
1.081840725E1,-8.607101440E-2,-9.811496887E0,4.516108704E-1,9.822262049E0
1.082834725E1,-7.694000244E-2,-9.795480194E0,4.577481079E-1,9.806471604E0
1.083828725E1,-6.391708374E-2,-9.808652802E0,4.707710266E-1,9.820151757E0
1.084822825E1,-8.577163696E-2,-9.810149689E0,4.571493530E-1,9.821169952E0
1.085816825E1,-9.295669556E-2,-9.820627899E0,4.710704041E-1,9.832358853E0
1.086810825E1,-8.083190918E-2,-9.828411713E0,4.870870972E-1,9.840806086E0
1.087804825E1,-9.430389404E-2,-9.815239105E0,5.312452698E-1,9.830057653E0
1.088798925E1,-1.019380188E-1,-9.826316071E0,5.420228577E-1,9.841781732E0
1.089792925E1,-9.490264893E-2,-9.808952179E0,5.442681885E-1,9.824498828E0
1.090786925E1,-3.113525391E-2,-9.787247314E0,5.601351929E-1,9.803312238E0
1.091780925E1,6.406677246E-2,-9.758058014E0,5.746549988E-1,9.775174122E0
1.092775025E1,1.245410156E-1,-9.756710815E0,5.649252319E-1,9.773845554E0
1.093769025E1,1.609153748E-1,-9.770781555E0,5.737568665E-1,9.788935739E0
1.094763025E1,1.781295776E-1,-9.780511322E0,6.152206421E-1,9.801460519E0
1.095757125E1,1.529818726E-1,-9.792785797E0,6.475534058E-1,9.815364615E0
1.096751125E1,9.145980835E-2,-9.811197510E0,6.804849243E-1,9.835192993E0
1.097745125E1,2.739303589E-2,-9.814490662E0,6.932084656E-1,9.838979383E0
1.098739125E1,-4.191284180E-2,-9.815987549E0,6.878196716E-1,9.840145535E0
1.099733225E1,-8.173004150E-2,-9.822124786E0,6.671626282E-1,9.845096297E0
1.100727225E1,-9.041198730E-2,-9.808203735E0,5.872288513E-1,9.826183011E0
1.101721225E1,-8.696914673E-2,-9.793384552E0,5.219645691E-1,9.807670041E0
1.102715325E1,-7.903564453E-2,-9.791139221E0,4.629872131E-1,9.802398229E0
1.103709325E1,-7.274871826E-2,-9.795480194E0,4.213737488E-1,9.804809047E0
1.104703325E1,-7.753875732E-2,-9.803563385E0,3.999682617E-1,9.812025373E0
1.105697325E1,-7.858657837E-2,-9.821376343E0,3.790118408E-1,9.829000920E0
1.106691425E1,-7.888595581E-2,-9.821226654E0,3.671864319E-1,9.828404848E0
1.107685425E1,-6.137237549E-2,-9.804162140E0,3.686833191E-1,9.811283770E0
1.108679425E1,-5.957611084E-2,-9.809550934E0,4.441264343E-1,9.819780401E0
1.109673425E1,-6.092330933E-2,-9.794731750E0,4.698728943E-1,9.806184898E0
1.110667525E1,-6.391708374E-2,-9.812395020E0,5.180726624E-1,9.826269928E0
1.111661525E1,-5.388793945E-2,-9.806407471E0,5.396278381E-1,9.821391429E0
1.112655525E1,-8.577163696E-2,-9.807604980E0,5.481600952E-1,9.823286197E0
1.113649525E1,-8.262817383E-2,-9.790839844E0,5.718109131E-1,9.807871328E0
1.114643625E1,-6.691085815E-2,-9.782906342E0,6.072871399E-1,9.801965681E0
1.115637625E1,-6.496490479E-2,-9.788893890E0,6.222560120E-1,9.808866733E0
1.116631625E1,-2.230361938E-2,-9.793833618E0,6.065386963E-1,9.812622666E0
1.117625725E1,9.430389404E-3,-9.803413696E0,5.962101746E-1,9.821531225E0
1.118619725E1,2.829116821E-2,-9.825867004E0,5.580395508E-1,9.841741254E0
1.119613725E1,4.640350342E-2,-9.822873230E0,5.339396667E-1,9.837483588E0
1.120607725E1,3.338058472E-2,-9.827962646E0,5.170248413E-1,9.841609560E0
1.121601825E1,5.044509888E-2,-9.832752686E0,5.014572144E-1,9.845660436E0
1.122595825E1,4.116439819E-2,-9.822124786E0,4.679269409E-1,9.833350673E0
1.123589825E1,3.293151855E-2,-9.819280701E0,4.550537109E-1,9.829874457E0
1.124583925E1,2.574645996E-2,-9.802665253E0,4.598437500E-1,9.813478752E0
1.125577925E1,4.191284180E-3,-9.789941711E0,4.477189636E-1,9.800174924E0
1.126571925E1,-2.424957275E-2,-9.793833618E0,4.703219604E-1,9.805150062E0
1.127565925E1,-4.879852295E-2,-9.807754669E0,4.953199768E-1,9.820375493E0
1.128560025E1,-3.248245239E-2,-9.808802490E0,5.049000549E-1,9.821842264E0
1.129554025E1,-2.095642090E-2,-9.824819183E0,5.047503662E-1,9.837798742E0
1.130548025E1,9.131011963E-3,-9.810449066E0,5.001100159E-1,9.823192164E0
1.131542025E1,2.679428101E-2,-9.842332764E0,5.363346863E-1,9.856971495E0
1.132536125E1,3.502716064E-2,-9.848170624E0,5.520520020E-1,9.863693677E0
1.133530125E1,4.086502075E-2,-9.825268250E0,5.520520020E-1,9.840849940E0
1.134524125E1,2.395019531E-2,-9.789043579E0,5.553451538E-1,9.804812902E0
1.135518225E1,3.562591553E-2,-9.784403229E0,5.499563599E-1,9.799911619E0
1.136512225E1,6.286926270E-3,-9.781409454E0,5.872288513E-1,9.799022817E0
1.137506225E1,-4.340972900E-3,-9.792336731E0,5.529501343E-1,9.807937161E0
1.138500225E1,-5.239105225E-3,-9.796977081E0,5.087919617E-1,9.810181275E0
1.139494325E1,-8.232879639E-3,-9.822274475E0,4.828958130E-1,9.834141143E0
1.140488325E1,-3.203338623E-2,-9.840536499E0,4.808001709E-1,9.852327315E0
1.141482325E1,-4.969665527E-2,-9.833950195E0,4.821473694E-1,9.845888090E0
1.142476325E1,-7.379653931E-2,-9.809850311E0,4.969665527E-1,9.822707611E0
1.143470425E1,-8.966354370E-2,-9.799970856E0,5.228627014E-1,9.814318811E0
1.144464425E1,-1.098715210E-1,-9.793534241E0,5.424719238E-1,9.809162067E0
1.145458425E1,-7.738906860E-2,-9.800569611E0,5.441184998E-1,9.815967538E0
1.146452525E1,-4.595443726E-2,-9.810149689E0,5.186714172E-1,9.823958915E0
1.147446525E1,-1.601669312E-2,-9.823022919E0,4.915777588E-1,9.835328387E0
1.148440525E1,1.601669312E-2,-9.822723541E0,4.996609497E-1,9.835436715E0
1.149434525E1,3.487747192E-2,-9.800868988E0,5.236111450E-1,9.814907946E0
1.150428625E1,7.304809570E-2,-9.803713074E0,5.420228577E-1,9.818956912E0
1.151422625E1,8.592132568E-2,-9.807754669E0,5.248086548E-1,9.822161587E0
