"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.015910000E-1,3.747906189E0,-1.696422272E0,8.083190918E0,9.069874571E0
3.115310000E-1,4.068240051E0,-2.459834747E0,6.960675201E0,8.429256394E0
3.214710000E-1,3.728446655E0,-2.600093079E0,5.587131500E0,7.202627082E0
3.314120000E-1,3.517684937E0,-2.502196655E0,4.763993225E0,6.428897795E0
3.413520000E-1,3.798800354E0,-2.842289429E0,4.666545868E0,6.654783517E0
3.512920000E-1,4.142485657E0,-3.794309692E0,4.937482452E0,7.479017745E0
3.612330000E-1,4.484674072E0,-4.619094543E0,5.425617371E0,8.419362196E0
3.711730000E-1,5.155578918E0,-5.136568451E0,6.008804626E0,9.437693705E0
3.811130000E-1,5.861810303E0,-4.740342407E0,6.573430481E0,1.000208251E1
3.910530000E-1,7.003635864E0,-4.315675507E0,6.245612183E0,1.032877737E1
4.009940000E-1,8.146658936E0,-3.667074280E0,6.094725952E0,1.081485876E1
4.109340000E-1,9.239536285E0,-2.805166626E0,6.304739227E0,1.153203049E1
4.208740000E-1,9.671388245E0,-2.371967468E0,6.241271210E0,1.175225283E1
4.308150000E-1,9.836494904E0,-2.258952484E0,5.557792511E0,1.152165595E1
4.407550000E-1,1.036235138E1,-2.392774200E0,4.615651703E0,1.159344363E1
4.506950000E-1,1.083237396E1,-2.203268280E0,4.453987885E0,1.191774831E1
4.606350000E-1,1.217927307E1,-1.749861145E0,4.434079285E0,1.307890537E1
4.705760000E-1,1.396191605E1,-8.602610779E-1,4.714146881E0,1.476137967E1
4.805160000E-1,1.435634583E1,3.936813354E-2,4.902006226E0,1.517023007E1
4.904560000E-1,1.436742279E1,3.224295044E-1,4.290827179E0,1.499793307E1
5.003970000E-1,1.438089478E1,4.339476013E-1,3.478167114E0,1.480189486E1
5.103370000E-1,1.385399048E1,4.969665527E-2,2.785557404E0,1.413134289E1
5.202770000E-1,1.347617615E1,-4.327500916E-1,2.584974518E0,1.372868127E1
5.302170000E-1,1.313683182E1,-3.766168213E-1,2.236798553E0,1.333122118E1
5.401580000E-1,1.231234634E1,-3.647914124E-1,5.059478760E-1,1.232813565E1
5.500980000E-1,1.209245361E1,-3.185375977E-1,-6.909631348E-1,1.211636623E1
5.600380000E-1,1.278012360E1,-1.797761536E-1,-2.369273071E0,1.299912818E1
5.699790000E-1,1.242236755E1,1.646276550E0,-2.958447876E0,1.287547498E1
5.799190000E-1,1.263432678E1,2.763403473E0,-2.756966858E0,1.322359551E1
5.898590000E-1,1.239931549E1,2.777623901E0,-2.420765991E0,1.293515857E1
5.998000000E-1,1.250200195E1,2.515518951E0,-1.817969513E0,1.288149454E1
6.097400000E-1,1.246353195E1,1.689536591E0,-2.397564240E0,1.280400238E1
6.196800000E-1,1.174487640E1,1.033301239E0,-2.794538727E0,1.211690059E1
6.296200000E-1,1.065020279E1,2.860551453E-1,-3.243305511E0,1.113677142E1
6.395610000E-1,8.881331177E0,-9.669891357E-2,-2.159858551E0,9.140699268E0
6.495010000E-1,7.745193787E0,-8.023315430E-1,-1.151555328E0,7.871330407E0
6.594410000E-1,6.528224487E0,-2.171833649E0,-7.494914246E-1,6.920716274E0
6.693820000E-1,5.599405975E0,-2.738704834E0,-2.978805542E-2,6.233356943E0
6.793220000E-1,5.801186371E0,-3.009940796E0,4.567002869E-1,6.551494643E0
6.892620000E-1,6.098168793E0,-3.743116150E0,5.993536377E-1,7.180376447E0
6.992020000E-1,6.325845337E0,-4.231999512E0,2.797682190E-1,7.616062588E0
7.091430000E-1,7.243137817E0,-4.413721619E0,-3.755690002E-1,8.490290692E0
7.190830000E-1,7.980205078E0,-4.223766632E0,-6.018983459E-1,9.049097152E0
7.290230000E-1,7.936046906E0,-3.532504120E0,-6.295907593E-1,8.709524118E0
7.389640000E-1,6.389612732E0,-2.480042725E0,-1.660646667E0,7.052340756E0
7.489040000E-1,8.911568298E0,-2.056723022E-1,-6.021977234E-1,8.934259495E0
7.588440000E-1,1.491707977E1,-6.996450806E-1,2.301913147E0,1.510985031E1
7.687850000E-1,1.228704895E1,-2.513273621E-1,5.905070343E0,1.363468346E1
7.787250000E-1,1.254346573E1,9.229806519E-1,6.814279633E0,1.430471365E1
7.886650000E-1,1.359068802E1,5.051994324E-1,6.385271759E0,1.502443752E1
7.986050000E-1,1.206700653E1,-1.076261902E-1,5.554499359E0,1.328445306E1
8.085460000E-1,1.176762909E1,-9.933343506E-1,4.813540192E0,1.275280270E1
8.184860000E-1,1.120764359E1,-1.237027588E0,2.710713043E0,1.159695983E1
8.284260000E-1,1.089688980E1,-1.545835419E0,3.562591553E-1,1.101175440E1
8.383670000E-1,1.069765411E1,-1.978136444E0,-1.130299530E0,1.093756848E1
8.483070000E-1,1.060933777E1,-1.486109619E0,-4.552033997E-1,1.072258270E1
8.582470000E-1,9.721084900E0,-1.265917511E0,5.777984619E-1,9.820177689E0
8.681870000E-1,8.078550568E0,-2.700234833E0,2.357597351E-1,8.521140187E0
8.781280000E-1,6.977889404E0,-3.123554535E0,-4.650828552E-1,7.659232046E0
8.880680000E-1,7.173831940E0,-2.386636963E0,-1.023571472E0,7.629390490E0
8.980080000E-1,8.047565002E0,-1.115031281E0,-1.236728210E0,8.218034673E0
9.079490000E-1,9.247469788E0,-1.466949463E-2,-1.449435883E0,9.360383381E0
9.178890000E-1,1.097442856E1,-4.191284180E-3,-1.193168793E0,1.103910103E1
9.278290000E-1,1.277398636E1,-3.785627747E-1,-3.580554199E-1,1.278460953E1
9.377690000E-1,1.426219162E1,4.032614136E-1,-1.143621826E-1,1.426834988E1
9.477100000E-1,1.459390182E1,1.674418030E0,-3.094065857E-1,1.469290232E1
9.576500000E-1,1.414079407E1,2.414479065E0,4.016148376E-1,1.435106479E1
9.675900000E-1,1.464389786E1,1.251846771E0,1.909279633E0,1.482080340E1
9.775310000E-1,1.408121796E1,1.026265869E0,4.004921722E0,1.467560284E1
9.874710000E-1,1.351853806E1,1.210981750E0,4.322112122E0,1.424422694E1
9.974110000E-1,1.283550842E1,9.018745422E-1,2.539918213E0,1.311544276E1
1.007352000E0,1.115091156E1,5.119354248E-1,1.255588989E0,1.123304991E1
1.017292000E0,8.803642731E0,-5.442681885E-1,1.611099701E0,8.966381402E0
1.027232000E0,6.157146149E0,-1.545685730E0,3.173101501E0,7.097053347E0
1.037172000E0,5.227579193E0,-1.640139313E0,3.657194824E0,6.587314716E0
1.047113000E0,3.873495026E0,-2.189945984E0,2.873724060E0,5.296991325E0
1.057053000E0,1.822909241E0,-2.868784332E0,2.232457581E0,4.066545032E0
1.066993000E0,2.938389587E-1,-1.977687378E0,-8.821156311E-1,2.185341320E0
1.076934000E0,-1.582359467E0,-7.746391296E-1,-3.059338074E0,3.530364954E0
1.086874000E0,-3.037184143E-1,5.924679565E-1,-2.849923553E0,2.926658063E0
1.096814000E0,3.567231903E0,-7.469467163E-2,-2.928210754E0,4.615749231E0
1.106754000E0,5.957910461E0,-1.903741150E0,-3.205883331E0,7.028414854E0
1.116695000E0,5.946833496E0,-4.140240326E0,-3.195105743E0,7.919287802E0
1.126635000E0,4.244273987E0,-4.425247650E0,-2.680625610E0,6.691967730E0
1.136575000E0,3.490890656E0,-3.932023315E0,-2.063459015E0,5.648450055E0
1.146516000E0,4.184697876E0,-3.203937378E0,-1.394649811E0,5.451784949E0
1.156456000E0,5.930218048E0,-2.593806152E0,-6.511459351E-1,6.505329160E0
1.166396000E0,8.455017700E0,-2.343975677E0,1.601669312E-2,8.773927446E0
1.176337000E0,1.236623428E1,-1.721120911E0,-5.194198608E-1,1.249623161E1
1.186277000E0,1.634555923E1,-6.975494385E-1,-1.506766663E0,1.642967522E1
1.196217000E0,1.711436050E1,-1.071771240E0,-1.933229828E0,1.725651780E1
1.206157000E0,1.688069641E1,-2.605182495E0,-2.332599335E0,1.723908080E1
1.216098000E0,1.518038223E1,-3.713627472E0,-2.960842896E0,1.590602478E1
1.226038000E0,1.336256241E1,-5.310057678E0,-4.426145782E0,1.504478492E1
1.235978000E0,1.138262970E1,-7.712711334E0,-7.851023712E0,1.583315346E1
1.245919000E0,9.855655060E0,-8.659492493E0,-8.808133392E0,1.580202394E1
1.255859000E0,9.466464386E0,-7.607480164E0,-6.362219696E0,1.371005258E1
1.265799000E0,9.308542786E0,-6.298302612E0,-3.559448090E0,1.178928561E1
1.275739000E0,8.168064423E0,-5.579647064E0,-1.798060913E0,1.005399228E1
1.285680875E0,6.572831726E0,-4.973856812E0,-6.469546509E-1,8.268005733E0
1.295620875E0,5.284161530E0,-4.506828003E0,1.219963074E-1,6.946131644E0
1.305560875E0,4.238136749E0,-4.090094604E0,6.481521606E-1,5.925434853E0
1.315501875E0,3.505111084E0,-3.641327820E0,5.780978394E-1,5.087167101E0
1.325441875E0,2.746488647E0,-3.142115936E0,4.879852295E-1,4.201692758E0
1.335381875E0,1.866768036E0,-2.776276703E0,8.021818542E-1,3.440353319E0
1.345321875E0,1.527274017E0,-2.782713318E0,7.168592834E-1,3.254219809E0
1.355262875E0,1.392254791E0,-2.690056000E0,4.333488464E-1,3.059831026E0
1.365202875E0,1.116378479E0,-2.845582581E0,2.412982178E-1,3.066246233E0
1.375142875E0,7.436535645E-1,-3.181184692E0,1.107696533E-1,3.268826485E0
1.385083875E0,3.677851868E-1,-3.176694031E0,2.649490356E-1,3.208870346E0
1.395023875E0,-3.656895447E-1,-3.649111633E0,3.832031250E-1,3.687355311E0
1.404963875E0,-8.563691711E-1,-4.124223633E0,-1.797761536E-1,4.216029909E0
1.414904875E0,-1.216819611E0,-4.520449677E0,-7.527845764E-1,4.741497639E0
1.424844875E0,-1.224753113E0,-4.127965851E0,-8.452922058E-1,4.388011072E0
1.434784875E0,-8.753796387E-1,-3.373684387E0,-1.034498749E0,3.635687489E0
1.444724875E0,-4.785548401E-1,-2.711760864E0,-7.442523193E-1,2.852467920E0
1.454665875E0,-3.634442139E-1,-3.564238129E0,-4.411326599E-1,3.609776054E0
1.464605875E0,-4.169130249E0,-1.536824158E1,-1.004860382E0,1.595538281E1
1.474545875E0,-8.037984924E0,-3.837928986E1,-1.417701874E0,3.923759639E1
1.484486875E0,-5.729784851E0,-5.558900208E1,-9.848020935E-1,5.589219464E1
1.494426875E0,-1.602118378E0,-5.172119522E1,-6.201603699E-1,5.174971901E1
1.504366875E0,-2.585722961E0,-3.602184219E1,2.439177704E0,3.619680464E1
1.514306875E0,-2.364033966E0,-1.886796387E1,5.113965454E0,1.969114927E1
1.524247875E0,-2.115550690E0,-9.746831360E0,5.074597321E0,1.119052341E1
1.534187875E0,-2.078876953E0,-5.913003845E0,3.536695404E0,7.196774155E0
1.544127875E0,-1.851499786E0,-3.678450623E0,1.428329773E0,4.358804467E0
1.554068875E0,-1.798959045E0,-1.929936676E0,-3.302881622E0,4.227284735E0
1.564008875E0,-1.830243988E0,-1.005908203E0,-6.873406677E0,7.183687334E0
1.573948875E0,-1.377585297E0,-2.146685944E0,-3.824846191E0,4.597330767E0
1.583888875E0,-1.156644745E0,-3.681743774E0,-1.204994202E0,4.042904316E0
1.593829875E0,-1.542841644E0,-5.427413635E0,-3.103047180E-1,5.650970547E0
1.603769875E0,-2.474504242E0,-7.586972809E0,2.007325745E-1,7.982832906E0
1.613709875E0,-3.579057312E0,-9.927805023E0,8.451425171E-1,1.058703120E1
1.623650875E0,-4.117936707E0,-1.273042694E1,4.830455017E-1,1.338859611E1
1.633590875E0,-3.380420380E0,-1.419632858E1,-2.203417969E-1,1.459491479E1
1.643530875E0,-2.033820648E0,-1.334998856E1,-7.219487000E-1,1.352330695E1
1.653470875E0,-6.089337158E-1,-1.173799072E1,-8.976832581E-1,1.178800499E1
1.663411875E0,-2.222877502E-1,-1.054512131E1,-8.107141113E-1,1.057857517E1
1.673351875E0,-8.289761353E-1,-9.689650269E0,-5.104385376E-1,9.738432690E0
1.683291875E0,-1.769769745E0,-9.533524933E0,6.960525513E-2,9.696650323E0
1.693232875E0,-2.290536804E0,-9.718240814E0,5.022056580E-1,9.997148288E0
1.703172875E0,-2.103874969E0,-9.668394470E0,7.191046143E-1,9.920748609E0
1.713112875E0,-1.331331482E0,-9.336534576E0,7.077282715E-1,9.457494421E0
1.723053875E0,-4.156855774E-1,-8.909322968E0,5.664221191E-1,8.936982950E0
1.732993875E0,4.909790039E-2,-8.584348755E0,5.096900940E-1,8.599606860E0
1.742933875E0,1.058299255E-1,-8.383167114E0,5.339396667E-1,8.400820341E0
1.752873875E0,-1.176553345E-1,-8.529862061E0,5.893244934E-1,8.551005374E0
1.762814875E0,-4.144880676E-1,-9.001680908E0,4.746629333E-1,9.023711234E0
1.772754875E0,-5.713618469E-1,-9.616003418E0,1.360670471E-1,9.633923932E0
1.782694875E0,-5.382806396E-1,-1.027687912E1,-4.366419983E-1,1.030022557E1
1.792634875E0,-4.062551880E-1,-1.074166260E1,-1.241069183E0,1.082074911E1
1.802575875E0,-3.787124634E-1,-1.089000412E1,-1.924547882E0,1.106523824E1
1.812515875E0,-5.686674500E-1,-1.070843170E1,-2.138752441E0,1.093472241E1
1.822455875E0,-9.916877747E-1,-1.031205597E1,-1.845512238E0,1.052273056E1
1.832396875E0,-1.424886932E0,-9.927505646E0,-1.414109344E0,1.012844393E1
1.842336875E0,-1.722767487E0,-9.790690155E0,-1.035396881E0,9.994878100E0
1.852276875E0,-1.893712006E0,-9.923464050E0,-7.327262878E-1,1.012907556E1
1.862217875E0,-1.949246521E0,-9.839488678E0,-4.219725037E-1,1.003957968E1
1.872157875E0,-1.908531189E0,-9.719588013E0,-1.154100037E-1,9.905867045E0
1.882097875E0,-1.877246246E0,-9.963880005E0,6.421646118E-2,1.013938272E1
1.892037875E0,-1.564546509E0,-9.923014984E0,-1.134640503E-1,1.004623841E1
1.901978875E0,-1.228345642E0,-9.789642334E0,-4.047583008E-1,9.874702999E0
1.911918875E0,-6.376739502E-1,-9.374854889E0,-8.933422852E-1,9.438887259E0
1.921858875E0,1.342707825E-1,-8.639434204E0,-1.418749695E0,8.756180829E0
1.931799875E0,4.436773682E-1,-8.674161987E0,-1.641935577E0,8.839337545E0
1.941739875E0,4.507127380E-1,-9.172475739E0,-1.451082458E0,9.297477800E0
1.951679875E0,5.571414185E-1,-9.537566528E0,-9.979747009E-1,9.605807376E0
1.961619875E0,8.783734131E-1,-9.724078674E0,-5.915698242E-1,9.781574555E0
1.971560875E0,1.260379028E0,-9.925559692E0,-2.372566223E-1,1.000807580E1
1.981500875E0,1.750908966E0,-1.006432114E1,9.175918579E-2,1.021590240E1
1.991440875E0,2.271526337E0,-1.024230103E1,4.312532043E-1,1.050002579E1
2.001381875E0,2.740052032E0,-1.027373566E1,6.960525513E-1,1.065560973E1
2.011321875E0,3.023562469E0,-1.019514908E1,8.134085083E-1,1.066511266E1
2.021261875E0,3.254981232E0,-1.017314484E1,7.448510742E-1,1.070712762E1
2.031201875E0,3.572620697E0,-1.012584320E1,4.920268250E-1,1.074887946E1
2.041142875E0,3.855981445E0,-1.008048752E1,2.258802795E-1,1.079517686E1
2.051082875E0,4.098028107E0,-1.017763550E1,1.612147522E-1,1.097287970E1
2.061022875E0,4.310436401E0,-1.047431854E1,2.168989563E-1,1.132864758E1
2.070963875E0,4.419858856E0,-1.073971664E1,2.746788025E-1,1.161688919E1
2.080903875E0,4.504432983E0,-1.090153015E1,3.210823059E-1,1.179984619E1
2.090843875E0,4.461921387E0,-1.085198318E1,1.951940918E-1,1.173509191E1
2.100783875E0,4.285887451E0,-1.053569092E1,-1.537303162E-1,1.137511527E1
2.110724875E0,3.894002380E0,-1.001731888E1,-6.586303711E-1,1.076771684E1
2.120664875E0,3.303779755E0,-9.521699524E0,-1.149609375E0,1.014393041E1
2.130604875E0,2.786904602E0,-9.415270844E0,-1.552571411E0,9.941058309E0
2.140545875E0,2.340832214E0,-9.558522949E0,-1.792522430E0,1.000289923E1
2.150485875E0,1.711091766E0,-9.789193268E0,-1.903591461E0,1.011829039E1
2.160425875E0,1.157842255E0,-1.001881577E1,-1.798659668E0,1.024463004E1
2.170365875E0,7.900570679E-1,-1.015892441E1,-1.436562653E0,1.029036674E1
2.180306875E0,4.596940613E-1,-1.013302826E1,-8.984317017E-1,1.018316060E1
2.190246875E0,2.800675964E-1,-1.007809250E1,-3.109034729E-1,1.008677586E1
2.200186875E0,9.400451660E-2,-1.003168900E1,2.165995789E-1,1.003446742E1
2.210127875E0,-5.987548828E-2,-9.960437164E0,5.957611084E-1,9.978417955E0
2.220067875E0,-2.528242493E-1,-9.876761169E0,7.945477295E-1,9.911893734E0
2.230007875E0,-4.270619202E-1,-9.780511322E0,9.003776550E-1,9.831147620E0
2.239947875E0,-5.155279541E-1,-9.663903809E0,1.025068359E0,9.731781493E0
2.249888875E0,-6.207591248E-1,-9.589508514E0,1.153650970E0,9.678580784E0
2.259828875E0,-7.168592834E-1,-9.648635559E0,1.306034088E0,9.762980100E0
2.269768875E0,-7.191046143E-1,-9.744436340E0,1.466500397E0,9.880373194E0
2.279709875E0,-6.574328613E-1,-9.854158173E0,1.594484253E0,1.000395078E1
2.289648875E0,-5.352868652E-1,-9.964029694E0,1.633403320E0,1.011120300E1
2.299588875E0,-5.528004456E-1,-1.002794678E1,1.738335114E0,1.019250283E1
2.309528875E0,-5.788462830E-1,-1.004276596E1,1.914219360E0,1.023994370E1
2.319469875E0,-5.005590820E-1,-9.969717865E0,2.044149170E0,1.018942489E1
2.329409875E0,-5.947132874E-1,-9.827962646E0,2.043550415E0,1.005577605E1
2.339349875E0,-8.219407654E-1,-9.684111786E0,2.023342438E0,9.927311938E0
2.349290875E0,-1.265767822E0,-9.539662170E0,2.178719330E0,9.866820178E0
2.359230875E0,-1.743574219E0,-9.421557770E0,2.202070770E0,9.831323285E0
2.369170875E0,-2.039508820E0,-9.424252167E0,1.989662476E0,9.845551376E0
2.379110875E0,-2.043550415E0,-9.536369019E0,1.725761261E0,9.904377027E0
2.389051875E0,-1.739532623E0,-9.643246765E0,1.272354126E0,9.881147046E0
2.398991875E0,-1.442999268E0,-9.666747894E0,8.605604553E-1,9.811667852E0
2.408931875E0,-1.297801208E0,-9.645791473E0,7.744894409E-1,9.763473512E0
2.418872875E0,-1.178648987E0,-9.660910034E0,6.816824341E-1,9.756386988E0
2.428812875E0,-9.220825195E-1,-9.732161865E0,3.849993896E-1,9.783324347E0
2.438752875E0,-6.005511475E-1,-9.827513580E0,2.799179077E-2,9.845885861E0
2.448692875E0,-4.209246826E-1,-9.919422455E0,-2.104623413E-1,9.930579732E0
2.458633875E0,-4.284091187E-1,-9.993069305E0,-2.618055725E-1,1.000567392E1
2.468573875E0,-4.460723877E-1,-1.010608429E1,-1.773811340E-1,1.011747915E1
2.478513875E0,-3.293151855E-1,-1.026939468E1,-1.333726501E-1,1.027553911E1
2.488454875E0,3.098556519E-2,-1.044468018E1,-4.854405212E-1,1.045600098E1
2.498394875E0,4.924758911E-1,-1.049662216E1,-1.525777130E0,1.061836170E1
2.508334875E0,8.053253174E-1,-1.036010605E1,-2.782114563E0,1.075734668E1
2.518274875E0,8.231382751E-1,-1.003019211E1,-3.377875671E0,1.061566552E1
2.528215875E0,5.031037903E-1,-9.693392487E0,-2.771935730E0,1.009448359E1
2.538155875E0,1.104702759E-1,-9.718091125E0,-1.460512848E0,9.827848014E0
2.548095875E0,-2.649490356E-2,-9.933044128E0,-2.959346008E-1,9.937486852E0
2.558036875E0,1.248403931E-1,-9.959389343E0,3.751199341E-1,9.967233126E0
2.567976875E0,2.869532776E-1,-9.784552917E0,6.985972595E-1,9.813656613E0
2.577916875E0,3.119512939E-1,-9.648934937E0,9.132508850E-1,9.697076167E0
2.587856875E0,1.939965820E-1,-9.597292328E0,1.157093811E0,9.668739359E0
2.597797875E0,5.867797852E-2,-9.612859955E0,1.447340240E0,9.721384335E0
2.607737875E0,-2.095642090E-3,-9.728569336E0,1.664987640E0,9.870017708E0
2.617677875E0,1.422042847E-2,-9.870174866E0,1.788480835E0,1.003091311E1
2.627618875E0,-2.245330811E-3,-9.956395569E0,1.786534882E0,1.011541026E1
2.637558875E0,-2.948867798E-2,-9.970466309E0,1.692530365E0,1.011314625E1
2.647498875E0,-6.930587769E-2,-9.921069031E0,1.532064056E0,1.003890603E1
2.657438875E0,-2.903961182E-2,-9.832453308E0,1.346300354E0,9.924238308E0
2.667379875E0,9.235794067E-2,-9.725126495E0,1.132694550E0,9.791302890E0
2.677319875E0,1.856140137E-1,-9.663604431E0,9.699829102E-1,9.713936896E0
2.687259875E0,2.571652222E-1,-9.639654236E0,8.045768738E-1,9.676590912E0
2.697200875E0,3.197351074E-1,-9.649533691E0,6.785389709E-1,9.678643817E0
2.707140875E0,4.055067444E-1,-9.651928711E0,5.752537537E-1,9.677555499E0
2.717080875E0,4.236190796E-1,-9.749974823E0,4.981640625E-1,9.771879533E0
2.727020875E0,4.595443726E-1,-9.804311829E0,4.225712585E-1,9.824168053E0
2.736961875E0,5.041516113E-1,-9.805958405E0,3.227288818E-1,9.824212081E0
2.746901875E0,4.444258118E-1,-9.805359650E0,2.374063110E-1,9.818296895E0
2.756841875E0,3.218307495E-1,-9.807006226E0,2.101629639E-1,9.814535884E0
2.766782875E0,2.215393066E-1,-9.837093658E0,1.341210938E-1,9.840502008E0
2.776722875E0,1.224453735E-1,-9.914782104E0,2.065704346E-2,9.915559680E0
2.786662875E0,4.131408691E-2,-1.000085312E1,-1.100212097E-1,1.000154361E1
2.796602875E0,-1.451980591E-2,-1.001806732E1,-1.990859985E-1,1.002005583E1
2.806543875E0,-3.158432007E-2,-9.973310394E0,-2.445913696E-1,9.976359192E0
2.816483875E0,-3.847000122E-2,-9.901160431E0,-2.540217590E-1,9.904493166E0
2.826423875E0,-1.437011719E-2,-9.848619690E0,-1.989363098E-1,9.850639165E0
2.836364875E0,-3.143463135E-3,-9.843380585E0,-1.193019104E-1,9.844104030E0
2.846304875E0,3.053649902E-2,-9.842781830E0,-1.377136230E-2,9.842838832E0
2.856244875E0,4.131408691E-2,-9.839788055E0,1.272354126E-1,9.840697368E0
2.866184875E0,6.526428223E-2,-9.805359650E0,2.546205139E-1,9.808882143E0
2.876125875E0,1.043330383E-1,-9.786648560E0,3.787124634E-1,9.794529011E0
2.886065875E0,1.432521057E-1,-9.800868988E0,4.800517273E-1,9.813664135E0
2.896005875E0,1.715432739E-1,-9.803114319E0,5.466632080E-1,9.819843080E0
2.905946875E0,1.389111328E-1,-9.776918793E0,6.210585022E-1,9.797609456E0
2.915886875E0,1.341210938E-1,-9.741592255E0,6.734495544E-1,9.765763791E0
2.925826875E0,1.751358032E-1,-9.701775055E0,7.108717346E-1,9.729360225E0
2.935766875E0,2.383044434E-1,-9.712402954E0,7.304809570E-1,9.742749231E0
2.945707875E0,2.647993469E-1,-9.714648285E0,7.592211914E-1,9.747867808E0
2.955647875E0,2.562670898E-1,-9.733059998E0,8.110134888E-1,9.770152129E0
2.965587875E0,2.323168945E-1,-9.743388519E0,8.539741516E-1,9.783499519E0
2.975528875E0,1.990859985E-1,-9.732610931E0,8.646020508E-1,9.772967179E0
2.985468875E0,8.981323242E-2,-9.759704590E0,8.349636841E-1,9.795767681E0
2.995408875E0,-4.790039062E-3,-9.768536224E0,7.996371460E-1,9.801211276E0
3.005348875E0,-6.481521606E-2,-9.792785797E0,7.647596741E-1,9.822815892E0
3.015289875E0,-1.483415222E-1,-9.848470001E0,6.863227844E-1,9.873469782E0
3.025229875E0,-2.412982178E-1,-9.903256073E0,6.044430542E-1,9.924618737E0
3.035169875E0,-2.887495422E-1,-9.869426422E0,4.555027771E-1,9.884150797E0
3.045110875E0,-3.230282593E-1,-9.865235138E0,2.631527710E-1,9.874029621E0
3.055050875E0,-3.053649902E-1,-9.876611481E0,6.721023560E-2,9.881559560E0
3.064990875E0,-1.930984497E-1,-9.887688446E0,-9.669891357E-2,9.890046537E0
3.074930875E0,-4.026626587E-2,-9.883646851E0,-2.085163879E-1,9.885928157E0
3.084871875E0,7.828720093E-2,-9.829758911E0,-2.607577515E-1,9.833528550E0
3.094811875E0,1.437011719E-1,-9.731712799E0,-2.402503967E-1,9.735738507E0
3.104751875E0,1.032852173E-1,-9.680818634E0,-1.062789917E-1,9.681952927E0
3.114692875E0,4.999603271E-2,-9.706864471E0,8.592132568E-2,9.707373483E0
3.124632875E0,-1.392105103E-2,-9.788444824E0,3.101550293E-1,9.793367246E0
3.134572875E0,-3.936813354E-2,-9.835147705E0,4.972659302E-1,9.847789277E0
3.144512875E0,-9.415420532E-2,-9.818532257E0,6.846762085E-1,9.842825926E0
3.154453875E0,-1.285826111E-1,-9.806407471E0,8.634045410E-1,9.845183003E0
3.164393875E0,-1.423539734E-1,-9.825268250E0,9.463320923E-1,9.871763027E0
3.174333875E0,-1.275347900E-1,-9.837542725E0,9.505233765E-1,9.884179615E0
3.184274875E0,-5.463638306E-2,-9.846524048E0,9.322613525E-1,9.890709388E0
3.194214875E0,2.125579834E-2,-9.820478210E0,8.806187439E-1,9.859905348E0
3.204154875E0,1.517843628E-1,-9.775421906E0,8.060737610E-1,9.809774046E0
