"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.247853388E1,-1.523950815E0,4.075217247E0,-5.349070430E-1,4.383599804E0
1.248847387E1,-1.049949050E0,2.801431417E0,-5.518675447E-1,3.042198018E0
1.249841487E1,-6.107211113E-1,1.407620549E0,-5.948653817E-1,1.645673330E0
1.250835487E1,-2.587948143E-1,2.749647796E-1,-6.667476296E-1,7.662459054E-1
1.251829488E1,1.540374197E-2,-3.622071743E-1,-7.504020333E-1,8.333873793E-1
1.252823587E1,1.060495377E-1,-6.537130475E-1,-8.609243035E-1,1.086175819E0
1.253817588E1,2.327502519E-2,-7.792813778E-1,-9.616799951E-1,1.238002264E0
1.254811687E1,-9.969081730E-2,-7.147786617E-1,-1.002086878E0,1.234918987E0
1.255805688E1,-2.175002694E-1,-6.452957392E-1,-9.667879939E-1,1.182536250E0
1.256799688E1,-3.129176199E-1,-6.710041761E-1,-8.705971837E-1,1.142848852E0
1.257793788E1,-3.812077343E-1,-7.561672330E-1,-7.325868607E-1,1.119728418E0
1.258787788E1,-4.178914428E-1,-8.408885598E-1,-5.647219419E-1,1.095736145E0
1.259781888E1,-4.079834223E-1,-8.752140403E-1,-3.946328163E-1,1.043161133E0
1.260775888E1,-3.570683599E-1,-8.868259788E-1,-2.425471842E-1,9.862997855E-1
1.261769988E1,-3.140953481E-1,-9.015388489E-1,-1.176081747E-1,9.619042918E-1
1.262763988E1,-3.119665980E-1,-9.437397718E-1,-2.275342681E-2,9.942261482E-1
1.263757987E1,-3.213630319E-1,-9.395807385E-1,3.900580853E-2,9.937844915E-1
1.264752088E1,-2.802639902E-1,-8.303793073E-1,9.977769852E-2,8.820619520E-1
1.265746087E1,-1.918576807E-1,-6.805596948E-1,1.570604146E-1,7.243195715E-1
1.266740188E1,-7.292945683E-2,-5.626964569E-1,2.083405554E-1,6.044433764E-1
1.267734187E1,7.198858261E-2,-4.962950647E-1,2.427432686E-1,5.571493890E-1
1.268728288E1,2.418404669E-1,-4.469134808E-1,2.425568402E-1,5.630739662E-1
1.269722287E1,4.266899526E-1,-3.778145611E-1,2.127941400E-1,6.083498206E-1
1.270716287E1,6.106637120E-1,-2.218531668E-1,1.492275000E-1,6.666317151E-1
1.271710387E1,7.609139085E-1,6.481456012E-2,8.279707283E-2,7.681446860E-1
1.272704387E1,8.456976414E-1,4.116862714E-1,1.319789700E-2,9.406722443E-1
1.273698487E1,8.339653611E-1,6.533244252E-1,-5.458168313E-2,1.060806386E0
1.274692487E1,7.282886505E-1,6.504390836E-1,-9.714580327E-2,9.812811356E-1
1.275686587E1,5.837267041E-1,4.193627238E-1,-1.150156111E-1,7.278946009E-1
1.276680587E1,4.443357885E-1,7.435888052E-2,-1.453045756E-1,4.733676750E-1
1.277674588E1,3.164350688E-1,-2.576398253E-1,-2.077226788E-1,4.578844217E-1
1.278668687E1,1.936836541E-1,-4.725931883E-1,-2.934769690E-1,5.890555244E-1
1.279662688E1,7.703720778E-2,-5.369282365E-1,-3.846864998E-1,6.649889967E-1
1.280656787E1,-3.525562957E-2,-5.013063550E-1,-4.895743132E-1,7.015939204E-1
1.281650788E1,-1.134135500E-1,-4.717071950E-1,-6.081880331E-1,7.779865004E-1
1.282644887E1,-1.243612692E-1,-5.086539984E-1,-7.090911865E-1,8.814788291E-1
1.283638888E1,-9.150025994E-2,-6.599676013E-1,-7.732555270E-1,1.020712321E0
1.284632888E1,-2.367951162E-2,-9.159641862E-1,-7.741885185E-1,1.199549487E0
1.285626988E1,9.774758667E-2,-1.272982001E0,-6.927676797E-1,1.452571797E0
1.286620988E1,2.512311041E-1,-1.698466659E0,-4.828976691E-1,1.783562787E0
1.287615088E1,3.861833513E-1,-2.041168213E0,-1.547829062E-1,2.083137778E0
1.288609088E1,5.230977535E-1,-2.078917503E0,1.604754031E-1,2.149716633E0
1.289603188E1,6.137163043E-1,-1.704798579E0,3.683186173E-1,1.848957680E0
1.290597188E1,5.513101220E-1,-9.302521348E-1,4.649087489E-1,1.177052263E0
1.291591187E1,1.460196227E-1,9.257614613E-2,4.851410389E-1,5.150280581E-1
1.292585288E1,-7.792416811E-1,7.428405285E-1,4.144125879E-1,1.153588939E0
1.293579287E1,-1.424540639E0,3.222390115E-1,2.139583081E-1,1.476120649E0
1.294573388E1,-1.398735166E0,-2.636184096E-1,9.967445396E-3,1.423395265E0
1.295567387E1,-1.085876822E0,-2.603741586E-1,-3.165403381E-2,1.117105704E0
1.296561488E1,-6.442881227E-1,-5.260643736E-2,2.034217492E-2,6.467522140E-1
1.297555487E1,-1.689759344E-1,-2.894805744E-3,7.573007047E-2,1.851925751E-1
1.298549487E1,3.472802043E-1,-1.842845827E-1,1.037192568E-1,4.065981210E-1
1.299543587E1,1.120303750E0,-8.304385543E-1,-3.345937282E-2,1.394929466E0
1.300537588E1,1.731331229E0,-1.353077412E0,-6.471562386E-2,2.198298073E0
1.301531687E1,2.020254135E0,-1.115728498E0,2.115162462E-1,2.317545247E0
1.302525688E1,2.047634602E0,-2.471638769E-1,6.538269520E-1,2.163651341E0
1.303519688E1,1.843715310E0,8.999088407E-1,1.079906821E0,2.318473810E0
1.304513788E1,1.507764697E0,2.090571642E0,1.412798762E0,2.939361243E0
1.305507788E1,1.166287065E0,2.897181511E0,1.712441683E0,3.561789261E0
1.306501888E1,8.426953554E-1,3.153670788E0,1.714769483E0,3.687303795E0
1.307495888E1,6.188532114E-1,2.865895510E0,1.512841702E0,3.299246336E0
1.308489988E1,6.104139686E-1,2.182212591E0,1.325410724E0,2.625142014E0
1.309483988E1,8.965213895E-1,1.206586838E0,1.299006581E0,1.986710975E0
1.310478025E1,1.504743576E0,2.482780367E-1,1.422168136E0,2.085295523E0
1.311472125E1,2.168360949E0,-2.842524648E-1,1.463152289E0,2.631236076E0
1.312466125E1,2.482102871E0,-3.029789925E-1,1.287204623E0,2.812388073E0
1.313460225E1,2.386964083E0,3.551329300E-2,9.740783572E-1,2.578310953E0
1.314454225E1,1.990793228E0,4.884476662E-1,6.364427805E-1,2.146368611E0
1.315448325E1,1.447426081E0,6.697930098E-1,3.995670974E-1,1.644177241E0
1.316442325E1,9.059090614E-1,6.264864206E-1,3.165122271E-1,1.146008923E0
1.317436325E1,4.892266095E-1,6.048147082E-1,3.408588469E-1,8.493104616E-1
1.318430425E1,2.011327595E-1,8.087965846E-1,4.227515757E-1,9.345186980E-1
1.319424425E1,5.236725509E-2,1.214923620E0,5.338605046E-1,1.328077095E0
1.320418525E1,6.656826288E-2,1.709938645E0,6.485941410E-1,1.830026192E0
1.321412525E1,4.801417291E-1,1.935003638E0,8.048825264E-1,2.150025823E0
1.322406625E1,9.908587933E-1,1.306317568E0,8.178534508E-1,1.832252986E0
1.323400625E1,1.206166148E0,9.857788682E-2,5.691321492E-1,1.337335328E0
1.324394625E1,1.100546002E0,-1.047759295E0,2.399327755E-1,1.538365620E0
1.325388725E1,8.479048610E-1,-1.570262909E0,5.290190130E-2,1.785347828E0
1.326382725E1,5.143736005E-1,-1.472497463E0,-1.455296297E-4,1.559752865E0
1.327376825E1,1.373427361E-1,-1.272294283E0,1.477056928E-2,1.279771050E0
1.328370825E1,-1.576445103E-1,-1.309328079E0,1.243026368E-2,1.318842797E0
1.329364925E1,-2.874515057E-1,-1.567007065E0,-1.168758795E-2,1.593196821E0
1.330358925E1,-2.528911531E-1,-1.907158136E0,-2.644581720E-2,1.924033647E0
1.331352925E1,-1.360851824E-1,-2.203231812E0,-2.402500436E-2,2.207561277E0
1.332347025E1,-1.087448932E-2,-2.406390429E0,-3.718949482E-2,2.406702351E0
1.333341025E1,9.869727492E-2,-2.474981070E0,-7.832334936E-2,2.478186231E0
1.334335125E1,2.023895085E-1,-2.382308245E0,-1.454532743E-1,2.395310155E0
1.335329125E1,2.987711728E-1,-2.119399548E0,-1.990480572E-1,2.149590376E0
1.336323225E1,3.585586846E-1,-1.738586664E0,-2.362245619E-1,1.790823822E0
1.337317225E1,3.697194755E-1,-1.323641419E0,-2.587831318E-1,1.398459083E0
1.338311225E1,3.234583437E-1,-9.778752923E-1,-2.844590247E-1,1.068542149E0
1.339305325E1,2.676078677E-1,-6.937714219E-1,-3.116728067E-1,8.062708572E-1
1.340299325E1,2.625936866E-1,-4.230501652E-1,-3.307864666E-1,5.977847213E-1
1.341293425E1,3.270738721E-1,-1.409156621E-1,-3.380901814E-1,4.910595813E-1
1.342287425E1,4.437871873E-1,1.235639304E-1,-3.334544301E-1,5.686888160E-1
1.343281425E1,5.894125700E-1,3.477022052E-1,-3.105120957E-1,7.514797154E-1
1.344275525E1,7.153086066E-1,4.777930081E-1,-2.830234766E-1,9.055687989E-1
1.345269525E1,8.290333152E-1,5.213854909E-1,-2.554150224E-1,1.012114569E0
1.346263625E1,9.329975247E-1,5.412707925E-1,-2.167281508E-1,1.100195230E0
1.347257625E1,1.030188322E0,5.558167100E-1,-1.607932597E-1,1.181556036E0
1.348251725E1,1.115105152E0,6.020005941E-1,-1.207684875E-1,1.272968673E0
1.349245725E1,1.184037805E0,6.207316518E-1,-8.431167901E-2,1.339537893E0
1.350239725E1,1.230598927E0,5.969187021E-1,-4.113611579E-2,1.368348579E0
1.351233825E1,1.238953829E0,5.319908261E-1,-2.381265163E-3,1.348342130E0
1.352227825E1,1.195447803E0,4.651776254E-1,5.706843361E-2,1.284033675E0
1.353221925E1,1.084402680E0,4.350021183E-1,1.534919143E-1,1.178437857E0
1.354215925E1,9.006828666E-1,4.667117000E-1,3.107251823E-1,1.060942777E0
1.355210025E1,6.567479372E-1,5.201160312E-1,4.815025032E-1,9.662728390E-1
1.356204025E1,3.858968318E-1,5.252234936E-1,5.737095475E-1,8.682849347E-1
1.357198025E1,1.373932958E-1,4.483111799E-1,5.936289430E-1,7.564754812E-1
1.358192125E1,-3.184945881E-2,3.046137691E-1,6.140203476E-1,6.861668336E-1
1.359186125E1,-1.140782833E-1,1.041264758E-1,6.428166032E-1,6.611122167E-1
1.360180225E1,-1.085375175E-1,-1.328473687E-1,6.606845856E-1,6.825928052E-1
1.361174225E1,-4.327702522E-2,-3.834814429E-1,6.525681019E-1,7.581398589E-1
1.362168325E1,6.328459084E-2,-6.162464619E-1,6.230667233E-1,8.786220934E-1
1.363162325E1,2.025245130E-1,-7.760289907E-1,5.625101924E-1,9.796197678E-1
1.364156325E1,3.671011925E-1,-8.624043465E-1,4.925055504E-1,1.058804165E0
1.365150425E1,5.372942090E-1,-8.714183569E-1,4.376654625E-1,1.113375982E0
1.366144425E1,7.014076710E-1,-7.615777254E-1,4.180804789E-1,1.116586154E0
1.367138525E1,8.546203971E-1,-4.926834106E-1,4.015973806E-1,1.065079069E0
1.368132525E1,9.598738551E-1,-8.338964731E-2,4.030642509E-1,1.044400518E0
1.369126625E1,9.555717707E-1,4.545379877E-1,4.042251408E-1,1.132748938E0
1.370120625E1,8.389086723E-1,1.084530115E0,3.490417302E-1,1.414851038E0
1.371114625E1,5.803114176E-1,1.713785052E0,1.781845093E-1,1.818122731E0
1.372108725E1,1.622474939E-1,2.147116184E0,-8.469256759E-2,2.154902547E0
1.373102725E1,-3.494149745E-1,2.337370872E0,-4.111569524E-1,2.398842108E0
1.374096825E1,-7.681887150E-1,2.344147444E0,-7.320141196E-1,2.573127632E0
1.375090825E1,-1.056621909E0,2.205486774E0,-1.004148483E0,2.643659575E0
1.376084925E1,-1.312656283E0,1.946891427E0,-1.175995827E0,2.626103374E0
1.377078925E1,-1.628864050E0,1.685535431E0,-1.252778769E0,2.657758910E0
1.378072925E1,-2.023490429E0,1.416927576E0,-1.177179694E0,2.736411757E0
1.379067025E1,-2.465965033E0,1.006111383E0,-1.009189844E0,2.848106002E0
1.380061025E1,-2.840787888E0,3.405714929E-1,-8.993543983E-1,2.999150396E0
1.381055125E1,-3.064040184E0,-5.401321054E-1,-9.056625962E-1,3.240418133E0
1.382049125E1,-3.157994986E0,-1.478833675E0,-9.966160655E-1,3.626723721E0
1.383043125E1,-3.164438486E0,-2.350625515E0,-1.127759695E0,4.100116239E0
1.384037225E1,-3.115558624E0,-3.040882111E0,-1.280810118E0,4.538077138E0
1.385031225E1,-3.039761782E0,-3.487154722E0,-1.400062680E0,4.833277900E0
1.386025325E1,-2.937738895E0,-3.689557076E0,-1.423781276E0,4.926489049E0
1.387019325E1,-2.806070089E0,-3.629745722E0,-1.315688372E0,4.772852317E0
1.388013425E1,-2.654514313E0,-3.307174921E0,-1.068327069E0,4.373233920E0
1.389007425E1,-2.436209202E0,-2.710913658E0,-7.364298105E-1,3.718399791E0
1.390001425E1,-2.196930647E0,-1.832833052E0,-3.817315102E-1,2.886433822E0
1.390995525E1,-2.007457495E0,-8.235733509E-1,-6.562574953E-2,2.170821364E0
1.391989525E1,-1.831888914E0,3.672105074E-1,1.825912893E-1,1.877232039E0
1.392983625E1,-1.653855324E0,1.870969176E0,2.964672744E-1,2.514688039E0
1.393977625E1,-1.622784734E0,3.535529852E0,1.308513284E-1,3.892367364E0
1.394971725E1,-1.676594496E0,4.792521000E0,-2.192978859E-1,5.082058461E0
1.395965725E1,-1.561672211E0,5.266016006E0,-5.748807192E-1,5.522701560E0
1.396959725E1,-1.255267501E0,4.989906788E0,-7.642421126E-1,5.201820091E0
1.397953825E1,-8.715174794E-1,4.216813087E0,-7.623587251E-1,4.372899056E0
1.398947825E1,-5.163884163E-1,3.255388021E0,-6.705856323E-1,3.363613125E0
1.399941925E1,-2.446405292E-1,2.302952766E0,-5.699543953E-1,2.385013301E0
1.400935925E1,-5.966721848E-2,1.467155695E0,-4.968825579E-1,1.550160729E0
1.401930025E1,5.681446567E-2,7.479957938E-1,-4.590681791E-1,8.794709684E-1
1.402924025E1,1.164197326E-1,1.981002241E-1,-4.549599886E-1,5.096919110E-1
1.403918025E1,1.060545072E-1,-1.278085411E-1,-4.556070864E-1,4.849333963E-1
1.404912125E1,-5.176145583E-3,-3.064435422E-1,-4.654977918E-1,5.573352951E-1
1.405906125E1,-1.698946506E-1,-4.005818665E-1,-4.598596990E-1,6.330884352E-1
1.406900225E1,-3.170121908E-1,-4.191430211E-1,-4.525245428E-1,6.935099589E-1
1.407894225E1,-4.210838974E-1,-3.857928216E-1,-4.308220446E-1,7.153708017E-1
1.408888225E1,-4.503863752E-1,-3.541720510E-1,-4.081492424E-1,7.034710603E-1
1.409882325E1,-4.052591324E-1,-2.535766959E-1,-3.432461321E-1,5.885184894E-1
1.410876312E1,-3.578463495E-1,-2.222147584E-1,-1.868674457E-1,4.608175897E-1
1.411870412E1,-2.497221082E-1,-2.754059434E-1,1.257856563E-2,3.719782054E-1
1.412864412E1,-1.221180782E-1,-4.116492569E-1,1.605224907E-1,4.584052855E-1
1.413858512E1,-6.129825860E-2,-6.299622655E-1,2.655859590E-1,6.864006367E-1
1.414852512E1,-4.818059504E-2,-8.131033182E-1,3.357520103E-1,8.810152032E-1
1.415846513E1,-4.341970384E-2,-8.334757686E-1,3.540011346E-1,9.065781438E-1
1.416840612E1,-2.200096659E-2,-7.185808420E-1,3.056194782E-1,7.811822672E-1
1.417834613E1,2.286543138E-2,-4.807010293E-1,2.386810035E-1,5.371823982E-1
1.418828712E1,7.907117903E-2,-2.278373688E-1,1.564953327E-1,2.874941863E-1
1.419822713E1,1.457341611E-1,-7.086688280E-2,6.246899441E-2,1.736747997E-1
1.420816812E1,2.174285948E-1,3.415619954E-2,-2.962977067E-2,2.220805330E-1
1.421810813E1,3.289041817E-1,8.401168138E-2,-1.264118999E-1,3.622373418E-1
1.422804813E1,4.709359109E-1,2.011445723E-2,-2.139025927E-1,5.176287692E-1
1.423798913E1,6.036700606E-1,-1.759956032E-1,-2.994830608E-1,6.964783544E-1
1.424792913E1,6.606510878E-1,-4.949120581E-1,-3.853710592E-1,9.109932263E-1
1.425787013E1,6.093071699E-1,-8.960022330E-1,-4.516135454E-1,1.173895235E0
1.426781013E1,4.502261877E-1,-1.304032922E0,-4.341242909E-1,1.446260482E0
1.427775113E1,2.366918027E-1,-1.579713702E0,-2.919147015E-1,1.623801892E0
1.428769113E1,1.420945860E-2,-1.652875066E0,-1.524934322E-1,1.659955463E0
1.429763112E1,-1.735551059E-1,-1.556003094E0,-1.123974100E-1,1.569681554E0
1.430757213E1,-2.580146194E-1,-1.327468991E0,-1.621178389E-1,1.361994002E0
1.431751212E1,-2.025516778E-1,-1.015917540E0,-2.359428108E-1,1.062442770E0
1.432745313E1,-4.362940416E-2,-8.207727671E-1,-3.017295599E-1,8.755639254E-1
1.433739312E1,1.739378870E-1,-8.250352144E-1,-3.232795596E-1,9.030211333E-1
1.434733413E1,4.261693358E-1,-9.715934992E-1,-2.755130827E-1,1.096139448E0
1.435727412E1,6.944960356E-1,-1.124615312E0,-1.743310690E-1,1.333220036E0
1.436721412E1,9.327104688E-1,-1.087697506E0,-3.103862144E-2,1.433177616E0
1.437715512E1,1.083662748E0,-7.846050262E-1,1.551174372E-1,1.346844987E0
1.438709512E1,1.112050891E0,-3.346556425E-1,3.694185615E-1,1.218655676E0
1.439703612E1,8.713485599E-1,3.678960800E-1,5.707489848E-1,1.104694638E0
1.440697612E1,1.055496559E-1,1.280163288E0,7.071198821E-1,1.466280090E0
1.441691613E1,-8.052928448E-1,1.452146053E0,5.591871738E-1,1.752117297E0
1.442685712E1,-9.996106625E-1,1.053229332E0,1.872647107E-1,1.464097529E0
1.443679713E1,-6.338055134E-1,3.927317560E-1,-6.209569424E-2,7.482001979E-1
1.444673812E1,-1.109771729E-1,-3.538635969E-1,-6.489334255E-2,3.764923957E-1
1.445667813E1,3.220736384E-1,-8.107144237E-1,7.220639288E-2,8.753302625E-1
1.446661912E1,5.595716834E-1,-9.232740402E-1,2.209937423E-1,1.101995307E0
1.447655913E1,6.939288974E-1,-9.028584957E-1,3.293356299E-1,1.185391385E0
1.448649913E1,8.880395293E-1,-8.310354352E-1,4.230535924E-1,1.287714426E0
1.449644013E1,1.112172484E0,-5.629023314E-1,5.774922371E-1,1.373784537E0
1.450638013E1,1.207046270E0,-3.396898508E-2,7.840089202E-1,1.439716839E0
1.451632113E1,1.128158092E0,5.502442122E-1,1.008242249E0,1.609988139E0
1.452626113E1,9.729113579E-1,9.517314434E-1,1.180885315E0,1.801898826E0
1.453620213E1,8.109835982E-1,1.135973215E0,1.234185934E0,1.863154439E0
1.454614213E1,6.727381349E-1,1.128258348E0,1.191074729E0,1.773189924E0
1.455608212E1,5.991514921E-1,9.290385246E-1,1.153994441E0,1.598060781E0
1.456602313E1,6.028469205E-1,5.897691250E-1,1.140437245E0,1.418396680E0
1.457596312E1,6.928185225E-1,1.661233455E-1,1.208424330E0,1.402812828E0
1.458590413E1,1.172324181E0,-1.828460991E-1,1.377968311E0,1.818398567E0
1.459584412E1,1.786179900E0,-3.564245999E-1,1.450079083E0,2.328133690E0
1.460578513E1,2.154283285E0,-4.030190110E-1,1.315168858E0,2.555979249E0
1.461572512E1,2.152843952E0,-3.425985575E-1,1.021221638E0,2.407281555E0
1.462566513E1,1.881874084E0,-2.924995869E-2,6.860354543E-1,2.003234952E0
1.463560612E1,1.467869163E0,4.661026597E-1,4.170795977E-1,1.595571045E0
1.464554613E1,9.969140291E-1,8.002536893E-1,2.179454416E-1,1.296820637E0
1.465548712E1,6.136019230E-1,9.360211492E-1,1.125134379E-1,1.124856518E0
1.466542713E1,5.309342146E-1,1.016985536E0,1.516102403E-1,1.157210605E0
1.467536713E1,7.104902864E-1,9.359351397E-1,2.852076888E-1,1.209179250E0
1.468530813E1,9.448090792E-1,6.286393404E-1,4.017622769E-1,1.203854037E0
1.469524813E1,1.108746767E0,2.580702305E-1,3.987315893E-1,1.206195058E0
1.470518913E1,1.194207311E0,1.706189103E-2,2.596927285E-1,1.222236688E0
1.471512913E1,1.193307638E0,-1.633386612E-1,8.089412004E-2,1.207148084E0
1.472507013E1,1.125612736E0,-3.089028001E-1,-4.659246653E-2,1.168159162E0
1.473501013E1,1.007383108E0,-4.140491188E-1,-9.360480309E-2,1.093169364E0
1.474495012E1,8.303627372E-1,-5.280507803E-1,-6.841689348E-2,9.864181533E-1
1.475489113E1,6.283798218E-1,-6.894978285E-1,-2.997661009E-2,9.333633017E-1
1.476483112E1,4.439602494E-1,-8.479362130E-1,1.597029157E-3,9.571306467E-1
1.477477213E1,3.006134331E-1,-9.471593499E-1,2.521063015E-2,9.940396603E-1
1.478471212E1,1.906984001E-1,-1.023725748E0,4.738171399E-2,1.042413216E0
1.479465313E1,1.420883834E-1,-1.081964970E0,8.182322979E-2,1.094318210E0
1.480459312E1,1.941915303E-1,-1.043421030E0,1.164887995E-1,1.067711308E0
1.481453312E1,3.180848956E-1,-9.213588238E-1,1.515202075E-1,9.864271165E-1
1.482447412E1,4.452380538E-1,-8.110831976E-1,1.410899460E-1,9.359483163E-1
1.483441412E1,5.185652375E-1,-7.790500522E-1,1.076602861E-1,9.420295253E-1
1.484435512E1,5.723789334E-1,-7.655057907E-1,5.587565154E-2,9.574648022E-1
1.485429512E1,6.224376559E-1,-7.045018077E-1,-2.852873411E-3,9.400848746E-1
1.486423612E1,6.556419730E-1,-5.725570917E-1,-5.596269667E-2,8.722498744E-1
1.487417612E1,6.595252156E-1,-3.888201118E-1,-8.916956931E-2,7.707825903E-1
1.488411613E1,6.476001143E-1,-2.342441380E-1,-1.119984537E-1,6.977104542E-1
1.489405712E1,6.676879525E-1,-5.677912012E-2,-9.997718781E-2,6.775149508E-1
1.490399713E1,7.775124907E-1,1.676060557E-1,-7.422415167E-2,7.988283219E-1
1.491393812E1,9.526298642E-1,4.595980346E-1,-4.336006567E-2,1.058590623E0
1.492387813E1,1.178257585E0,8.326989412E-1,-3.225841373E-2,1.443162869E0
1.493381813E1,1.374981523E0,1.155584455E0,-4.545167089E-2,1.796667881E0
1.494375913E1,1.494011760E0,1.300788164E0,-6.626214087E-2,1.982047340E0
1.495369913E1,1.598285079E0,1.276092529E0,-9.547016025E-2,2.047447652E0
1.496364013E1,1.710847020E0,1.079126120E0,-9.182243049E-2,2.024831368E0
1.497358013E1,1.808166027E0,7.396416068E-1,-5.440310389E-2,1.954352523E0
1.498352113E1,1.817136645E0,3.438298404E-1,4.762747325E-3,1.849385636E0
1.499346113E1,1.708266020E0,-5.353914946E-2,5.782951787E-2,1.710082889E0
1.500340112E1,1.533695340E0,-3.838067949E-1,1.479146779E-1,1.587894141E0
1.501334213E1,1.361946583E0,-5.305312872E-1,3.446018696E-1,1.501703163E0
1.502328212E1,1.154852867E0,-4.508132935E-1,5.155688524E-1,1.342657444E0
1.503322313E1,8.073459268E-1,-1.626734287E-1,5.650488734E-1,9.987744086E-1
1.504316312E1,3.185355067E-1,1.911746562E-1,5.133447051E-1,6.336682132E-1
1.505310413E1,-1.838959157E-1,4.398818612E-1,4.428963363E-1,6.507464363E-1
1.506304412E1,-5.301257372E-1,4.815984070E-1,4.135749340E-1,8.270517208E-1
1.507298412E1,-7.146434784E-1,2.811400294E-1,4.330185652E-1,8.816235564E-1
1.508292512E1,-8.599570394E-1,-1.530106068E-1,4.331408143E-1,9.749611891E-1
1.509286512E1,-9.370481372E-1,-7.254935503E-1,3.821607828E-1,1.245169453E0
1.510280612E1,-8.740143180E-1,-1.309126496E0,2.683524489E-1,1.596786225E0
1.511274587E1,-6.862824559E-1,-1.812883854E0,1.043231562E-1,1.941240531E0
1.512268588E1,-4.801543653E-1,-2.184614182E0,-9.448102117E-2,2.238752778E0
1.513262687E1,-3.260391653E-1,-2.294315100E0,-2.684609592E-1,2.332864034E0
1.514256688E1,-3.246996105E-1,-1.984470725E0,-3.722707033E-1,2.045027964E0
1.515250787E1,-6.512716413E-1,-1.212894440E0,-4.723429084E-1,1.455464014E0
1.516244788E1,-1.238244534E0,-2.963744998E-1,-5.915350318E-1,1.403923453E0
1.517238887E1,-1.874252915E0,4.058467746E-1,-6.645171642E-1,2.029561198E0
1.518232888E1,-2.450038671E0,8.211577535E-1,-7.386180162E-1,2.687479511E0
1.519226888E1,-2.928714752E0,1.090251565E0,-8.380482197E-1,3.235481941E0
1.520220988E1,-3.294037342E0,1.285488009E0,-9.379596114E-1,3.658268671E0
1.521214988E1,-3.530337572E0,1.410188437E0,-1.029595375E0,3.938525287E0
1.522209088E1,-3.614629507E0,1.434011221E0,-1.133179069E0,4.050435712E0
1.523203088E1,-3.552895069E0,1.264564037E0,-1.270367980E0,3.979449759E0
1.524197188E1,-3.374407768E0,9.456763268E-1,-1.416236162E0,3.779769354E0
1.525191188E1,-3.102684498E0,5.814008117E-1,-1.512391567E0,3.500286595E0
1.526185187E1,-2.782494068E0,3.042118549E-1,-1.494887114E0,3.173248426E0
1.527179288E1,-2.454856396E0,2.234565765E-1,-1.338381171E0,2.804909433E0
1.528173287E1,-2.132908106E0,3.442394733E-1,-1.082632780E0,2.416586754E0
1.529167388E1,-1.875877500E0,5.420991778E-1,-8.041933775E-1,2.111756354E0
1.530161387E1,-1.682405710E0,8.003081083E-1,-5.458550453E-1,1.941375742E0
1.531155387E1,-1.520385742E0,1.132994533E0,-3.271755874E-1,1.924134424E0
1.532149487E1,-1.366143703E0,1.233529091E0,-1.601274610E-1,1.847588547E0
1.533143487E1,-1.446105719E0,6.822260618E-1,-1.410859972E-1,1.605166473E0
1.534137587E1,-1.748038650E0,7.268711925E-4,-2.739748061E-1,1.769378943E0
1.535131587E1,-1.999342322E0,-4.128549099E-1,-3.740598559E-1,2.075509498E0
1.536125687E1,-2.086943388E0,-5.443149209E-1,-3.525907695E-1,2.185390512E0
1.537119687E1,-1.963755727E0,-4.141198099E-1,-2.785858512E-1,2.026188996E0
1.538113688E1,-1.703421831E0,-1.884981543E-1,-2.138382941E-1,1.727108655E0
1.539107787E1,-1.367695928E0,5.312711000E-2,-1.888478994E-1,1.381693949E0
1.540101788E1,-1.024560928E0,3.000705838E-1,-1.967417747E-1,1.085575781E0
1.541095887E1,-7.109360695E-1,4.943581223E-1,-2.255052030E-1,8.948031318E-1
1.542089888E1,-4.343092740E-1,6.262322664E-1,-2.507290542E-1,8.022820300E-1
1.543083987E1,-1.657947898E-1,7.553018332E-1,-3.268613219E-1,8.395279002E-1
1.544077988E1,9.201572090E-2,9.848556519E-1,-4.742276073E-1,1.096950031E0
1.545071988E1,3.557564914E-1,1.227384090E0,-6.493994594E-1,1.433441329E0
1.546066088E1,5.964369774E-1,1.289021850E0,-8.077547550E-1,1.633946799E0
1.547060088E1,6.960340142E-1,9.675112963E-1,-9.418742061E-1,1.519101207E0
1.548054188E1,5.998103023E-1,3.718825579E-1,-9.888590574E-1,1.214870887E0
1.549048188E1,4.160616994E-1,-1.874245107E-1,-9.259344935E-1,1.032274174E0
1.550042187E1,1.718133241E-1,-6.398527026E-1,-7.734906077E-1,1.018439502E0
1.551036288E1,-8.888734877E-2,-1.026618004E0,-5.736088753E-1,1.179352631E0
1.552030287E1,-3.113174736E-1,-1.375256658E0,-3.610947430E-1,1.455554484E0
1.553024388E1,-4.339372814E-1,-1.593022227E0,-2.072925866E-1,1.664028725E0
1.554018387E1,-4.584181309E-1,-1.631977916E0,-6.761112064E-2,1.696487655E0
1.555012488E1,-4.293387234E-1,-1.576889157E0,6.345367432E-2,1.635523623E0
1.556006487E1,-3.359059691E-1,-1.446482778E0,1.411841512E-1,1.491669605E0
1.557000488E1,-2.017751038E-1,-1.279418707E0,1.888730824E-1,1.308930274E0
1.557994587E1,-4.607340321E-2,-1.126676798E0,1.905910820E-1,1.143611965E0
1.558988588E1,1.461120248E-1,-9.317424893E-1,1.497911811E-1,9.549503590E-1
1.559982687E1,3.765617311E-1,-6.778241992E-1,7.884563506E-2,7.793978551E-1
1.560976688E1,6.286541820E-1,-4.088709950E-1,2.497076988E-3,7.499252006E-1
