"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.470896775E1,8.374485168E0,-4.094884644E0,3.396886139E0,9.921638853E0
1.471890875E1,8.343349915E0,-4.062102814E0,3.397784271E0,9.882160949E0
1.472885075E1,8.350684662E0,-4.048032074E0,3.400628357E0,9.883560655E0
1.473879175E1,8.415649567E0,-4.051774292E0,3.415297852E0,9.945063698E0
1.474873275E1,8.424181824E0,-3.979474640E0,3.354673920E0,9.902368147E0
1.475867475E1,8.362659760E0,-3.950435028E0,3.254681854E0,9.804742176E0
1.476861575E1,8.343050537E0,-3.959715729E0,3.202440491E0,9.774531498E0
1.477855775E1,8.366551666E0,-4.025728455E0,3.221600647E0,9.827735604E0
1.478849875E1,8.378077698E0,-4.031865692E0,3.247796173E0,9.848670309E0
1.479843975E1,8.383765869E0,-3.976480865E0,3.219654694E0,9.821716070E0
1.480838175E1,8.365204468E0,-3.961062927E0,3.141966248E0,9.774385771E0
1.481832275E1,8.355025635E0,-3.996090088E0,3.100951538E0,9.766836222E0
1.482826475E1,8.372090149E0,-4.027075653E0,3.132535858E0,9.804183427E0
1.483820575E1,8.403075714E0,-4.049528961E0,3.201242981E0,9.861963440E0
1.484814675E1,8.419691162E0,-4.019890594E0,3.222498779E0,9.870927922E0
1.485808875E1,8.433761902E0,-3.951033783E0,3.184178467E0,9.842662256E0
1.486802975E1,8.416248322E0,-3.956721954E0,3.171903992E0,9.825978799E0
1.487797075E1,8.426726532E0,-4.001329193E0,3.172652435E0,9.853226823E0
1.488791275E1,8.438102875E0,-4.033212891E0,3.197051697E0,9.883801187E0
1.489785375E1,8.447084198E0,-4.032015381E0,3.209924927E0,9.895150202E0
1.490779575E1,8.445138245E0,-4.015549622E0,3.200045471E0,9.883586887E0
1.491773675E1,8.430768127E0,-3.993545380E0,3.189118195E0,9.858840235E0
1.492767775E1,8.429271240E0,-3.996988220E0,3.133583679E0,9.841131802E0
1.493761975E1,8.439001007E0,-3.996090088E0,3.067421265E0,9.828252500E0
1.494756075E1,8.445886688E0,-4.001478882E0,3.050057373E0,9.830955456E0
1.495750275E1,8.452173615E0,-4.016447754E0,3.050955505E0,9.842734420E0
1.496744375E1,8.464298401E0,-4.006867676E0,3.051254883E0,9.849339691E0
1.497738475E1,8.484506378E0,-3.972588959E0,3.024460602E0,9.844575839E0
1.498732675E1,8.467741241E0,-3.946992188E0,2.986140289E0,9.808079470E0
1.499726775E1,8.461304626E0,-3.984564056E0,2.971770172E0,9.813350328E0
1.500720975E1,8.453969879E0,-4.026476898E0,3.022065582E0,9.839461536E0
1.501715075E1,8.464897156E0,-4.004772034E0,3.028502197E0,9.841976857E0
1.502709175E1,8.461154938E0,-3.969146118E0,2.998863831E0,9.815215131E0
1.503703375E1,8.524024200E0,-3.987258453E0,3.025807800E0,9.884975032E0
1.504697475E1,8.500074005E0,-3.958218842E0,3.043770447E0,9.858158703E0
1.505691575E1,8.455167389E0,-3.932023315E0,3.049608307E0,9.810747869E0
1.506685775E1,8.454568634E0,-3.942800903E0,3.026107178E0,9.807279664E0
1.507679875E1,8.437653809E0,-3.932322693E0,3.070115662E0,9.802182090E0
1.508674075E1,8.449628906E0,-3.969744873E0,3.032094727E0,9.815737437E0
1.509668175E1,8.494834900E0,-3.971241760E0,3.058290253E0,9.863372667E0
1.510662275E1,8.490493927E0,-3.857328644E0,3.121758270E0,9.834268966E0
1.511656475E1,8.728349304E0,-3.919449463E0,3.168610840E0,1.007900096E1
1.512650575E1,8.578510895E0,-4.205205231E0,2.930456085E0,9.993106277E0
1.513644775E1,8.580307159E0,-4.060007172E0,2.963387604E0,9.944194048E0
1.514638875E1,8.502019958E0,-3.964505768E0,3.088227997E0,9.876173425E0
1.515632975E1,8.501870270E0,-4.025279388E0,3.084485779E0,9.899430527E0
1.516627175E1,8.479866028E0,-4.024830322E0,3.111729126E0,9.888895041E0
1.517621275E1,8.418793030E0,-4.031117249E0,3.165317688E0,9.856227393E0
1.518615475E1,8.367599487E0,-4.058061218E0,3.178490295E0,9.827888002E0
1.519609575E1,8.384813690E0,-4.075874176E0,3.190764771E0,9.853873895E0
1.520603675E1,8.358019409E0,-4.062102814E0,3.182681580E0,9.822760801E0
1.521597875E1,8.378377075E0,-4.036655731E0,3.177741852E0,9.828012779E0
1.522591975E1,8.383915558E0,-4.018842773E0,3.130440216E0,9.810239205E0
1.523586175E1,8.399932251E0,-3.986959076E0,3.074306946E0,9.793164335E0
1.524580275E1,8.412057037E0,-4.011508026E0,3.063679047E0,9.810251248E0
1.525574375E1,8.373437347E0,-4.041146393E0,3.060086517E0,9.788230007E0
1.526568575E1,8.350534973E0,-4.066144409E0,3.052452393E0,9.776626734E0
1.527562675E1,8.339757385E0,-4.067341919E0,3.045267334E0,9.765678505E0
1.528556775E1,8.355474701E0,-4.061354370E0,3.093467102E0,9.791736082E0
1.529550975E1,8.383616180E0,-4.029470673E0,3.148552551E0,9.820134283E0
1.530545075E1,8.418493652E0,-4.015848999E0,3.165916443E0,9.849929212E0
1.531539275E1,8.416248322E0,-4.025728455E0,3.154240723E0,9.848297312E0
1.532533375E1,8.424930267E0,-4.029171295E0,3.185375977E0,9.867131875E0
1.533527475E1,8.442294159E0,-4.021986237E0,3.288511505E0,9.912770141E0
1.534521675E1,8.436456299E0,-4.004472656E0,3.284170532E0,9.899261196E0
1.535515775E1,8.419691162E0,-4.004772034E0,3.243305511E0,9.871597082E0
1.536509975E1,8.425678711E0,-4.030518494E0,3.222947845E0,9.880512835E0
1.537504075E1,8.437803497E0,-4.034410400E0,3.211421814E0,9.888691784E0
1.538498175E1,8.456065521E0,-4.061953125E0,3.180585938E0,9.905586010E0
1.539492375E1,8.467441864E0,-4.042493591E0,3.149300995E0,9.897344235E0
1.540486475E1,8.505612488E0,-4.037404175E0,3.159779205E0,9.931277908E0
1.541480675E1,8.520731049E0,-4.026925964E0,3.165018311E0,9.941646304E0
1.542474775E1,8.454269257E0,-4.034260712E0,3.156486053E0,9.885005430E0
1.543468875E1,8.379724274E0,-4.090992737E0,3.139271851E0,9.839259537E0
1.544463075E1,8.352780304E0,-4.076323242E0,3.132236481E0,9.807968972E0
1.545457175E1,8.336164856E0,-4.042643280E0,3.145708466E0,9.784175537E0
1.546451275E1,8.351133728E0,-4.087100830E0,3.162323914E0,9.820698563E0
1.547445475E1,8.359516296E0,-4.121080170E0,3.172652435E0,9.845330769E0
1.548439575E1,8.395142212E0,-4.109554138E0,3.176244965E0,9.871949151E0
1.549433775E1,8.389903107E0,-4.119882660E0,3.138822784E0,9.859823312E0
1.550427875E1,8.396788788E0,-4.161346436E0,3.096909943E0,9.869838768E0
1.551421975E1,8.434959412E0,-4.151017914E0,3.051404572E0,9.883853492E0
1.552416175E1,8.399782562E0,-4.151616669E0,3.033142548E0,9.848462914E0
1.553410275E1,8.356971588E0,-4.186494141E0,3.078947296E0,9.841017415E0
1.554404475E1,8.306077423E0,-4.266427917E0,3.096909943E0,9.837895127E0
1.555398575E1,8.264164581E0,-4.294868774E0,3.177741852E0,9.840749834E0
1.556392675E1,8.256829834E0,-4.314328308E0,3.245999908E0,9.865352658E0
1.557386875E1,8.280480652E0,-4.269122314E0,3.283571777E0,9.877935451E0
1.558380979E1,8.304131470E0,-4.213887177E0,3.247197418E0,9.862035068E0
1.559375179E1,8.324938202E0,-4.180656281E0,3.221301270E0,9.856939934E0
1.560369279E1,8.370593262E0,-4.112248535E0,3.180585938E0,9.853605760E0
1.561363379E1,8.418643341E0,-4.034560089E0,3.171155548E0,9.859384277E0
1.562357579E1,8.484057312E0,-4.003724213E0,3.133433990E0,9.890775734E0
1.563351679E1,8.497529297E0,-3.959715729E0,3.067720642E0,9.863988176E0
1.564345779E1,8.534502411E0,-3.906576233E0,3.016826477E0,9.859021821E0
1.565339979E1,8.576265564E0,-3.878285065E0,3.029849396E0,9.888043964E0
1.566334079E1,8.602161713E0,-3.873495026E0,3.070415039E0,9.921118806E0
1.567328279E1,8.614885254E0,-3.897295532E0,3.109334106E0,9.953548060E0
1.568322379E1,8.603957977E0,-3.915258179E0,3.158581696E0,9.966643257E0
1.569316479E1,8.598718872E0,-3.903881836E0,3.173400879E0,9.962365822E0
1.570310679E1,8.577463074E0,-3.948339386E0,3.211870880E0,9.973884461E0
1.571304779E1,8.555309143E0,-3.963008881E0,3.263812866E0,9.977536186E0
1.572298979E1,8.514743500E0,-3.956422577E0,3.284020844E0,9.946804983E0
1.573293079E1,8.499325562E0,-3.967349854E0,3.282673645E0,9.937522132E0
1.574287179E1,8.483608246E0,-3.988455963E0,3.263363800E0,9.926174144E0
1.575281379E1,8.453371124E0,-3.983665924E0,3.233575745E0,9.888634368E0
1.576275479E1,8.430768127E0,-3.969146118E0,3.221001892E0,9.859352175E0
1.577269579E1,8.402476959E0,-4.030967560E0,3.209924927E0,9.856669648E0
1.578263779E1,8.393495636E0,-4.087100830E0,3.223546600E0,9.876558858E0
1.579257879E1,8.386310577E0,-4.100273438E0,3.250789948E0,9.884841053E0
1.580252079E1,8.378377075E0,-4.114793243E0,3.290307770E0,9.897214309E0
1.581246179E1,8.420140228E0,-4.160597992E0,3.297492828E0,9.954034160E0
1.582240279E1,8.464597778E0,-4.175566864E0,3.276985474E0,9.991166497E0
1.583234479E1,8.547076263E0,-4.196822662E0,3.250041504E0,1.006124261E1
1.584228579E1,8.638985138E0,-4.218826904E0,3.242856445E0,1.014626446E1
1.585222779E1,8.762178955E0,-4.302502899E0,3.240910492E0,1.028546606E1
1.586216879E1,8.819809113E0,-4.395758972E0,3.261417847E0,1.038020116E1
1.587210979E1,8.747210083E0,-4.445755005E0,3.281326447E0,1.034628074E1
1.588205179E1,8.574020233E0,-4.478237457E0,3.311413879E0,1.022418190E1
1.589199279E1,8.322243805E0,-4.492158508E0,3.352278900E0,1.003379309E1
1.590193479E1,8.056845703E0,-4.484524384E0,3.343447266E0,9.808280239E0
1.591187579E1,7.862849121E0,-4.459825745E0,3.312611389E0,9.627452217E0
1.592181679E1,7.767048340E0,-4.429139557E0,3.274291077E0,9.521832764E0
1.593175879E1,7.742349701E0,-4.386627960E0,3.211571503E0,9.460479653E0
1.594169979E1,7.772137756E0,-4.312232666E0,3.129542084E0,9.423136926E0
1.595164079E1,7.888595581E0,-4.148024139E0,3.085084534E0,9.431531746E0
1.596158279E1,8.057145081E0,-3.982169037E0,3.028951263E0,9.484186989E0
1.597152379E1,8.254285126E0,-3.829187164E0,2.957699432E0,9.567856772E0
1.598146579E1,8.364456024E0,-3.710334320E0,2.910397797E0,9.602141463E0
1.599140679E1,8.446036377E0,-3.690425720E0,2.931803284E0,9.672137456E0
1.600134779E1,8.526419220E0,-3.720064087E0,2.963088226E0,9.763124160E0
1.601128979E1,8.544381866E0,-3.745361481E0,3.020119629E0,9.805881739E0
1.602123079E1,8.550968170E0,-3.776197357E0,3.042423248E0,9.830313441E0
1.603117279E1,8.494535522E0,-3.807182922E0,3.073708191E0,9.803033081E0
1.604111379E1,8.491092682E0,-3.808081055E0,3.156186676E0,9.826578783E0
1.605105479E1,8.492739258E0,-3.824846191E0,3.250340881E0,9.865129717E0
1.606099679E1,8.484955444E0,-3.826343079E0,3.364852753E0,9.897353399E0
1.607093779E1,8.469088440E0,-3.814966736E0,3.418291626E0,9.897683963E0
1.608087879E1,8.453071747E0,-3.836970978E0,3.444936218E0,9.901734888E0
1.609082079E1,8.394992523E0,-3.881877594E0,3.410358124E0,9.857759160E0
1.610076179E1,8.378975830E0,-3.918401642E0,3.342549133E0,9.835331316E0
1.611070379E1,8.396040344E0,-3.980372772E0,3.297642517E0,9.859579455E0
1.612064479E1,8.389304352E0,-4.045487366E0,3.258124695E0,9.867206903E0
1.613058579E1,8.461903381E0,-4.137695618E0,3.237916718E0,9.960343294E0
1.614052779E1,8.493338013E0,-4.148173828E0,3.215164032E0,9.984058116E0
1.615046879E1,8.513545990E0,-4.107907562E0,3.160976715E0,9.967303731E0
1.616041079E1,8.537795563E0,-4.100572815E0,3.101849670E0,9.966449812E0
1.617035179E1,8.521479492E0,-4.074526978E0,3.069965973E0,9.931871621E0
1.618029279E1,8.473279724E0,-4.052522736E0,3.092269592E0,9.888454937E0
1.619023479E1,8.494236145E0,-4.014801178E0,3.155438232E0,9.910977077E0
1.620017579E1,8.586444397E0,-4.063749390E0,3.070115662E0,9.983320923E0
1.621011679E1,8.603957977E0,-4.067192230E0,2.789000244E0,9.917089688E0
1.622005879E1,8.657396851E0,-4.068389740E0,2.557581482E0,9.901693711E0
1.622999979E1,8.649613037E0,-4.124672699E0,2.403252411E0,9.879491521E0
1.623994179E1,8.549321594E0,-4.189487915E0,2.446213074E0,9.829886424E0
1.624988279E1,8.335715790E0,-4.236490173E0,2.728975067E0,9.740601195E0
1.625982379E1,8.163124695E0,-4.319118347E0,3.163222046E0,9.762036765E0
1.626976579E1,7.964787140E0,-4.381987610E0,3.504212952E0,9.742646355E0
1.627970679E1,7.762108612E0,-4.439617767E0,3.729344788E0,9.688578253E0
1.628964879E1,7.640561371E0,-4.454886017E0,3.817960510E0,9.633328082E0
1.629958979E1,7.650141449E0,-4.458927612E0,3.807931366E0,9.638829853E0
1.630953079E1,7.689808960E0,-4.450395355E0,3.738625488E0,9.639320578E0
1.631947279E1,7.803123322E0,-4.391567688E0,3.624263306E0,9.659704180E0
1.632941379E1,7.950267334E0,-4.299060059E0,3.480262756E0,9.685086315E0
1.633935479E1,8.182733917E0,-4.192930756E0,3.340303802E0,9.782404212E0
1.634929679E1,8.428373108E0,-4.090843048E0,3.248394928E0,9.915873118E0
1.635923779E1,8.594976654E0,-3.974983978E0,3.117716675E0,9.969667927E0
1.636917979E1,8.716972961E0,-3.899091797E0,2.965034180E0,9.998998057E0
1.637912079E1,8.791517944E0,-3.856131134E0,2.888393555E0,1.002513603E1
1.638906179E1,8.801397400E0,-3.848646698E0,2.913690948E0,1.003824051E1
1.639900379E1,8.737480316E0,-3.878883820E0,3.022664337E0,1.002625561E1
1.640894479E1,8.628806305E0,-3.925437012E0,3.176394653E0,9.997741594E0
1.641888679E1,8.510851593E0,-3.962410126E0,3.322341156E0,9.958576183E0
1.642882779E1,8.484506378E0,-4.006867676E0,3.441643066E0,9.994335598E0
1.643876879E1,8.386160889E0,-4.027225342E0,3.436703339E0,9.917518250E0
1.644871079E1,8.333620148E0,-4.009711761E0,3.382066956E0,9.847100592E0
1.645865179E1,8.339458008E0,-3.989204407E0,3.410807190E0,9.853624579E0
1.646859379E1,8.422235870E0,-3.967050476E0,3.472478943E0,9.936279814E0
1.647853479E1,8.466094666E0,-3.937861176E0,3.498225403E0,9.970912220E0
1.648847579E1,8.520431671E0,-3.861220551E0,3.508853302E0,9.990937468E0
1.649841779E1,8.613088989E0,-3.836521912E0,3.486399994E0,1.005281986E1
1.650835879E1,8.658145294E0,-3.865112457E0,3.473526764E0,1.009791872E1
1.651829979E1,8.704399109E0,-3.874393158E0,3.483406219E0,1.014453573E1
1.652824179E1,8.723259888E0,-3.840713196E0,3.465742950E0,1.014187927E1
1.653818279E1,8.766819305E0,-3.827091522E0,3.442391510E0,1.016630757E1
1.654812479E1,8.787626038E0,-3.811224518E0,3.427871704E0,1.017340199E1
1.655806579E1,8.807684326E0,-3.804338837E0,3.352129211E0,1.016292613E1
1.656800679E1,8.803043976E0,-3.810925140E0,3.327580261E0,1.015330114E1
1.657794938E1,8.824299774E0,-3.807631989E0,3.298241272E0,1.016094107E1
1.658789037E1,8.809480591E0,-3.808380432E0,3.216960297E0,1.012223016E1
1.659783238E1,8.771908722E0,-3.825744324E0,3.134930878E0,1.007027775E1
1.660777337E1,8.718469849E0,-3.866459656E0,3.122057648E0,1.003536102E1
1.661771437E1,8.644523621E0,-3.929628296E0,3.182232513E0,1.001480758E1
1.662765637E1,8.554261322E0,-3.966302032E0,3.229833527E0,9.966883324E0
1.663759737E1,8.546327820E0,-3.994892578E0,3.293900299E0,9.992430390E0
1.664753838E1,8.538094940E0,-4.011508026E0,3.352578278E0,1.001154548E1
1.665748037E1,8.521479492E0,-4.007017365E0,3.376079407E0,1.000348505E1
1.666742138E1,8.553812256E0,-3.990701294E0,3.329376526E0,1.000890349E1
1.667736337E1,8.555758209E0,-3.939058685E0,3.255579987E0,9.965740460E0
1.668730438E1,8.575816498E0,-3.881727905E0,3.171305237E0,9.933258128E0
1.669724538E1,8.521629181E0,-3.827839966E0,3.124302979E0,9.850471654E0
1.670718737E1,8.497080231E0,-3.757785645E0,3.057990875E0,9.781238858E0
1.671712838E1,8.459358673E0,-3.745211792E0,2.995720367E0,9.724284089E0
1.672707037E1,8.408314819E0,-3.749253387E0,2.941233673E0,9.664756313E0
1.673701138E1,8.356672211E0,-3.792812805E0,2.932402039E0,9.634229659E0
1.674695238E1,8.340954895E0,-3.819008331E0,2.965183868E0,9.640988983E0
1.675689438E1,8.319848785E0,-3.894002380E0,3.034340057E0,9.674210972E0
1.676683538E1,8.293653259E0,-3.993395691E0,3.099604340E0,9.712849252E0
1.677677638E1,8.287665710E0,-4.090244293E0,3.183729401E0,9.775051621E0
1.678671838E1,8.264014893E0,-4.128265228E0,3.269201660E0,9.799193611E0
1.679665938E1,8.264463959E0,-4.162244568E0,3.331023102E0,9.834701789E0
1.680660138E1,8.260422363E0,-4.204157410E0,3.395538940E0,9.871129715E0
1.681654238E1,8.270002441E0,-4.210294647E0,3.452570343E0,9.901503086E0
1.682648337E1,8.245453491E0,-4.183949432E0,3.494034119E0,9.884392270E0
1.683642538E1,8.268505554E0,-4.160747681E0,3.547622681E0,9.912902302E0
1.684636638E1,8.322543182E0,-4.178560638E0,3.594026184E0,9.982089874E0
1.685630838E1,8.333320770E0,-4.184099121E0,3.589984589E0,9.991942247E0
1.686624938E1,8.330177307E0,-4.114194489E0,3.558250580E0,9.948849051E0
1.687619037E1,8.306676178E0,-4.064048767E0,3.503913574E0,9.889123917E0
1.688613238E1,8.317453766E0,-4.085304565E0,3.449726257E0,9.887889653E0
1.689607337E1,8.303383026E0,-4.122577057E0,3.437152405E0,9.887154693E0
1.690601437E1,8.298592987E0,-4.151017914E0,3.407963104E0,9.884928316E0
1.691595637E1,8.299640808E0,-4.114493866E0,3.384911041E0,9.862591955E0
1.692589737E1,8.326584778E0,-4.068988495E0,3.299289093E0,9.837377189E0
1.693583938E1,8.305478668E0,-4.041445770E0,3.227139130E0,9.784103780E0
1.694578037E1,8.281378784E0,-4.042343903E0,3.126398621E0,9.731194538E0
1.695572138E1,8.290060730E0,-4.057163086E0,3.075803833E0,9.728630347E0
1.696566337E1,8.275540924E0,-4.090992737E0,3.091820526E0,9.735509916E0
1.697560438E1,8.269253998E0,-4.118984528E0,3.121009827E0,9.751271587E0
1.698554637E1,8.266110535E0,-4.110003204E0,3.153492279E0,9.755266437E0
1.699548737E1,8.229736176E0,-4.160747681E0,3.182980957E0,9.755600779E0
1.700542838E1,8.225245514E0,-4.238436127E0,3.205434265E0,9.792538659E0
1.701537037E1,8.234675903E0,-4.318669281E0,3.252885590E0,9.850992653E0
1.702531138E1,8.264913025E0,-4.345313873E0,3.302582245E0,9.904422722E0
1.703525238E1,8.292755127E0,-4.328249359E0,3.331322479E0,9.929815687E0
1.704519438E1,8.379873962E0,-4.340972900E0,3.344644775E0,1.001264111E1
1.705513538E1,8.449329529E0,-4.341272278E0,3.336112518E0,1.006814090E1
1.706507738E1,8.544531555E0,-4.318519592E0,3.325185242E0,1.013486496E1
1.707501838E1,8.587043152E0,-4.264032898E0,3.307222595E0,1.014184441E1
1.708495938E1,8.657995605E0,-4.201912079E0,3.231779480E0,1.015191369E1
1.709490138E1,8.641529846E0,-4.139791260E0,3.149750061E0,1.008636878E1
1.710484238E1,8.606652374E0,-4.090543671E0,3.101101227E0,1.002116966E1
1.711478338E1,8.574020233E0,-4.059109039E0,3.056493988E0,9.966561325E0
1.712472538E1,8.531808014E0,-4.020639038E0,2.986289978E0,9.893190289E0
1.713466638E1,8.448281708E0,-4.028422852E0,2.974614258E0,9.820895299E0
1.714460838E1,8.373137970E0,-4.014352112E0,2.979853363E0,9.752127379E0
1.715454938E1,8.363258514E0,-4.066593475E0,2.974913635E0,9.763779320E0
1.716449037E1,8.315807190E0,-4.078418884E0,2.956651611E0,9.722547946E0
1.717443238E1,8.288264465E0,-4.078418884E0,2.891986084E0,9.679484075E0
1.718437337E1,8.327333221E0,-4.128863983E0,2.830763397E0,9.716234753E0
1.719431538E1,8.281977539E0,-4.161496124E0,2.823428650E0,9.689218301E0
1.720425638E1,8.290060730E0,-4.255949707E0,2.844235382E0,9.743094463E0
1.721419737E1,8.255931702E0,-4.407434692E0,2.928210754E0,9.806136194E0
1.722413938E1,8.238418121E0,-4.497696991E0,3.028651886E0,9.862735098E0
1.723408037E1,8.149203644E0,-4.495601349E0,3.071163483E0,9.800612055E0
1.724402238E1,8.072413330E0,-4.445605316E0,3.049608307E0,9.707078573E0
1.725396337E1,8.098459167E0,-4.426445160E0,3.016676788E0,9.709726901E0
1.726390437E1,8.140072632E0,-4.389472046E0,3.033741302E0,9.733027976E0
1.727384637E1,8.203540649E0,-4.306843872E0,3.070415039E0,9.760862249E0
1.728378737E1,8.290210419E0,-4.196373596E0,3.041375427E0,9.776865788E0
1.729372838E1,8.344996490E0,-4.134103088E0,3.009641418E0,9.787119915E0
1.730367037E1,8.372090149E0,-4.110302582E0,3.011287994E0,9.800731409E0
1.731361138E1,8.369844818E0,-4.045786743E0,2.983146515E0,9.763291237E0
1.732355337E1,8.374036102E0,-4.039499817E0,2.990032196E0,9.766387866E0
1.733349438E1,8.351882172E0,-4.057612152E0,3.000809784E0,9.758227890E0
1.734343538E1,8.368647308E0,-4.098776550E0,3.074306946E0,9.812522111E0
1.735337737E1,8.344098358E0,-4.078418884E0,3.116519165E0,9.796436582E0
1.736331838E1,8.332722015E0,-4.013603668E0,3.097508698E0,9.753862349E0
1.737326037E1,8.376730499E0,-4.072281647E0,3.124003601E0,9.824077064E0
1.738320138E1,8.428672485E0,-4.115092621E0,3.215762787E0,9.915525072E0
1.739314238E1,8.409362640E0,-4.091890869E0,3.250340881E0,9.900791218E0
1.740308438E1,8.400231628E0,-4.040098572E0,3.267405396E0,9.877359257E0
1.741302538E1,8.432414703E0,-4.050427094E0,3.305276642E0,9.921513546E0
1.742296638E1,8.466693420E0,-4.093387756E0,3.355422363E0,9.984967703E0
1.743290838E1,8.425678711E0,-4.070485382E0,3.356021118E0,9.941015578E0
1.744284938E1,8.405919800E0,-4.049528961E0,3.285517731E0,9.892057382E0
1.745279138E1,8.480764160E0,-4.064647522E0,3.358865204E0,9.986325434E0
1.746273238E1,8.504265289E0,-4.058809662E0,3.374133453E0,1.000905792E1
1.747267337E1,8.503217468E0,-4.042942657E0,3.310815125E0,9.980560577E0
1.748261538E1,8.555758209E0,-3.972289581E0,3.283571777E0,9.988089240E0
1.749255638E1,8.550219727E0,-3.966302032E0,3.247945862E0,9.969300954E0
1.750249838E1,8.552015991E0,-4.008514252E0,3.259471893E0,9.991462408E0
1.751243938E1,8.551117859E0,-4.011957092E0,3.262016602E0,9.992905916E0
1.752238037E1,8.497678986E0,-3.936813354E0,3.226390686E0,9.905485571E0
1.753232238E1,8.438402252E0,-3.930676117E0,3.166365509E0,9.832737047E0
1.754226337E1,8.409811707E0,-3.996389465E0,3.181933136E0,9.839754071E0
1.755220437E1,8.376431122E0,-4.082610168E0,3.258573761E0,9.871707405E0
1.756214637E1,8.347541199E0,-4.115092621E0,3.288511505E0,9.870650397E0
1.757208737E1,8.318351898E0,-4.101321259E0,3.302133179E0,9.844790394E0
1.758202892E1,8.320597229E0,-4.143683167E0,3.301684113E0,9.864257013E0
1.759196992E1,8.296946411E0,-4.175417175E0,3.294798431E0,9.855410952E0
1.760191092E1,8.310867462E0,-4.182751923E0,3.269800415E0,9.861923057E0
1.761185292E1,8.317154388E0,-4.188889160E0,3.277733917E0,9.872456085E0
1.762179392E1,8.335715790E0,-4.218976593E0,3.279530182E0,9.901476629E0
1.763173592E1,8.379724274E0,-4.211791534E0,3.313210144E0,9.946674233E0
1.764167692E1,8.394244080E0,-4.180207214E0,3.290906525E0,9.938185537E0
1.765161792E1,8.403973846E0,-4.159999237E0,3.231629791E0,9.918457600E0
1.766155992E1,8.525970154E0,-4.184548187E0,3.164120178E0,1.001070762E1
1.767150092E1,8.569978638E0,-4.190835114E0,3.093167725E0,1.002872471E1
1.768144192E1,8.561296692E0,-4.142186279E0,3.069217529E0,9.993678225E0
1.769138392E1,8.643625488E0,-4.133953400E0,3.015329590E0,1.004460277E1
1.770132492E1,8.625363464E0,-4.245321808E0,3.068618774E0,1.009138610E1
1.771126692E1,8.551417236E0,-4.155209198E0,3.113824768E0,1.000441927E1
1.772120792E1,8.474776611E0,-4.208947449E0,3.084934845E0,9.952582591E0
1.773114892E1,8.433612213E0,-4.182751923E0,3.105442200E0,9.912870415E0
1.774109092E1,8.404123535E0,-4.178860016E0,3.068169708E0,9.874503977E0
1.775103192E1,8.370443573E0,-4.218527527E0,3.038980408E0,9.853715138E0
1.776097292E1,8.350834351E0,-4.242926788E0,3.016976166E0,9.840782858E0
1.777091492E1,8.319399719E0,-4.254153442E0,2.975063324E0,9.806183507E0
1.778085592E1,8.325237579E0,-4.280498657E0,2.929408264E0,9.808857338E0
1.779079792E1,8.353828125E0,-4.260440369E0,2.903661804E0,9.816773826E0
1.780073892E1,8.393495636E0,-4.254303131E0,2.874023438E0,9.839200925E0
1.781067992E1,8.397537231E0,-4.245022430E0,2.874771881E0,9.838859708E0
1.782062192E1,8.368946686E0,-4.223467255E0,2.883004761E0,9.807581798E0
1.783056292E1,8.356522522E0,-4.206851807E0,2.911894684E0,9.798377490E0
1.784050492E1,8.320148163E0,-4.208049316E0,2.925067291E0,9.771824966E0
1.785044592E1,8.335566101E0,-4.246070251E0,2.991379395E0,9.821360674E0
1.786038692E1,8.319998474E0,-4.273463287E0,3.049308929E0,9.837842651E0
1.787032892E1,8.312514038E0,-4.241878967E0,3.081042938E0,9.827728751E0
1.788026992E1,8.330626373E0,-4.226311340E0,3.078947296E0,9.835698235E0
1.789021092E1,8.356223145E0,-4.200864258E0,3.068319397E0,9.843185951E0
1.790015292E1,8.375383301E0,-4.205654297E0,3.066822510E0,9.861033100E0
1.791009392E1,8.404123535E0,-4.201163635E0,3.060984650E0,9.881735440E0
1.792003592E1,8.429271240E0,-4.204905853E0,3.057392120E0,9.903610122E0
1.792997692E1,8.464747467E0,-4.194128265E0,3.080593872E0,9.936433978E0
1.793991792E1,8.442743225E0,-4.172423401E0,3.121009827E0,9.921175966E0
1.794985992E1,8.461454315E0,-4.155209198E0,3.140918427E0,9.936163302E0
1.795980092E1,8.462951202E0,-4.157903595E0,3.196153564E0,9.956159047E0
1.796974192E1,8.474477234E0,-4.164190521E0,3.265160065E0,9.990921746E0
1.797968392E1,8.415649567E0,-4.119134216E0,3.274141388E0,9.925241869E0
1.798962492E1,8.396040344E0,-4.083358612E0,3.244053955E0,9.883885728E0
1.799956692E1,8.406967621E0,-4.119433594E0,3.230581970E0,9.903711303E0
1.800950792E1,8.370892639E0,-4.133654022E0,3.203039246E0,9.870075965E0
1.801944892E1,8.362210693E0,-4.100273438E0,3.132386169E0,9.826019187E0
1.802939092E1,8.405770111E0,-4.132755890E0,3.093317413E0,9.864342605E0
1.803933192E1,8.443042603E0,-4.182901611E0,3.101101227E0,9.919599946E0
1.804927392E1,8.445886688E0,-4.206402740E0,3.121608582E0,9.938373413E0
1.805921492E1,8.407416687E0,-4.197421417E0,3.193010101E0,9.924631752E0
1.806915592E1,8.399782562E0,-4.188440094E0,3.257675629E0,9.935382631E0
