"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.871522083E-1,8.559201050E0,4.803960114E0,-9.572593689E-1,9.861759523E0
5.970922083E-1,8.881331177E0,3.962410126E0,1.682501221E-1,9.726615320E0
6.070322083E-1,9.363328857E0,3.117566986E0,1.515897675E0,9.984442747E0
6.169722083E-1,9.436077576E0,3.485052795E0,2.639760590E0,1.039968697E1
6.269122083E-1,9.569001160E0,2.968926086E0,3.491339722E0,1.060988965E1
6.368532083E-1,9.880204010E0,1.607956238E0,3.473077698E0,1.059557564E1
6.467932083E-1,8.734636230E0,2.231409760E0,2.726580048E0,9.418455200E0
6.567332083E-1,7.707023163E0,6.346801758E-1,3.272345123E0,8.396979669E0
6.666732083E-1,6.466253357E0,-8.864566040E-1,3.125799866E0,7.236633374E0
6.766132083E-1,3.250490570E0,-8.493338013E-1,2.016606445E0,3.918387220E0
6.865532083E-1,1.165476379E0,-1.405876465E0,1.587299194E0,2.419574871E0
6.964942083E-1,2.345173187E0,-4.575535126E0,2.375709686E0,5.663864006E0
7.064342083E-1,4.983436890E0,-6.699019318E0,3.029250641E0,8.881883950E0
7.163742083E-1,8.319848785E0,-5.598208466E0,3.939358063E0,1.077396695E1
7.263142083E-1,1.134086655E1,-3.718716888E0,3.984264679E0,1.258246694E1
7.362542083E-1,1.269539978E1,-3.203188934E0,2.868035889E0,1.340370191E1
7.461942083E-1,1.269001099E1,-2.546055450E0,5.406756592E-1,1.295419266E1
7.561352083E-1,1.316467392E1,-2.095791779E0,-2.050585785E0,1.348724897E1
7.660752083E-1,1.371552841E1,-1.940863953E0,-4.763544159E0,1.464834549E1
7.760152083E-1,1.360401031E1,-2.238145752E0,-7.119195557E0,1.551648602E1
7.859552083E-1,1.382974091E1,-2.751278687E0,-9.180558929E0,1.682598972E1
7.958952083E-1,1.349279160E1,-3.080294495E0,-9.577982483E0,1.683096514E1
8.058362083E-1,1.290092239E1,-3.144660645E0,-7.446564789E0,1.522412613E1
8.157762083E-1,1.222882004E1,-2.781515808E0,-4.419110413E0,1.329696983E1
8.257162083E-1,1.121123611E1,-2.355501709E0,-2.239193573E0,1.167279707E1
8.356562083E-1,9.803413696E0,-2.325264587E0,-8.818162537E-1,1.011391988E1
8.455962083E-1,8.701555023E0,-2.512375488E0,2.948867798E-2,9.057039251E0
8.555362083E-1,7.727979584E0,-2.690654755E0,3.454815674E-1,8.190277710E0
8.654772083E-1,6.878945160E0,-2.694546661E0,3.047662354E-1,7.394142998E0
8.754172083E-1,6.496789856E0,-2.874023438E0,1.528022461E0,7.266577034E0
8.853572083E-1,7.010671234E0,-3.251837769E0,1.005010071E0,7.793202504E0
8.952972083E-1,7.548203430E0,-3.489992523E0,7.834707642E-1,8.352798889E0
9.052372083E-1,7.853269043E0,-3.574416962E0,1.419049072E-1,8.629625037E0
9.151782083E-1,8.117319946E0,-3.871998138E0,-1.131946106E0,9.064466597E0
9.251182083E-1,8.176147614E0,-4.653073883E0,-2.079625397E0,9.634590191E0
9.350582083E-1,8.210875397E0,-5.128185883E0,-2.423909454E0,9.979584273E0
9.449982083E-1,8.325836334E0,-5.395979004E0,-2.344873810E0,1.019483071E1
9.549382083E-1,8.782835999E0,-5.842799835E0,-2.364033966E0,1.081041973E1
9.648782083E-1,8.967102814E0,-6.367907867E0,-2.782413940E0,1.134464679E1
9.748192083E-1,8.720864868E0,-6.595883789E0,-3.022215271E0,1.134429161E1
9.847592083E-1,8.594078522E0,-6.314768372E0,-2.625091095E0,1.098296811E1
9.946992083E-1,8.670419769E0,-6.061944122E0,-1.721420288E0,1.071851824E1
1.004639208E0,8.751251678E0,-6.158343658E0,-9.662406921E-1,1.074445083E1
1.014579208E0,8.497978363E0,-6.368356934E0,-5.312452698E-1,1.063267736E1
1.024519208E0,8.024512939E0,-6.544540558E0,-1.661544800E-1,1.035622645E1
1.034460208E0,7.356452179E0,-6.540798340E0,1.242416382E-2,9.843758730E0
1.044400208E0,6.480174408E0,-6.468498688E0,2.823129272E-1,9.160449564E0
1.054340208E0,5.586532745E0,-6.341712341E0,5.071453857E-1,8.466632151E0
1.064280208E0,4.865182800E0,-6.086343384E0,4.345463562E-1,7.803999616E0
1.074220208E0,4.280348969E0,-5.845643921E0,1.308279419E-1,7.246382276E0
1.084161208E0,3.829935608E0,-5.647306366E0,-2.504292297E-1,6.828117658E0
1.094101208E0,3.434907074E0,-5.510341187E0,-6.230044556E-1,6.523080649E0
1.104041208E0,3.118315430E0,-5.334307251E0,-8.681945801E-1,6.239590275E0
1.113981208E0,2.778971100E0,-5.510041809E0,-1.130149841E0,6.273793093E0
1.123921208E0,2.505639496E0,-5.723048859E0,-1.452130280E0,6.414062665E0
1.133861208E0,2.026036835E0,-5.734574890E0,-1.697021027E0,6.314273893E0
1.143802208E0,1.364712067E0,-5.562133484E0,-1.782493286E0,5.998087214E0
1.153742208E0,7.249424744E-1,-5.363047485E0,-1.747017059E0,5.686817082E0
1.163682208E0,2.029779053E-1,-5.120851135E0,-1.710343323E0,5.402739181E0
1.173622208E0,-7.200027466E-2,-4.757257233E0,-1.584455109E0,5.014696243E0
1.183562208E0,-1.571731567E-1,-4.347409515E0,-1.401086426E0,4.570308093E0
1.193502208E0,-1.046324158E-1,-3.971541138E0,-1.172661438E0,4.142369105E0
1.203443208E0,-3.218307495E-2,-3.670517120E0,-1.124761047E0,3.839116968E0
1.213383208E0,-1.682501221E-1,-3.576213226E0,-1.278940430E0,3.801749303E0
1.223323208E0,2.754272461E-2,-3.542383575E0,-1.455423431E0,3.829816884E0
1.233263208E0,4.076023865E-1,-4.161196747E0,-1.227297821E0,4.357517414E0
1.243203208E0,7.978408813E-1,-4.479434967E0,-7.509883118E-1,4.611493374E0
1.253143208E0,-1.797761536E0,-1.051054321E1,-3.592529297E-1,1.066923277E1
1.263084208E0,-1.003094055E1,-2.155876831E1,-4.520599365E-2,2.377818965E1
1.273024208E0,-1.626802048E1,-2.915382431E1,-7.373666382E-1,3.339367712E1
1.282964208E0,-1.534863235E1,-3.240611115E1,-7.409591675E-1,3.586482365E1
1.292904208E0,-8.086035004E0,-3.222947845E1,-4.011657715E-2,3.322837421E1
1.302844208E0,-2.427052917E0,-2.616723495E1,6.945556641E-2,2.627964222E1
1.312785208E0,-5.088817749E0,-1.834076019E1,1.807940369E0,1.911931481E1
1.322725208E0,-7.299271088E0,-1.344728622E1,2.978057098E0,1.558774164E1
1.332665208E0,-6.301595764E0,-9.666897583E0,3.118165741E0,1.195332488E1
1.342605208E0,-4.611610107E0,-6.822662201E0,2.770438843E0,8.688555615E0
1.352545208E0,-3.043022003E0,-4.268822937E0,2.921923828E0,6.001705677E0
1.362485208E0,-1.719474335E0,-2.286046143E0,2.569855957E0,3.845355457E0
1.372426208E0,-1.230141907E0,-2.409988403E0,1.336869965E0,3.018031563E0
1.382366208E0,-1.466799774E0,-3.922443237E0,1.880090332E-1,4.191945840E0
1.392306208E0,-2.175725555E0,-5.740562439E0,-4.808001709E-1,6.157841149E0
1.402246208E0,-2.971919861E0,-7.835755463E0,-6.604266357E-1,8.406398436E0
1.412186208E0,-3.795656891E0,-1.022284149E1,-1.487606506E0,1.100574725E1
1.422126208E0,-4.678071899E0,-1.158979889E1,-2.336341553E0,1.271480581E1
1.432067208E0,-5.323978729E0,-1.129625931E1,-1.320104828E0,1.255758339E1
1.442007208E0,-5.304519196E0,-1.029573990E1,1.486408997E-1,1.158284413E1
1.451947208E0,-5.183121643E0,-9.666598206E0,8.256829834E-1,1.099952832E1
1.461887208E0,-5.004692688E0,-9.264534302E0,8.683442688E-1,1.056563138E1
1.471827208E0,-4.645888824E0,-8.786428528E0,6.515950012E-1,9.960430979E0
1.481767208E0,-4.475992126E0,-8.689879303E0,4.830455017E-1,9.786819748E0
1.491708208E0,-4.323459320E0,-8.942404175E0,2.480342102E-1,9.935814707E0
1.501648208E0,-4.106410675E0,-9.243727570E0,8.232879639E-2,1.011513154E1
1.511588208E0,-3.808979187E0,-9.306147766E0,-8.996292114E-2,1.005588395E1
1.521528208E0,-3.630250854E0,-9.176966400E0,-2.049238586E-1,9.871039832E0
1.531468208E0,-3.659589844E0,-9.143286438E0,-1.320254517E-1,9.849351016E0
1.541408208E0,-3.665427704E0,-9.154513092E0,-1.257385254E-2,9.861066286E0
1.551349208E0,-3.477718048E0,-9.079519043E0,1.074765015E-1,9.723360534E0
1.561289208E0,-3.369343414E0,-9.084608459E0,3.409909058E-1,9.695300960E0
1.571229208E0,-3.362906799E0,-9.111552429E0,6.553372192E-1,9.734423285E0
1.581169208E0,-3.292104034E0,-9.052126007E0,9.428892517E-1,9.678221653E0
1.591108750E0,-3.403472443E0,-9.107660522E0,1.209634552E0,9.797771206E0
1.601049750E0,-3.576362915E0,-9.201066284E0,1.434766388E0,9.975397088E0
1.610989750E0,-3.545826416E0,-9.266629944E0,1.494492188E0,1.003378405E1
1.620929750E0,-3.292403412E0,-9.300309906E0,1.321302338E0,9.953970285E0
1.630869750E0,-3.098855896E0,-9.380692749E0,1.093027039E0,9.939568020E0
1.640809750E0,-3.122357025E0,-9.553732910E0,9.598040771E-1,1.009673956E1
1.650749750E0,-3.154540100E0,-9.725874939E0,8.496331787E-1,1.025990463E1
1.660690750E0,-3.100652161E0,-9.704619141E0,7.337741089E-1,1.021430864E1
1.670630750E0,-3.072211304E0,-9.581724701E0,6.176156616E-1,1.008113980E1
1.680570750E0,-3.078647919E0,-9.416767731E0,5.087919617E-1,9.920305276E0
1.690510750E0,-3.167113953E0,-9.329199829E0,4.025129700E-1,9.860354808E0
1.700450750E0,-3.286565552E0,-9.261540527E0,3.360511780E-1,9.833136654E0
1.710390750E0,-3.347339172E0,-9.173673248E0,2.818638611E-1,9.769360657E0
1.720331750E0,-3.292852478E0,-9.028175812E0,1.468446350E-1,9.611056096E0
1.730271750E0,-3.242407379E0,-9.015751648E0,-2.065704346E-2,9.581096498E0
1.740211750E0,-3.175945587E0,-9.088350677E0,-1.571731567E-1,9.628574755E0
1.750151750E0,-3.150648193E0,-9.173523560E0,-2.430944824E-1,9.702536445E0
1.760091750E0,-3.139421539E0,-9.269324341E0,-2.891986084E-1,9.790810854E0
1.770031750E0,-3.263812866E0,-9.529782715E0,-2.230361938E-1,1.007566267E1
1.779972750E0,-3.302282867E0,-9.677974548E0,-1.580712891E-1,1.022708414E1
1.789912750E0,-3.278332672E0,-9.676777039E0,-1.496887207E-4,1.021701909E1
1.799852750E0,-3.248993683E0,-9.661508789E0,1.604663086E-1,1.019443287E1
1.809792750E0,-3.194806366E0,-9.577982483E0,2.974314880E-1,1.010113863E1
1.819732750E0,-3.153342590E0,-9.459129639E0,4.023632813E-1,9.979007928E0
1.829672750E0,-3.153641968E0,-9.359436951E0,5.454656982E-1,9.891514066E0
1.839613750E0,-3.186124420E0,-9.270821228E0,6.483018494E-1,9.824449621E0
1.849553750E0,-3.220253448E0,-9.170529785E0,7.137158203E-1,9.745667709E0
1.859493750E0,-3.250340881E0,-9.074579315E0,7.375163269E-1,9.667297240E0
1.869433750E0,-3.305875397E0,-8.971892853E0,7.617658997E-1,9.591869515E0
1.879373750E0,-3.419189758E0,-8.928034058E0,7.694000244E-1,9.591278702E0
1.889313750E0,-3.524121552E0,-8.923244019E0,7.821235657E-1,9.625769257E0
1.899254750E0,-3.592080231E0,-8.951984253E0,7.463479614E-1,9.674610986E0
1.909194750E0,-3.708987122E0,-8.980425110E0,7.206015015E-1,9.742889055E0
1.919134750E0,-3.772455139E0,-9.082812195E0,6.991960144E-1,9.859907211E0
1.929074750E0,-3.839964752E0,-9.229357452E0,7.384144592E-1,1.002355347E1
1.939014750E0,-3.922443237E0,-9.322314148E0,7.628137207E-1,1.014263214E1
1.948954750E0,-3.989503784E0,-9.359736328E0,8.581654358E-1,1.021064408E1
1.958895750E0,-4.035009155E0,-9.307644653E0,9.128018188E-1,1.018561510E1
1.968835750E0,-4.010759583E0,-9.123377838E0,9.695338440E-1,1.001310199E1
1.978775750E0,-3.909719696E0,-8.934320984E0,1.015039215E0,9.805014235E0
1.988715750E0,-3.840713196E0,-8.835077362E0,1.068478088E0,9.692848666E0
1.998655750E0,-3.816912689E0,-8.783285065E0,1.113684082E0,9.641328292E0
2.008596750E0,-3.867357788E0,-8.785081329E0,1.159039764E0,9.668375427E0
2.018536750E0,-3.871100006E0,-8.864416351E0,1.172362061E0,9.743599197E0
2.028476750E0,-3.823498993E0,-8.985364838E0,1.176852722E0,9.835695611E0
2.038416750E0,-3.739822998E0,-9.157357178E0,1.184037781E0,9.962199155E0
2.048356750E0,-3.608995056E0,-9.287885742E0,1.170565796E0,1.003294030E1
2.058296750E0,-3.450325012E0,-9.341025238E0,1.181044006E0,1.002767970E1
2.068236750E0,-3.303330688E0,-9.359736328E0,1.173559570E0,9.994693584E0
2.078177750E0,-3.189118195E0,-9.353748779E0,1.187181244E0,9.953516484E0
2.088117750E0,-3.057990875E0,-9.402996368E0,1.197809143E0,9.960039942E0
2.098057750E0,-2.952310638E0,-9.421108704E0,1.215921478E0,9.947456577E0
2.107997750E0,-2.822979584E0,-9.435179443E0,1.209035797E0,9.922378365E0
2.117937750E0,-2.751128998E0,-9.424401855E0,1.214873657E0,9.892622458E0
2.127878750E0,-2.665207672E0,-9.396110687E0,1.144819336E0,9.833658490E0
2.137818750E0,-2.603236542E0,-9.390123138E0,1.060694275E0,9.801853161E0
2.147758750E0,-2.559377747E0,-9.390123138E0,9.433383179E-1,9.778277670E0
2.157698750E0,-2.525847473E0,-9.384884033E0,7.890092468E-1,9.750819933E0
2.167638750E0,-2.501897278E0,-9.291927338E0,6.375242615E-1,9.643953589E0
2.177578750E0,-2.488574982E0,-9.162745972E0,4.541555786E-1,9.505533992E0
2.187518750E0,-2.520608368E0,-9.111253052E0,2.475851440E-1,9.456727612E0
2.197459750E0,-2.528541870E0,-9.152118073E0,5.852828979E-2,9.495167969E0
2.207399750E0,-2.552941132E0,-9.239536285E0,-9.101074219E-2,9.586178704E0
2.217339750E0,-2.635120239E0,-9.280550995E0,-1.606159973E-1,9.648745149E0
2.227279750E0,-2.739303589E0,-9.360185394E0,-1.023870850E-1,9.753324453E0
2.237219750E0,-2.781815186E0,-9.398056641E0,1.034349060E-1,9.801666344E0
2.247160750E0,-2.804867249E0,-9.433682556E0,3.543132019E-1,9.848207182E0
2.257100750E0,-2.855312347E0,-9.444759521E0,5.857319641E-1,9.884299315E0
2.267040750E0,-2.904110870E0,-9.452243958E0,7.960446167E-1,9.920305581E0
2.276980750E0,-3.000360718E0,-9.449699249E0,9.765692139E-1,9.962563313E0
2.286920750E0,-3.062481537E0,-9.438023529E0,1.106648712E0,9.983974793E0
2.296860750E0,-3.155138855E0,-9.400900726E0,1.184486847E0,9.986733437E0
2.306800750E0,-3.259172516E0,-9.402247925E0,1.194815369E0,1.002257728E1
2.316741750E0,-3.352428589E0,-9.402547302E0,1.103056183E0,1.004307752E1
2.326681750E0,-3.435206451E0,-9.351353760E0,9.789642334E-1,1.001033623E1
2.336621750E0,-3.479664001E0,-9.269923096E0,8.054750061E-1,9.934199804E0
2.346561750E0,-3.502416687E0,-9.169631653E0,6.053411865E-1,9.834404163E0
2.356501750E0,-3.501069489E0,-9.098679199E0,3.718267822E-1,9.756111207E0
2.366442750E0,-3.516188049E0,-9.081015930E0,9.385482788E-2,9.738441223E0
2.376382750E0,-3.560046844E0,-9.130263519E0,-1.353186035E-1,9.800712045E0
2.386322750E0,-3.587140503E0,-9.219777374E0,-2.656974792E-1,9.896588653E0
2.396262750E0,-3.579656067E0,-9.310788116E0,-3.261717224E-1,9.980536103E0
2.406202750E0,-3.530408478E0,-9.359287262E0,-2.782713318E-1,1.000687149E1
2.416142750E0,-3.469185791E0,-9.399852905E0,-1.583706665E-1,1.002085655E1
2.426082750E0,-3.341351624E0,-9.479636993E0,-7.933502197E-3,1.005127908E1
2.436023750E0,-3.211571503E0,-9.510772247E0,1.137634277E-1,1.003901999E1
2.445963750E0,-3.085084534E0,-9.500294037E0,2.189945984E-1,9.991060604E0
2.455903750E0,-2.939287720E0,-9.463919678E0,2.763253784E-1,9.913704841E0
2.465843750E0,-2.823428650E0,-9.472751312E0,2.830613708E-1,9.888624298E0
2.475783750E0,-2.756517792E0,-9.518406372E0,2.850073242E-1,9.913610814E0
2.485723750E0,-2.686463470E0,-9.563762054E0,2.538720703E-1,9.937156617E0
2.495664750E0,-2.699785767E0,-9.547595673E0,2.043251038E-1,9.924070489E0
2.505604750E0,-2.752476196E0,-9.462871857E0,1.844165039E-1,9.856778299E0
2.515544750E0,-2.867287445E0,-9.332792358E0,1.688488770E-1,9.764776518E0
2.525484750E0,-3.043770447E0,-9.261540527E0,1.919009399E-1,9.750769069E0
2.535424750E0,-3.256328430E0,-9.247170410E0,2.519261169E-1,9.807002713E0
2.545364750E0,-3.500321045E0,-9.262288971E0,3.369493103E-1,9.907359852E0
2.555305750E0,-3.715124359E0,-9.278904419E0,4.403842163E-1,1.000470662E1
2.565245750E0,-3.890559540E0,-9.276210022E0,5.116360474E-1,1.007205527E1
2.575185750E0,-4.026476898E0,-9.278904419E0,5.571414185E-1,1.013020187E1
2.585126375E0,-4.151167603E0,-9.281748505E0,5.533992004E-1,1.018279424E1
2.595066375E0,-4.221820679E0,-9.238039398E0,5.328918457E-1,1.017099383E1
2.605006375E0,-4.235292664E0,-9.182504883E0,4.867877197E-1,1.012388572E1
2.614947375E0,-4.239783325E0,-9.116192780E0,4.308041382E-1,1.006311709E1
2.624887375E0,-4.238585815E0,-9.003776550E0,3.466790771E-1,9.957599523E0
2.634827375E0,-4.253854065E0,-8.939560089E0,2.350112915E-1,9.902839961E0
2.644767375E0,-4.246519318E0,-8.885223083E0,1.323248291E-1,9.848737250E0
2.654707375E0,-4.253105621E0,-8.859027557E0,1.017883301E-2,9.827073842E0
2.664647375E0,-4.274960175E0,-8.838819580E0,-7.589218140E-2,9.818644290E0
2.674588375E0,-4.353247375E0,-8.869954834E0,-1.179547119E-1,9.881334666E0
2.684528375E0,-4.386478271E0,-8.892857208E0,-1.203497314E-1,9.916581317E0
2.694468375E0,-4.414170685E0,-8.944200439E0,-1.079255676E-1,9.974731689E0
2.704408375E0,-4.512516174E0,-8.982820129E0,-4.340972900E-2,1.005264861E1
2.714348375E0,-4.544699249E0,-8.989556122E0,4.819976807E-2,1.007316900E1
2.724288375E0,-4.469256134E0,-8.976084137E0,1.249900818E-1,1.002795888E1
2.734229375E0,-4.324956207E0,-8.945248260E0,2.176473999E-1,9.938313893E0
2.744169375E0,-4.132456512E0,-8.849297791E0,2.794688416E-1,9.770638211E0
2.754109375E0,-3.959266663E0,-8.784632263E0,2.936892700E-1,9.640114620E0
2.764049375E0,-3.880680084E0,-8.817414093E0,3.180885315E-1,9.638861422E0
2.773989375E0,-3.779340820E0,-8.877738647E0,2.956352234E-1,9.653240944E0
2.783929375E0,-3.663631439E0,-9.003327484E0,2.167492676E-1,9.722606716E0
2.793870375E0,-3.519930267E0,-9.128317566E0,1.199006653E-1,9.784194747E0
2.803810375E0,-3.365152130E0,-9.203461304E0,6.092330933E-2,9.799574505E0
2.813750375E0,-3.226690063E0,-9.203760681E0,-1.137634277E-2,9.752992816E0
2.823690375E0,-3.066822510E0,-9.159452820E0,-1.407073975E-2,9.659253297E0
2.833630375E0,-3.010090485E0,-9.124275970E0,1.212478638E-2,9.607976047E0
2.843570375E0,-2.954705658E0,-9.098529510E0,4.385879517E-2,9.566370700E0
2.853510375E0,-2.902015228E0,-9.050030365E0,5.748046875E-2,9.504106796E0
2.863451375E0,-2.897075500E0,-9.015302582E0,-1.930984497E-2,9.469376958E0
2.873391375E0,-2.915636902E0,-8.966953125E0,-1.721420288E-1,9.430631992E0
2.883331375E0,-2.995121613E0,-8.861871643E0,-3.649411011E-1,9.361447778E0
2.893271375E0,-3.308569794E0,-8.585546265E0,-6.090834045E-1,9.221129071E0
2.903211375E0,-3.737877045E0,-8.335266724E0,-8.599617004E-1,9.175398099E0
2.913151375E0,-4.158951416E0,-8.235124969E0,-1.113085327E0,9.292637897E0
2.923092375E0,-4.455634460E0,-8.223000183E0,-1.344354401E0,9.448687698E0
2.933032375E0,-4.642146606E0,-8.288114777E0,-1.480122070E0,9.614215153E0
2.942972375E0,-4.729714508E0,-8.431815948E0,-1.429227905E0,9.772840525E0
2.952912375E0,-4.691843262E0,-8.620573425E0,-1.283730469E0,9.898264661E0
2.962852375E0,-4.549489288E0,-8.777297516E0,-1.070723419E0,9.944106451E0
2.972792375E0,-4.345463562E0,-8.924291840E0,-8.578660583E-1,9.963030291E0
2.982733375E0,-4.130211182E0,-9.061257019E0,-6.695576477E-1,9.980647805E0
2.992673375E0,-3.954476624E0,-9.163793793E0,-5.397775269E-1,9.995216947E0
3.002613375E0,-3.813619537E0,-9.197773132E0,-4.403842163E-1,9.966777956E0
3.012553375E0,-3.663332062E0,-9.219477997E0,-3.692820740E-1,9.927494426E0
3.022493375E0,-3.506607971E0,-9.234895935E0,-3.414399719E-1,9.884137982E0
3.032433375E0,-3.410657501E0,-9.222022705E0,-3.523672485E-1,9.838823611E0
3.042374375E0,-3.350632324E0,-9.211993561E0,-4.034111023E-1,9.810723870E0
3.052314375E0,-3.334765320E0,-9.266629944E0,-4.658312988E-1,9.859416263E0
3.062254375E0,-3.312012634E0,-9.270521851E0,-5.563929749E-1,9.860100213E0
3.072194375E0,-3.307072906E0,-9.313033447E0,-6.587800598E-1,9.904711726E0
3.082134375E0,-3.296894073E0,-9.336235199E0,-7.695497131E-1,9.931112978E0
3.092074375E0,-3.309767303E0,-9.310488739E0,-9.333091736E-1,9.925262021E0
3.102014375E0,-3.342848511E0,-9.281598816E0,-1.030307465E0,9.918883315E0
3.111955375E0,-3.399430847E0,-9.257648621E0,-1.102756805E0,9.923520577E0
3.121895375E0,-3.484454041E0,-9.275012512E0,-1.215322723E0,9.982198474E0
3.131835375E0,-3.558549957E0,-9.230554962E0,-1.285227356E0,9.975882521E0
3.141775375E0,-3.558699646E0,-9.212442627E0,-1.279838562E0,9.958485280E0
3.151715375E0,-3.573219452E0,-9.294172668E0,-1.143023071E0,1.002277629E1
3.161655375E0,-3.563190308E0,-9.357341309E0,-1.001716919E0,1.006278283E1
3.171596375E0,-3.500470734E0,-9.316476288E0,-9.117539978E-1,9.994064295E0
3.181536375E0,-3.443888397E0,-9.099128265E0,-8.346643066E-1,9.764792214E0
3.191476375E0,-3.426823883E0,-8.799900513E0,-7.563771057E-1,9.473831183E0
3.201416375E0,-3.414699097E0,-8.559201050E0,-5.912704468E-1,9.234159045E0
