"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.276877208E0,-2.723586273E0,-9.460925903E0,6.318360901E-1,9.865407137E0
7.286817208E0,-2.712958374E0,-9.421408081E0,6.298901367E-1,9.824450873E0
7.296757208E0,-2.725981293E0,-9.386081543E0,6.512956238E-1,9.795595272E0
7.306697208E0,-2.719993744E0,-9.348659363E0,6.288423157E-1,9.756599844E0
7.316637208E0,-2.716251526E0,-9.351952515E0,6.218069458E-1,9.758262246E0
7.326577208E0,-2.737357635E0,-9.351054382E0,5.875282288E-1,9.761174842E0
7.336518208E0,-2.702779541E0,-9.350455627E0,5.519023132E-1,9.748878595E0
7.346458208E0,-2.695594482E0,-9.373807068E0,5.297483826E-1,9.768066437E0
7.356398208E0,-2.658621368E0,-9.414522400E0,5.243595886E-1,9.796757248E0
7.366338208E0,-2.610571289E0,-9.477391663E0,5.119354248E-1,9.843683917E0
7.376278208E0,-2.565664673E0,-9.514215088E0,5.063969421E-1,9.867084768E0
7.386218208E0,-2.547252960E0,-9.529932404E0,5.230123901E-1,9.878342534E0
7.396158208E0,-2.536475372E0,-9.511670380E0,5.260061646E-1,9.858106472E0
7.406098208E0,-2.560724945E0,-9.469607849E0,5.243595886E-1,9.823733406E0
7.416039208E0,-2.584226074E0,-9.441765747E0,5.466632080E-1,9.804285057E0
7.425979208E0,-2.622247009E0,-9.418114929E0,5.736071777E-1,9.793165647E0
7.435919208E0,-2.634521484E0,-9.402098236E0,5.667214966E-1,9.780660916E0
7.445859208E0,-2.657872925E0,-9.399703217E0,5.789959717E-1,9.785394493E0
7.455799208E0,-2.660866699E0,-9.402547302E0,6.071374512E-1,9.790644680E0
7.465739208E0,-2.658771057E0,-9.413624268E0,6.029461670E-1,9.800455574E0
7.475679208E0,-2.630180511E0,-9.416917419E0,6.191125488E-1,9.796911940E0
7.485620208E0,-2.605481873E0,-9.410181427E0,6.438111877E-1,9.785425035E0
7.495560208E0,-2.599793701E0,-9.411678314E0,6.559359741E-1,9.786156957E0
7.505500208E0,-2.620001678E0,-9.413773956E0,6.686595154E-1,9.794419556E0
7.515440208E0,-2.647245026E0,-9.415719910E0,6.730004883E-1,9.803908267E0
7.525380208E0,-2.652484131E0,-9.417965240E0,6.682104492E-1,9.807152825E0
7.535320208E0,-2.647694092E0,-9.430090027E0,6.676116943E-1,9.817463384E0
7.545260208E0,-2.675087128E0,-9.422605591E0,6.481521606E-1,9.816398957E0
7.555201208E0,-2.701881409E0,-9.419911194E0,6.224057007E-1,9.819484656E0
7.565141208E0,-2.698288879E0,-9.415420532E0,5.939648438E-1,9.812425842E0
7.575081208E0,-2.700234833E0,-9.385183411E0,5.767506409E-1,9.782922728E0
7.585021208E0,-2.681673431E0,-9.370813293E0,5.712121582E-1,9.763697942E0
7.594961458E0,-2.686313782E0,-9.377100220E0,5.664221191E-1,9.770727930E0
7.604901458E0,-2.661615143E0,-9.399703217E0,5.574407959E-1,9.785159987E0
7.614841458E0,-2.632575531E0,-9.407337341E0,5.647755432E-1,9.785061124E0
7.624782458E0,-2.626737671E0,-9.422306213E0,5.686674500E-1,9.798111442E0
7.634722458E0,-2.581381989E0,-9.440418549E0,5.807922363E-1,9.804200884E0
7.644662458E0,-2.577490082E0,-9.441166992E0,5.996530151E-1,9.805033046E0
7.654602458E0,-2.594255219E0,-9.458231506E0,6.291416931E-1,9.827722149E0
7.664542458E0,-2.620450745E0,-9.474996643E0,6.643185425E-1,9.853103197E0
7.674482458E0,-2.643353119E0,-9.452842712E0,6.589297485E-1,9.837567762E0
7.684422458E0,-2.648143158E0,-9.418863373E0,6.583309937E-1,9.806174031E0
7.694363458E0,-2.657423859E0,-9.405391388E0,6.405180359E-1,9.794567478E0
7.704303458E0,-2.704126740E0,-9.422006836E0,6.265969849E-1,9.822379448E0
7.714243458E0,-2.732118530E0,-9.414372711E0,6.390211487E-1,9.823605918E0
7.724183458E0,-2.723885651E0,-9.384285278E0,6.261479187E-1,9.791650751E0
7.734123458E0,-2.688559113E0,-9.401200104E0,6.233038330E-1,9.797929432E0
7.744063458E0,-2.665057983E0,-9.430389404E0,6.156697083E-1,9.819054311E0
7.754003458E0,-2.647544403E0,-9.444609833E0,6.331832886E-1,9.829092905E0
7.763943458E0,-2.604284363E0,-9.441915436E0,6.399192810E-1,9.815373698E0
7.773884458E0,-2.552042999E0,-9.451196136E0,6.445596313E-1,9.810886249E0
7.783824458E0,-2.546354828E0,-9.449399872E0,6.373745728E-1,9.807207920E0
7.793764458E0,-2.536175995E0,-9.441765747E0,6.439608765E-1,9.797643324E0
7.803704458E0,-2.537523193E0,-9.443112946E0,6.313870239E-1,9.798472107E0
7.813644458E0,-2.526595917E0,-9.443562012E0,6.029461670E-1,9.794288870E0
7.823584458E0,-2.520907745E0,-9.446406097E0,6.233038330E-1,9.796839883E0
7.833524458E0,-2.534379730E0,-9.484576721E0,6.090834045E-1,9.836221774E0
7.843465458E0,-2.552042999E0,-9.503437500E0,5.804928589E-1,9.857241995E0
7.853405458E0,-2.537672882E0,-9.497150574E0,5.697152710E-1,9.846838486E0
7.863345458E0,-2.495310974E0,-9.463769989E0,5.197192383E-1,9.801001344E0
7.873285458E0,-2.484234009E0,-9.454638977E0,5.195695496E-1,9.789360005E0
7.883225458E0,-2.490221558E0,-9.451794891E0,5.254074097E-1,9.788446405E0
7.893165458E0,-2.513572998E0,-9.497000885E0,5.339396667E-1,9.838504286E0
7.903105458E0,-2.497256927E0,-9.495354309E0,5.507048035E-1,9.833683003E0
7.913046458E0,-2.497855682E0,-9.468260651E0,5.257067871E-1,9.806304624E0
7.922986458E0,-2.493065643E0,-9.475445709E0,5.557942200E-1,9.813682026E0
7.932926458E0,-2.494712219E0,-9.450148315E0,5.890251160E-1,9.791621052E0
7.942866458E0,-2.515818329E0,-9.426796875E0,6.309379578E-1,9.777112247E0
7.952806458E0,-2.524350586E0,-9.417815552E0,6.454577637E-1,9.771602293E0
7.962746458E0,-2.521207123E0,-9.405690765E0,6.418652344E-1,9.758867512E0
7.972686458E0,-2.550995178E0,-9.426048431E0,6.319857788E-1,9.785569552E0
7.982627458E0,-2.600093079E0,-9.446555786E0,6.075865173E-1,9.816672635E0
7.992567458E0,-2.620450745E0,-9.462273102E0,5.989045715E-1,9.836669205E0
8.002507458E0,-2.622546387E0,-9.451944580E0,5.619314575E-1,9.825109305E0
8.012447458E0,-2.571352844E0,-9.438921661E0,5.149291992E-1,9.796440663E0
8.022387458E0,-2.540666656E0,-9.426497498E0,4.716691589E-1,9.774267948E0
8.032327458E0,-2.512375488E0,-9.431586914E0,4.346960449E-1,9.770149588E0
8.042267458E0,-2.484383698E0,-9.449998627E0,4.429289246E-1,9.781146274E0
8.052207458E0,-2.449805603E0,-9.487420807E0,4.501139832E-1,9.808939986E0
8.062148458E0,-2.453248444E0,-9.510622559E0,4.752616882E-1,9.833424787E0
8.072088458E0,-2.421065369E0,-9.518705750E0,4.947212219E-1,9.834229291E0
8.082028458E0,-2.398911438E0,-9.513616333E0,5.334906006E-1,9.825898638E0
8.091968458E0,-2.411485291E0,-9.507329407E0,5.700146484E-1,9.824942262E0
8.101908458E0,-2.404599609E0,-9.492809601E0,5.974076843E-1,9.810832245E0
8.111848458E0,-2.450703735E0,-9.475894775E0,6.051914978E-1,9.806364634E0
8.121788458E0,-2.490221558E0,-9.470056915E0,6.292913818E-1,9.812195933E0
8.131729458E0,-2.511177979E0,-9.461374969E0,6.222560120E-1,9.808712132E0
8.141669458E0,-2.539469147E0,-9.463320923E0,6.033952332E-1,9.816691512E0
8.151609458E0,-2.570005646E0,-9.449848938E0,6.008505249E-1,9.811503214E0
8.161549458E0,-2.566712494E0,-9.413474579E0,5.746549988E-1,9.774034225E0
8.171489458E0,-2.568359070E0,-9.400152283E0,5.116360474E-1,9.758130082E0
8.181429458E0,-2.555635529E0,-9.424551544E0,5.071453857E-1,9.778069401E0
8.191369458E0,-2.555186462E0,-9.445957031E0,5.016069031E-1,9.798300443E0
8.201310458E0,-2.573298798E0,-9.471703491E0,5.135820007E-1,9.828468863E0
8.211250458E0,-2.548300781E0,-9.474846954E0,5.376818848E-1,9.826274141E0
8.221190458E0,-2.557581482E0,-9.473200378E0,5.590873718E-1,9.828292178E0
8.231130458E0,-2.540966034E0,-9.472601624E0,5.797444153E-1,9.824601442E0
8.241070458E0,-2.535277863E0,-9.456734619E0,5.975573730E-1,9.808900974E0
8.251010458E0,-2.560275879E0,-9.459129639E0,6.180647278E-1,9.818968892E0
8.260950458E0,-2.571502533E0,-9.430688782E0,6.445596313E-1,9.796222399E0
8.270890458E0,-2.581681366E0,-9.425599365E0,6.292913818E-1,9.793008205E0
8.280831458E0,-2.609972534E0,-9.433532867E0,6.147715759E-1,9.807213829E0
8.290771458E0,-2.642904053E0,-9.438771973E0,6.179150391E-1,9.821261486E0
8.300711458E0,-2.655777283E0,-9.435778198E0,5.975573730E-1,9.820597639E0
8.310651458E0,-2.617456970E0,-9.430090027E0,5.619314575E-1,9.802726451E0
8.320591458E0,-2.561323700E0,-9.433981934E0,5.504054260E-1,9.790982604E0
8.330531458E0,-2.528541870E0,-9.434580688E0,5.295986938E-1,9.781886911E0
8.340471458E0,-2.517165527E0,-9.465416565E0,5.234614563E-1,9.808376264E0
8.350412458E0,-2.530487823E0,-9.475296021E0,5.318440247E-1,9.821785040E0
8.360352458E0,-2.537523193E0,-9.478589172E0,5.071453857E-1,9.825470630E0
8.370292458E0,-2.546654205E0,-9.479038239E0,4.923262024E-1,9.827512333E0
8.380232458E0,-2.579136658E0,-9.456734619E0,4.861889648E-1,9.814181334E0
8.390172458E0,-2.585722961E0,-9.432035980E0,4.866380310E-1,9.792143919E0
8.400112458E0,-2.604134674E0,-9.415270844E0,4.791535950E-1,9.780512800E0
8.410052458E0,-2.603386230E0,-9.423803101E0,4.727169800E-1,9.788214653E0
8.419993458E0,-2.591261444E0,-9.456884308E0,4.951702881E-1,9.817967727E0
8.429933458E0,-2.589914246E0,-9.490863647E0,4.899311829E-1,9.850085337E0
8.439873458E0,-2.567011871E0,-9.503736877E0,4.719685364E-1,9.855623719E0
8.449813458E0,-2.524500275E0,-9.489666138E0,4.914280701E-1,9.832007251E0
8.459753458E0,-2.518961792E0,-9.485923920E0,4.808001709E-1,9.826448490E0
8.469693458E0,-2.510579224E0,-9.473350067E0,5.017565918E-1,9.813211972E0
8.479633458E0,-2.517913971E0,-9.454339600E0,5.057981873E-1,9.796951558E0
8.489574458E0,-2.530188446E0,-9.447154541E0,4.975653076E-1,9.792760271E0
8.499514458E0,-2.536026306E0,-9.443112946E0,4.905299377E-1,9.790016913E0
8.509454458E0,-2.575693817E0,-9.443711700E0,5.119354248E-1,9.802038931E0
8.519394458E0,-2.591710510E0,-9.432784424E0,5.236111450E-1,9.796354117E0
8.529334458E0,-2.600991211E0,-9.430688782E0,5.327421570E-1,9.797288420E0
8.539274458E0,-2.592908020E0,-9.425749054E0,5.307962036E-1,9.790284053E0
8.549214458E0,-2.606230316E0,-9.450298004E0,5.144801331E-1,9.816580802E0
8.559154458E0,-2.578388214E0,-9.472901001E0,5.086422729E-1,9.830699676E0
8.569095458E0,-2.581681366E0,-9.471104736E0,4.707710266E-1,9.827946325E0
8.579035458E0,-2.548151093E0,-9.485175476E0,4.903802490E-1,9.833722621E0
8.588975458E0,-2.566712494E0,-9.477840729E0,5.016069031E-1,9.832043907E0
8.598915208E0,-2.586920471E0,-9.463470612E0,5.360353088E-1,9.825312585E0
8.608855208E0,-2.609972534E0,-9.432335358E0,5.379812622E-1,9.801547366E0
8.618795208E0,-2.594704285E0,-9.411678314E0,5.809419250E-1,9.780065058E0
8.628735208E0,-2.586621094E0,-9.414223022E0,6.032455444E-1,9.781723211E0
8.638676208E0,-2.614612885E0,-9.417815552E0,6.228547668E-1,9.793844922E0
8.648616208E0,-2.605781250E0,-9.407487030E0,6.078858948E-1,9.780615185E0
8.658556208E0,-2.609523468E0,-9.413324890E0,5.977070618E-1,9.786600633E0
8.668496208E0,-2.608775024E0,-9.409133606E0,5.914201355E-1,9.781987534E0
8.678436208E0,-2.573448486E0,-9.425599365E0,5.595364380E-1,9.786605210E0
8.688376208E0,-2.559976501E0,-9.457632751E0,5.550457764E-1,9.813682936E0
8.698316208E0,-2.559976501E0,-9.462871857E0,5.545967102E-1,9.818706685E0
8.708256208E0,-2.543061676E0,-9.475745087E0,5.472619629E-1,9.826311785E0
8.718197208E0,-2.537972260E0,-9.485474854E0,5.111869812E-1,9.832438584E0
8.728137208E0,-2.522554321E0,-9.477691040E0,5.114863586E-1,9.820973783E0
8.738077208E0,-2.497107239E0,-9.463919678E0,5.122348022E-1,9.801209350E0
8.748017208E0,-2.483186188E0,-9.450447693E0,5.318440247E-1,9.785705560E0
8.757957208E0,-2.482587433E0,-9.447004852E0,5.780978394E-1,9.784852485E0
8.767897208E0,-2.474653931E0,-9.407786407E0,6.197113037E-1,9.747532984E0
8.777837208E0,-2.472707977E0,-9.386380920E0,6.483018494E-1,9.728243768E0
8.787778208E0,-2.469414825E0,-9.417815552E0,6.575825500E-1,9.758364318E0
8.797718208E0,-2.500250702E0,-9.467811584E0,6.381230164E-1,9.813149890E0
8.807658208E0,-2.511177979E0,-9.493707733E0,6.262976074E-1,9.840160062E0
8.817598208E0,-2.527494049E0,-9.502539368E0,6.002517700E-1,9.851232552E0
8.827538208E0,-2.509531403E0,-9.494156799E0,5.737568665E-1,9.836968950E0
8.837478208E0,-2.459535370E0,-9.475595398E0,5.481600952E-1,9.804932528E0
8.847418208E0,-2.401306458E0,-9.463320923E0,5.174739075E-1,9.776936884E0
8.857359208E0,-2.401605835E0,-9.460177460E0,5.222639465E-1,9.774222618E0
8.867299208E0,-2.380200348E0,-9.430688782E0,5.418731689E-1,9.741502509E0
8.877239208E0,-2.367027740E0,-9.401200104E0,5.492079163E-1,9.710150001E0
8.887179208E0,-2.387086029E0,-9.413474579E0,5.487588501E-1,9.726912132E0
8.897119208E0,-2.387235718E0,-9.440568237E0,5.430706787E-1,9.752853366E0
8.907059208E0,-2.377805328E0,-9.457333374E0,5.204676819E-1,9.765551666E0
8.916999208E0,-2.349963226E0,-9.494007111E0,5.143304443E-1,9.794030528E0
8.926940208E0,-2.306703186E0,-9.516610107E0,5.234614563E-1,9.806159259E0
8.936880208E0,-2.282004547E0,-9.533375244E0,5.243595886E-1,9.816707252E0
8.946820208E0,-2.272873535E0,-9.537865906E0,5.225633240E-1,9.818854952E0
8.956760208E0,-2.248923340E0,-9.530980225E0,5.319937134E-1,9.807153386E0
8.966700208E0,-2.242187347E0,-9.502389679E0,5.203179932E-1,9.777195126E0
8.976640208E0,-2.249222717E0,-9.468260651E0,5.102888489E-1,9.745119665E0
8.986580208E0,-2.264041901E0,-9.459578705E0,4.885839844E-1,9.739005561E0
8.996520208E0,-2.277214508E0,-9.478738861E0,4.662803650E-1,9.759590857E0
9.006461208E0,-2.300865326E0,-9.480385437E0,4.282594299E-1,9.764993365E0
9.016401208E0,-2.323618011E0,-9.485025787E0,3.718267822E-1,9.772572333E0
9.026341208E0,-2.350711670E0,-9.516310730E0,3.568579102E-1,9.808841055E0
9.036281208E0,-2.366728363E0,-9.519603882E0,3.209326172E-1,9.814645126E0
9.046221208E0,-2.352507935E0,-9.502988434E0,3.031196594E-1,9.794537472E0
9.056161208E0,-2.338586884E0,-9.513017578E0,3.135978699E-1,9.801267044E0
9.066101208E0,-2.302212524E0,-9.536967773E0,3.324586487E-1,9.816540408E0
9.076042208E0,-2.297721863E0,-9.570048981E0,3.409909058E-1,9.847925571E0
9.085982208E0,-2.300565948E0,-9.585317230E0,3.517684937E-1,9.863805106E0
9.095922208E0,-2.284549255E0,-9.608968048E0,3.773652649E-1,9.884019263E0
9.105862208E0,-2.276915131E0,-9.626631317E0,3.972738647E-1,9.900212096E0
9.115802208E0,-2.284549255E0,-9.598639526E0,4.219725037E-1,9.875783860E0
9.125742208E0,-2.304757233E0,-9.560468903E0,4.288581848E-1,9.843698029E0
9.135682208E0,-2.335144043E0,-9.541159058E0,4.351451111E-1,9.832393662E0
9.145622208E0,-2.385738831E0,-9.530231781E0,4.671784973E-1,9.835411700E0
9.155563208E0,-2.456092529E0,-9.495803375E0,5.063969421E-1,9.821359891E0
9.165503208E0,-2.503543854E0,-9.473200378E0,5.008584595E-1,9.811224003E0
9.175443208E0,-2.563569031E0,-9.431437225E0,5.098397827E-1,9.786921422E0
9.185383208E0,-2.617007904E0,-9.421108704E0,5.433700562E-1,9.792919411E0
9.195323208E0,-2.679727478E0,-9.425898743E0,5.581892395E-1,9.815298350E0
9.205263208E0,-2.736609192E0,-9.401948547E0,5.692662048E-1,9.808655890E0
9.215203208E0,-2.778522034E0,-9.368118896E0,5.894741821E-1,9.789244923E0
9.225144208E0,-2.788102112E0,-9.340127106E0,5.830375671E-1,9.764805197E0
9.235084208E0,-2.803819427E0,-9.315428467E0,5.978567505E-1,9.746591383E0
9.245024208E0,-2.812651062E0,-9.316775665E0,5.710624695E-1,9.748816704E0
9.254964208E0,-2.817740479E0,-9.321116638E0,6.056405640E-1,9.756519732E0
9.264904208E0,-2.806513824E0,-9.342372437E0,5.981561279E-1,9.773138357E0
9.274844208E0,-2.771786041E0,-9.380093994E0,5.846841431E-1,9.798510945E0
9.284784208E0,-2.758912811E0,-9.432784424E0,5.586383057E-1,9.843835566E0
9.294725208E0,-2.718796234E0,-9.467063141E0,5.292993164E-1,9.863939134E0
9.304665208E0,-2.679727478E0,-9.460626526E0,5.230123901E-1,9.846722073E0
9.314605208E0,-2.644400940E0,-9.442813568E0,4.849914551E-1,9.818085410E0
9.324545208E0,-2.681972809E0,-9.440119171E0,4.734654236E-1,9.825120743E0
9.334485208E0,-2.673739929E0,-9.473350067E0,4.632865906E-1,9.854333116E0
9.344425208E0,-2.695145416E0,-9.467362518E0,4.534071350E-1,9.853950472E0
9.354365208E0,-2.711461487E0,-9.401200104E0,4.174818420E-1,9.793307811E0
9.364305208E0,-2.727927246E0,-9.353748779E0,4.117936707E-1,9.752116556E0
9.374246208E0,-2.724484406E0,-9.348509674E0,3.996688843E-1,9.745623819E0
9.384186208E0,-2.735860748E0,-9.376950531E0,3.978726196E-1,9.776013396E0
9.394126208E0,-2.767295380E0,-9.410630493E0,3.918850708E-1,9.816896857E0
9.404066208E0,-2.778971100E0,-9.458830261E0,4.417314148E-1,9.868499224E0
9.414006208E0,-2.805316315E0,-9.477541351E0,4.734654236E-1,9.895340277E0
9.423946208E0,-2.803969116E0,-9.440119171E0,5.141807556E-1,9.861159902E0
9.433886208E0,-2.785856781E0,-9.425749054E0,5.523513794E-1,9.844330108E0
9.443827208E0,-2.769091644E0,-9.419761505E0,5.638774109E-1,9.834517430E0
9.453767208E0,-2.725232849E0,-9.432634735E0,5.481600952E-1,9.833716064E0
9.463707208E0,-2.687511292E0,-9.462572479E0,5.592370605E-1,9.852702216E0
9.473647208E0,-2.667752380E0,-9.449699249E0,5.634283447E-1,9.835200566E0
9.483587208E0,-2.677781525E0,-9.455686798E0,5.629792786E-1,9.843651375E0
9.493527208E0,-2.695444794E0,-9.396410065E0,5.719606018E-1,9.792092916E0
9.503467208E0,-2.728825378E0,-9.351952515E0,5.415737915E-1,9.756987545E0
9.513407208E0,-2.787653046E0,-9.298214264E0,5.245092773E-1,9.721260617E0
9.523348208E0,-2.839145966E0,-9.300309906E0,5.090913391E-1,9.737334756E0
9.533288208E0,-2.879412231E0,-9.332942047E0,4.751119995E-1,9.778576249E0
9.543228208E0,-2.889591064E0,-9.402247925E0,4.394860840E-1,9.846072850E0
9.553168208E0,-2.862048340E0,-9.483528900E0,3.900888062E-1,9.913667857E0
9.563108208E0,-2.808310089E0,-9.518705750E0,3.499722290E-1,9.930500756E0
9.573048208E0,-2.737507324E0,-9.550888824E0,3.411405945E-1,9.941317850E0
9.582988208E0,-2.648442535E0,-9.565109253E0,3.628454590E-1,9.931627244E0
9.592929250E0,-2.535726929E0,-9.522597656E0,3.754193115E-1,9.861577807E0
9.602869250E0,-2.479294281E0,-9.463171234E0,3.930825806E-1,9.790455753E0
9.612809250E0,-2.456541595E0,-9.440717926E0,4.194277954E-1,9.764101149E0
9.622749250E0,-2.436782684E0,-9.434431000E0,4.830455017E-1,9.756009999E0
9.632689250E0,-2.485581207E0,-9.449250183E0,5.447172546E-1,9.785865309E0
9.642629250E0,-2.557731171E0,-9.464817810E0,5.969586182E-1,9.822480568E0
9.652569250E0,-2.662363586E0,-9.463171234E0,6.604266357E-1,9.852712977E0
9.662509250E0,-2.763253784E0,-9.439969482E0,7.349716187E-1,9.863507418E0
9.672450250E0,-2.859503632E0,-9.390871582E0,8.104147339E-1,9.849974727E0
9.682390250E0,-2.955753479E0,-9.330696716E0,8.402027893E-1,9.823661261E0
9.692330250E0,-3.054847412E0,-9.297765198E0,8.550219727E-1,9.824031400E0
9.702270250E0,-3.095712433E0,-9.281598816E0,8.408015442E-1,9.820308513E0
9.712210250E0,-3.069816284E0,-9.270671539E0,7.869136047E-1,9.797364739E0
9.722150250E0,-3.005001068E0,-9.269923096E0,7.557783508E-1,9.774083412E0
9.732090250E0,-2.884052582E0,-9.271419983E0,7.132667542E-1,9.735796693E0
9.742031250E0,-2.778072968E0,-9.337881775E0,6.285429382E-1,9.762622172E0
9.751971250E0,-2.727927246E0,-9.386979675E0,5.912704468E-1,9.793190248E0
9.761911250E0,-2.686463470E0,-9.414372711E0,5.472619629E-1,9.805457418E0
9.771851250E0,-2.621199188E0,-9.414971466E0,5.222639465E-1,9.786987919E0
9.781791250E0,-2.552641754E0,-9.425599365E0,5.378315735E-1,9.779936918E0
9.791731250E0,-2.508782959E0,-9.432035980E0,4.957690430E-1,9.772567811E0
9.801671250E0,-2.477048950E0,-9.467362518E0,5.004093933E-1,9.798833304E0
9.811612250E0,-2.481689301E0,-9.485325165E0,5.120851135E-1,9.817963456E0
9.821552250E0,-2.566113739E0,-9.473050690E0,5.301974487E-1,9.828770952E0
9.831492250E0,-2.610720978E0,-9.429042206E0,5.387297058E-1,9.798618813E0
9.841432250E0,-2.650538177E0,-9.393116913E0,5.436694336E-1,9.775048564E0
9.851372250E0,-2.676584015E0,-9.387428741E0,5.351371765E-1,9.776210522E0
9.861312250E0,-2.712958374E0,-9.391320648E0,5.547463989E-1,9.791056645E0
9.871252250E0,-2.706671448E0,-9.385333099E0,5.399272156E-1,9.782743435E0
9.881192250E0,-2.673440552E0,-9.405092010E0,5.101391602E-1,9.790979628E0
9.891133250E0,-2.610122223E0,-9.418264618E0,4.599934387E-1,9.784070748E0
9.901073250E0,-2.521207123E0,-9.440568237E0,4.403842163E-1,9.781347160E0
9.911013250E0,-2.471061401E0,-9.463320923E0,4.278103638E-1,9.789974926E0
9.920953250E0,-2.422562256E0,-9.468260651E0,4.168830872E-1,9.782155138E0
9.930893250E0,-2.365530853E0,-9.478589172E0,3.835025024E-1,9.776832978E0
9.940833250E0,-2.334694977E0,-9.523795166E0,3.700305176E-1,9.812767071E0
9.950773250E0,-2.328557739E0,-9.544003143E0,3.815565491E-1,9.831366260E0
9.960714250E0,-2.326312408E0,-9.532776489E0,3.908372498E-1,9.820300951E0
9.970654250E0,-2.341131592E0,-9.518106995E0,3.899391174E-1,9.809551998E0
9.980594250E0,-2.373015289E0,-9.501341858E0,3.953279114E-1,9.801172523E0
9.990534250E0,-2.402653656E0,-9.480834503E0,4.197271729E-1,9.789542296E0
1.000047425E1,-2.444566498E0,-9.470206604E0,4.215234375E-1,9.789708907E0
1.001041425E1,-2.505789185E0,-9.446705475E0,4.574487305E-1,9.784093372E0
1.002035425E1,-2.513123932E0,-9.415121155E0,4.382885742E-1,9.754608917E0
1.003029425E1,-2.546803894E0,-9.390871582E0,4.327500916E-1,9.739710046E0
1.004023525E1,-2.547702026E0,-9.397906952E0,4.158352661E-1,9.745991979E0
1.005017525E1,-2.549947357E0,-9.419312439E0,4.246669006E-1,9.767600541E0
1.006011525E1,-2.538571014E0,-9.430090027E0,4.191284180E-1,9.774794593E0
1.007005525E1,-2.550246735E0,-9.498946838E0,4.215234375E-1,9.844360388E0
1.007999525E1,-2.507585449E0,-9.500443726E0,4.058061218E-1,9.834179904E0
1.008993525E1,-2.470013580E0,-9.470206604E0,4.041595459E-1,9.795362431E0
1.009987525E1,-2.426753540E0,-9.476343842E0,3.808081055E-1,9.789547495E0
1.010981625E1,-2.370620270E0,-9.472601624E0,3.736230469E-1,9.771878845E0
1.011975625E1,-2.383643188E0,-9.483379211E0,4.120930481E-1,9.787035138E0
1.012969625E1,-2.404449921E0,-9.468859406E0,4.454736328E-1,9.779525787E0
1.013963625E1,-2.444865875E0,-9.467063141E0,4.739144897E-1,9.789139319E0
1.014957625E1,-2.509381714E0,-9.457333374E0,5.016069031E-1,9.797436431E0
1.015951625E1,-2.500699768E0,-9.457483063E0,4.869374084E-1,9.794620628E0
1.016945625E1,-2.441273346E0,-9.470805359E0,4.616400146E-1,9.791275770E0
1.017939625E1,-2.418820038E0,-9.431736603E0,4.628375244E-1,9.747951800E0
1.018933725E1,-2.403701477E0,-9.412875824E0,4.941224670E-1,9.727495519E0
1.019927725E1,-2.391576691E0,-9.444310455E0,5.044509888E-1,9.755465640E0
1.020921725E1,-2.342329102E0,-9.499994659E0,5.077441406E-1,9.797663408E0
1.021915725E1,-2.294279022E0,-9.554331665E0,4.769082642E-1,9.837500256E0
1.022909725E1,-2.239492950E0,-9.632469177E0,4.740641785E-1,9.900733709E0
1.023903725E1,-2.187700653E0,-9.674232330E0,4.505630493E-1,9.928736697E0
1.024897725E1,-2.141297150E0,-9.707313538E0,4.349954224E-1,9.950191486E0
1.025891825E1,-2.159708862E0,-9.694140930E0,4.281097412E-1,9.941025535E0
1.026885825E1,-2.169588318E0,-9.645941162E0,4.348457336E-1,9.896483476E0
1.027879825E1,-2.207609253E0,-9.599238281E0,4.725672913E-1,9.861147704E0
1.028873825E1,-2.317181396E0,-9.510323181E0,4.694238281E-1,9.799792618E0
1.029867825E1,-2.408341827E0,-9.479187927E0,4.704716492E-1,9.791652449E0
1.030861825E1,-2.534529419E0,-9.440119171E0,4.728666687E-1,9.785872073E0
1.031855825E1,-2.661465454E0,-9.431736603E0,4.742138672E-1,9.811520397E0
1.032849825E1,-2.779120789E0,-9.415420532E0,4.334985352E-1,9.826575046E0
1.033843925E1,-2.880160675E0,-9.409432983E0,3.833528137E-1,9.847827880E0
1.034837925E1,-2.949616241E0,-9.375902710E0,3.619473267E-1,9.835588110E0
1.035831925E1,-2.984643402E0,-9.340725861E0,3.858975220E-1,9.813570845E0
1.036825925E1,-2.969225464E0,-9.325158234E0,4.278103638E-1,9.795810209E0
1.037819925E1,-2.915636902E0,-9.317524109E0,5.068460083E-1,9.776200026E0
1.038813925E1,-2.832110596E0,-9.333391113E0,5.572911072E-1,9.769524731E0
1.039807925E1,-2.752925262E0,-9.367071075E0,6.095324707E-1,9.782236343E0
1.040802025E1,-2.685265961E0,-9.407786407E0,6.855743408E-1,9.807502768E0
1.041796025E1,-2.599045258E0,-9.427245941E0,7.101232910E-1,9.804706899E0
1.042790025E1,-2.546055450E0,-9.453740845E0,7.225474548E-1,9.817213919E0
1.043784025E1,-2.511926422E0,-9.516610107E0,7.164102173E-1,9.868580743E0
1.044778025E1,-2.478994904E0,-9.570647736E0,7.053332520E-1,9.911619888E0
1.045772025E1,-2.430795135E0,-9.559870148E0,7.194039917E-1,9.890269174E0
1.046766025E1,-2.446961517E0,-9.524094543E0,6.872209167E-1,9.857396722E0
1.047760025E1,-2.518213348E0,-9.483977966E0,6.469546509E-1,9.833910049E0
1.048754125E1,-2.589614868E0,-9.435778198E0,5.739065552E-1,9.801499074E0
